Name: arville-b
Location: 48.1694 , 2.5539
Issued: 2020/07/08 08:48UTC
Time,Speed(m/s),Direction (deg N)
2017/05/11 18:00UTC,3.43,175
2017/05/12 00:00UTC,4.45,205
2017/05/12 06:00UTC,2.77,198
2017/05/12 12:00UTC,4.42,187
2017/05/12 18:00UTC,4.59,220
2017/05/13 00:00UTC,3.54,209
2017/05/13 06:00UTC,3.70,214
2017/05/13 12:00UTC,4.03,231
2017/05/13 18:00UTC,3.35,229
2017/05/14 00:00UTC,4.70,233
2017/05/14 06:00UTC,2.87,208
2017/05/14 12:00UTC,6.15,244
2017/05/14 18:00UTC,2.56,278
2017/05/15 00:00UTC,0.76,171
2017/05/15 06:00UTC,1.94,155
2017/05/15 12:00UTC,1.40,181
2017/05/15 18:00UTC,0.86,119
2017/05/16 00:00UTC,1.88,165
2017/05/16 06:00UTC,2.61,153
2017/05/16 12:00UTC,1.06,132
2017/05/16 18:00UTC,1.30,60
2017/05/17 00:00UTC,2.75,123
2017/05/17 06:00UTC,2.25,134
2017/05/17 12:00UTC,2.52,158
2017/05/17 18:00UTC,4.14,248
2017/05/18 00:00UTC,2.64,223
2017/05/18 06:00UTC,2.90,222
2017/05/18 12:00UTC,2.08,194
2017/05/18 18:00UTC,5.77,243
2017/05/19 00:00UTC,3.54,250
2017/05/19 06:00UTC,3.19,258
2017/05/19 12:00UTC,4.30,220
2017/05/19 18:00UTC,4.19,230
2017/05/20 00:00UTC,3.97,226
2017/05/20 06:00UTC,2.87,213
2017/05/20 12:00UTC,3.52,231
2017/05/20 18:00UTC,1.46,217
2017/05/21 00:00UTC,1.62,194
2017/05/21 06:00UTC,0.73,80
2017/05/21 12:00UTC,4.23,105
2017/05/21 18:00UTC,3.32,85
2017/05/22 00:00UTC,3.76,87
2017/05/22 06:00UTC,3.21,84
2017/05/22 12:00UTC,1.05,142
2017/05/22 18:00UTC,1.63,287
2017/05/23 00:00UTC,1.59,271
2017/05/23 06:00UTC,3.45,319
2017/05/23 12:00UTC,3.69,328
2017/05/23 18:00UTC,3.41,347
2017/05/24 00:00UTC,2.79,5
2017/05/24 06:00UTC,1.87,37
2017/05/24 12:00UTC,3.12,10
2017/05/24 18:00UTC,3.66,26
2017/05/25 00:00UTC,3.89,42
2017/05/25 06:00UTC,3.86,58
2017/05/25 12:00UTC,3.90,46
2017/05/25 18:00UTC,4.73,62
2017/05/26 00:00UTC,4.21,84
2017/05/26 06:00UTC,4.43,81
2017/05/26 12:00UTC,3.39,86
2017/05/26 18:00UTC,3.44,105
2017/05/27 00:00UTC,2.21,126
2017/05/27 06:00UTC,2.31,219
2017/05/27 12:00UTC,0.07,40
2017/05/27 18:00UTC,1.81,7
2017/05/28 00:00UTC,2.52,9
2017/05/28 06:00UTC,0.15,139
2017/05/28 12:00UTC,1.59,114
2017/05/28 18:00UTC,2.26,103
2017/05/29 00:00UTC,5.73,216
2017/05/29 06:00UTC,2.23,159
2017/05/29 12:00UTC,1.88,272
2017/05/29 18:00UTC,4.31,291
2017/05/30 00:00UTC,1.15,275
2017/05/30 06:00UTC,3.11,265
2017/05/30 12:00UTC,3.47,296
2017/05/30 18:00UTC,3.18,336
2017/05/31 00:00UTC,3.74,16
2017/05/31 06:00UTC,2.25,27
2017/05/31 12:00UTC,3.31,11
2017/05/31 18:00UTC,3.05,39
2017/06/01 00:00UTC,2.68,30
2017/06/01 06:00UTC,2.19,34
2017/06/01 12:00UTC,2.38,72
2017/06/01 18:00UTC,1.28,62
2017/06/02 00:00UTC,0.62,79
2017/06/02 06:00UTC,0.74,194
2017/06/02 12:00UTC,1.17,247
2017/06/02 18:00UTC,0.55,49
2017/06/03 00:00UTC,1.14,280
2017/06/03 06:00UTC,2.07,357
2017/06/03 12:00UTC,2.50,350
2017/06/03 18:00UTC,4.53,321
2017/06/04 00:00UTC,3.42,318
2017/06/04 06:00UTC,1.94,286
2017/06/04 12:00UTC,2.32,294
2017/06/04 18:00UTC,1.44,346
2017/06/05 00:00UTC,0.30,153
2017/06/05 06:00UTC,1.30,136
2017/06/05 12:00UTC,3.45,209
2017/06/05 18:00UTC,4.49,186
2017/06/06 00:00UTC,6.06,194
2017/06/06 06:00UTC,8.21,264
2017/06/06 12:00UTC,11.31,249
2017/06/06 18:00UTC,5.25,253
2017/06/07 00:00UTC,4.92,253
2017/06/07 06:00UTC,5.88,243
2017/06/07 12:00UTC,7.85,242
2017/06/07 18:00UTC,3.40,225
2017/06/08 00:00UTC,2.94,209
2017/06/08 06:00UTC,2.92,181
2017/06/08 12:00UTC,3.10,173
2017/06/08 18:00UTC,2.92,147
2017/06/09 00:00UTC,3.18,244
2017/06/09 06:00UTC,4.58,236
2017/06/09 12:00UTC,5.80,261
2017/06/09 18:00UTC,2.19,287
2017/06/10 00:00UTC,1.67,227
2017/06/10 06:00UTC,1.80,163
2017/06/10 12:00UTC,1.68,198
2017/06/10 18:00UTC,0.33,153
2017/06/11 00:00UTC,1.61,178
2017/06/11 06:00UTC,1.76,117
2017/06/11 12:00UTC,1.38,225
2017/06/11 18:00UTC,3.62,273
2017/06/12 00:00UTC,3.48,321
2017/06/12 06:00UTC,2.36,326
2017/06/12 12:00UTC,2.25,309
2017/06/12 18:00UTC,2.84,356
2017/06/13 00:00UTC,3.88,35
2017/06/13 06:00UTC,2.47,39
2017/06/13 12:00UTC,2.50,43
2017/06/13 18:00UTC,4.33,36
2017/06/14 00:00UTC,3.19,59
2017/06/14 06:00UTC,2.50,70
2017/06/14 12:00UTC,1.58,85
2017/06/14 18:00UTC,0.87,93
2017/06/15 00:00UTC,1.28,97
2017/06/15 06:00UTC,1.66,203
2017/06/15 12:00UTC,3.54,264
2017/06/15 18:00UTC,4.45,320
2017/06/16 00:00UTC,4.35,327
2017/06/16 06:00UTC,2.39,317
2017/06/16 12:00UTC,3.20,321
2017/06/16 18:00UTC,3.56,345
2017/06/17 00:00UTC,3.11,9
2017/06/17 06:00UTC,1.22,36
2017/06/17 12:00UTC,2.63,52
2017/06/17 18:00UTC,3.38,46
2017/06/18 00:00UTC,3.83,56
2017/06/18 06:00UTC,3.67,68
2017/06/18 12:00UTC,4.16,50
2017/06/18 18:00UTC,4.26,61
2017/06/19 00:00UTC,3.52,73
2017/06/19 06:00UTC,1.88,61
2017/06/19 12:00UTC,1.58,70
2017/06/19 18:00UTC,2.04,21
2017/06/20 00:00UTC,1.80,43
2017/06/20 06:00UTC,0.66,63
2017/06/20 12:00UTC,2.48,282
2017/06/20 18:00UTC,2.99,33
2017/06/21 00:00UTC,0.25,303
2017/06/21 06:00UTC,1.58,134
2017/06/21 12:00UTC,2.15,124
2017/06/21 18:00UTC,0.68,125
2017/06/22 00:00UTC,3.64,206
2017/06/22 06:00UTC,1.80,207
2017/06/22 12:00UTC,2.73,237
2017/06/22 18:00UTC,4.78,276
2017/06/23 00:00UTC,4.08,321
2017/06/23 06:00UTC,2.04,298
2017/06/23 12:00UTC,2.86,272
