Name: parc-du-gatinais-b
Location: 48.1399 , 2.5616
Issued: 2020/07/08 08:48UTC
Time,Speed(m/s),Direction (deg N)
2017/01/20 00:00UTC,3.64,60
2017/01/20 06:00UTC,2.83,52
2017/01/20 12:00UTC,3.16,97
2017/01/20 18:00UTC,2.09,76
2017/01/21 00:00UTC,2.14,77
2017/01/21 06:00UTC,1.05,136
2017/01/21 12:00UTC,2.56,96
2017/01/21 18:00UTC,1.89,95
2017/01/22 00:00UTC,1.01,76
2017/01/22 06:00UTC,3.40,79
2017/01/22 12:00UTC,3.60,47
2017/01/22 18:00UTC,2.67,41
2017/01/23 00:00UTC,3.39,48
2017/01/23 06:00UTC,3.21,31
2017/01/23 12:00UTC,4.05,35
2017/01/23 18:00UTC,3.64,39
2017/01/24 00:00UTC,2.74,34
2017/01/24 06:00UTC,2.60,0
2017/01/24 12:00UTC,1.39,38
2017/01/24 18:00UTC,2.36,43
2017/01/25 00:00UTC,2.97,37
2017/01/25 06:00UTC,3.07,34
2017/01/25 12:00UTC,4.24,63
2017/01/25 18:00UTC,3.16,85
2017/01/26 00:00UTC,2.71,110
2017/01/26 06:00UTC,2.55,121
2017/01/26 12:00UTC,3.88,115
2017/01/26 18:00UTC,5.06,104
2017/01/27 00:00UTC,6.49,134
2017/01/27 06:00UTC,4.92,172
2017/01/27 12:00UTC,6.03,144
2017/01/27 18:00UTC,6.80,160
2017/01/28 00:00UTC,6.44,161
2017/01/28 06:00UTC,5.71,186
2017/01/28 12:00UTC,4.29,214
2017/01/28 18:00UTC,3.07,213
2017/01/29 00:00UTC,4.89,193
2017/01/29 06:00UTC,4.55,217
2017/01/29 12:00UTC,3.23,192
2017/01/29 18:00UTC,5.39,164
2017/01/30 00:00UTC,6.85,194
2017/01/30 06:00UTC,5.60,217
2017/01/30 12:00UTC,3.92,232
2017/01/30 18:00UTC,3.96,232
2017/01/31 00:00UTC,3.62,230
2017/01/31 06:00UTC,3.19,214
2017/01/31 12:00UTC,1.26,225
2017/01/31 18:00UTC,1.48,155
2017/02/01 00:00UTC,2.37,148
2017/02/01 06:00UTC,3.20,175
2017/02/01 12:00UTC,3.36,176
2017/02/01 18:00UTC,4.76,190
2017/02/02 00:00UTC,4.51,184
2017/02/02 06:00UTC,5.37,156
2017/02/02 12:00UTC,5.89,169
2017/02/02 18:00UTC,5.94,189
2017/02/03 00:00UTC,6.12,210
2017/02/03 06:00UTC,5.92,199
2017/02/03 12:00UTC,7.33,164
2017/02/03 18:00UTC,10.53,224
2017/02/04 00:00UTC,6.07,193
2017/02/04 06:00UTC,8.32,138
2017/02/04 12:00UTC,11.40,281
2017/02/04 18:00UTC,5.13,230
2017/02/05 00:00UTC,6.21,171
2017/02/05 06:00UTC,4.94,150
2017/02/05 12:00UTC,5.18,221
2017/02/05 18:00UTC,1.45,111
2017/02/06 00:00UTC,6.66,315
2017/02/06 06:00UTC,6.09,323
2017/02/06 12:00UTC,3.62,318
2017/02/06 18:00UTC,2.48,236
2017/02/07 00:00UTC,5.10,178
2017/02/07 06:00UTC,3.96,184
2017/02/07 12:00UTC,4.22,286
2017/02/07 18:00UTC,3.35,306
2017/02/08 00:00UTC,3.05,323
2017/02/08 06:00UTC,2.77,327
2017/02/08 12:00UTC,6.10,344
2017/02/08 18:00UTC,3.73,345
2017/02/09 00:00UTC,3.81,354
2017/02/09 06:00UTC,3.24,2
2017/02/09 12:00UTC,4.74,40
2017/02/09 18:00UTC,3.75,62
2017/02/10 00:00UTC,3.16,43
2017/02/10 06:00UTC,2.68,32
2017/02/10 12:00UTC,3.24,50
2017/02/10 18:00UTC,3.89,8
2017/02/11 00:00UTC,3.32,350
2017/02/11 06:00UTC,3.07,341
2017/02/11 12:00UTC,1.76,331
2017/02/11 18:00UTC,1.52,26
2017/02/12 00:00UTC,2.34,57
2017/02/12 06:00UTC,3.78,68
2017/02/12 12:00UTC,3.23,89
2017/02/12 18:00UTC,6.11,111
2017/02/13 00:00UTC,6.00,101
2017/02/13 06:00UTC,5.10,93
2017/02/13 12:00UTC,6.25,93
2017/02/13 18:00UTC,5.44,102
2017/02/14 00:00UTC,4.30,124
2017/02/14 06:00UTC,5.04,163
2017/02/14 12:00UTC,5.41,153
2017/02/14 18:00UTC,4.81,159
2017/02/15 00:00UTC,4.39,160
2017/02/15 06:00UTC,4.11,187
2017/02/15 12:00UTC,3.30,184
2017/02/15 18:00UTC,2.50,193
2017/02/16 00:00UTC,0.62,200
2017/02/16 06:00UTC,1.31,151
2017/02/16 12:00UTC,0.93,263
2017/02/16 18:00UTC,2.01,328
2017/02/17 00:00UTC,2.69,328
2017/02/17 06:00UTC,1.00,50
2017/02/17 12:00UTC,1.34,48
2017/02/17 18:00UTC,1.88,46
2017/02/18 00:00UTC,2.75,89
2017/02/18 06:00UTC,2.21,87
2017/02/18 12:00UTC,3.08,85
2017/02/18 18:00UTC,3.75,78
2017/02/19 00:00UTC,0.95,74
2017/02/19 06:00UTC,0.30,266
2017/02/19 12:00UTC,1.52,257
2017/02/19 18:00UTC,2.79,267
2017/02/20 00:00UTC,3.74,250
2017/02/20 06:00UTC,4.04,226
2017/02/20 12:00UTC,5.13,229
2017/02/20 18:00UTC,4.82,244
2017/02/21 00:00UTC,4.90,253
2017/02/21 06:00UTC,4.68,262
2017/02/21 12:00UTC,4.97,264
2017/02/21 18:00UTC,4.30,249
2017/02/22 00:00UTC,4.94,243
2017/02/22 06:00UTC,5.89,237
2017/02/22 12:00UTC,6.88,245
2017/02/22 18:00UTC,5.45,236
2017/02/23 00:00UTC,6.21,234
2017/02/23 06:00UTC,7.60,218
2017/02/23 12:00UTC,9.94,229
2017/02/23 18:00UTC,7.22,276
2017/02/24 00:00UTC,5.64,268
2017/02/24 06:00UTC,4.43,281
2017/02/24 12:00UTC,5.38,316
2017/02/24 18:00UTC,3.05,340
2017/02/25 00:00UTC,0.36,244
2017/02/25 06:00UTC,2.12,189
2017/02/25 12:00UTC,2.82,197
2017/02/25 18:00UTC,4.15,196
2017/02/26 00:00UTC,4.63,205
2017/02/26 06:00UTC,5.41,217
2017/02/26 12:00UTC,5.32,212
2017/02/26 18:00UTC,5.88,207
2017/02/27 00:00UTC,6.51,215
2017/02/27 06:00UTC,7.38,200
2017/02/27 12:00UTC,11.88,198
2017/02/27 18:00UTC,7.33,226
2017/02/28 00:00UTC,7.46,225
2017/02/28 06:00UTC,6.50,206
2017/02/28 12:00UTC,11.64,244
2017/02/28 18:00UTC,5.74,253
2017/03/01 00:00UTC,8.52,250
2017/03/01 06:00UTC,6.45,239
2017/03/01 12:00UTC,8.96,206
2017/03/01 18:00UTC,7.91,225
2017/03/02 00:00UTC,8.41,258
2017/03/02 06:00UTC,5.55,257
2017/03/02 12:00UTC,4.10,241
2017/03/02 18:00UTC,2.44,200
2017/03/03 00:00UTC,3.83,142
2017/03/03 06:00UTC,4.26,152
2017/03/03 12:00UTC,4.80,162
2017/03/03 18:00UTC,5.09,164
2017/03/04 00:00UTC,6.45,172
2017/03/04 06:00UTC,4.19,191
2017/03/04 12:00UTC,4.50,272
2017/03/04 18:00UTC,5.25,230
2017/03/05 00:00UTC,5.12,230
2017/03/05 06:00UTC,6.41,203
2017/03/05 12:00UTC,9.69,204
2017/03/05 18:00UTC,9.34,260
2017/03/06 00:00UTC,8.31,245
2017/03/06 06:00UTC,4.53,232
2017/03/06 12:00UTC,1.04,308
2017/03/06 18:00UTC,6.13,283
2017/03/07 00:00UTC,6.48,280
2017/03/07 06:00UTC,5.97,284
2017/03/07 12:00UTC,5.12,285
2017/03/07 18:00UTC,1.79,267
2017/03/08 00:00UTC,3.75,194
2017/03/08 06:00UTC,5.64,198
2017/03/08 12:00UTC,7.01,245
2017/03/08 18:00UTC,6.87,242
2017/03/09 00:00UTC,6.19,246
2017/03/09 06:00UTC,6.07,236
2017/03/09 12:00UTC,5.71,259
2017/03/09 18:00UTC,3.05,269
2017/03/10 00:00UTC,1.65,332
2017/03/10 06:00UTC,1.86,100
2017/03/10 12:00UTC,3.08,112
2017/03/10 18:00UTC,3.16,83
2017/03/11 00:00UTC,3.35,112
2017/03/11 06:00UTC,2.55,92
2017/03/11 12:00UTC,2.35,98
2017/03/11 18:00UTC,3.06,67
2017/03/12 00:00UTC,1.07,120
2017/03/12 06:00UTC,0.31,251
2017/03/12 12:00UTC,1.89,295
2017/03/12 18:00UTC,5.01,351
2017/03/13 00:00UTC,4.29,344
2017/03/13 06:00UTC,4.91,358
2017/03/13 12:00UTC,4.13,359
2017/03/13 18:00UTC,4.34,354
2017/03/14 00:00UTC,3.41,1
2017/03/14 06:00UTC,1.09,4
2017/03/14 12:00UTC,1.47,333
2017/03/14 18:00UTC,2.72,357
2017/03/15 00:00UTC,2.29,3
2017/03/15 06:00UTC,1.85,47
2017/03/15 12:00UTC,3.37,36
2017/03/15 18:00UTC,3.53,33
2017/03/16 00:00UTC,2.69,52
2017/03/16 06:00UTC,2.73,92
2017/03/16 12:00UTC,1.72,114
2017/03/16 18:00UTC,1.26,141
2017/03/17 00:00UTC,3.15,249
2017/03/17 06:00UTC,3.07,317
2017/03/17 12:00UTC,3.88,304
2017/03/17 18:00UTC,3.51,292
2017/03/18 00:00UTC,5.81,257
2017/03/18 06:00UTC,7.06,249
2017/03/18 12:00UTC,8.49,263
2017/03/19 00:00UTC,5.13,252
2017/03/19 06:00UTC,4.96,241
2017/03/19 12:00UTC,6.97,249
2017/03/19 18:00UTC,4.57,251
2017/03/20 00:00UTC,5.05,241
2017/03/20 06:00UTC,4.95,227
2017/03/20 12:00UTC,7.08,223
2017/03/20 18:00UTC,5.35,230
2017/03/21 00:00UTC,6.04,233
2017/03/21 06:00UTC,3.93,243
2017/03/21 12:00UTC,4.36,310
2017/03/21 18:00UTC,1.88,321
2017/03/22 00:00UTC,3.22,186
2017/03/22 06:00UTC,4.55,175
2017/03/22 12:00UTC,4.45,149
2017/03/22 18:00UTC,3.28,134
2017/03/23 00:00UTC,4.20,132
2017/03/23 06:00UTC,2.44,91
2017/03/23 12:00UTC,2.06,195
2017/03/23 18:00UTC,3.15,230
2017/03/24 00:00UTC,2.73,233
2017/03/24 06:00UTC,2.25,353
2017/03/24 12:00UTC,4.54,32
2017/03/24 18:00UTC,4.43,43
2017/03/25 00:00UTC,6.45,55
2017/03/25 06:00UTC,6.94,55
2017/03/25 12:00UTC,6.22,56
2017/03/25 18:00UTC,5.11,59
2017/03/26 00:00UTC,3.46,85
2017/03/26 06:00UTC,1.17,146
2017/03/26 12:00UTC,0.84,140
2017/03/26 18:00UTC,2.01,90
2017/03/27 00:00UTC,3.00,84
2017/03/27 06:00UTC,2.17,56
2017/03/27 12:00UTC,2.52,98
2017/03/27 18:00UTC,2.17,170
2017/03/28 00:00UTC,4.34,203
2017/03/28 06:00UTC,3.20,220
2017/03/28 12:00UTC,3.24,237
2017/03/28 18:00UTC,2.59,242
2017/03/29 00:00UTC,3.46,245
2017/03/29 06:00UTC,2.36,219
2017/03/29 12:00UTC,1.50,163
2017/03/29 18:00UTC,2.21,129
2017/03/30 00:00UTC,2.99,179
2017/03/30 06:00UTC,2.90,137
2017/03/30 12:00UTC,3.31,135
2017/03/30 18:00UTC,4.24,160
2017/03/31 00:00UTC,5.02,188
2017/03/31 06:00UTC,3.87,192
2017/03/31 12:00UTC,2.94,224
2017/03/31 18:00UTC,2.59,203
2017/04/01 00:00UTC,4.04,215
2017/04/01 06:00UTC,2.93,229
2017/04/01 12:00UTC,4.40,240
2017/04/01 18:00UTC,2.53,200
2017/04/02 00:00UTC,1.41,147
2017/04/02 06:00UTC,0.91,25
2017/04/02 12:00UTC,2.14,358
2017/04/02 18:00UTC,3.84,355
2017/04/03 00:00UTC,3.51,8
2017/04/03 06:00UTC,2.00,27
2017/04/03 12:00UTC,3.55,15
2017/04/03 18:00UTC,3.33,1
2017/04/04 00:00UTC,0.60,87
2017/04/04 06:00UTC,1.17,163
2017/04/04 12:00UTC,2.56,357
2017/04/04 18:00UTC,4.40,347
2017/04/05 00:00UTC,4.85,1
2017/04/05 06:00UTC,3.51,14
2017/04/05 12:00UTC,5.43,10
2017/04/05 18:00UTC,5.00,358
2017/04/06 00:00UTC,4.99,11
2017/04/06 06:00UTC,4.30,21
2017/04/06 12:00UTC,6.31,28
2017/04/06 18:00UTC,4.12,32
2017/04/07 00:00UTC,2.86,47
2017/04/07 06:00UTC,2.58,33
2017/04/07 12:00UTC,2.23,50
2017/04/07 18:00UTC,3.34,19
2017/04/08 00:00UTC,3.03,62
2017/04/08 06:00UTC,2.39,73
2017/04/08 12:00UTC,2.35,52
2017/04/08 18:00UTC,2.96,51
2017/04/09 00:00UTC,1.83,88
2017/04/09 06:00UTC,1.75,93
2017/04/09 12:00UTC,0.99,142
2017/04/09 18:00UTC,0.54,277
2017/04/10 00:00UTC,2.91,222
2017/04/10 06:00UTC,3.89,334
2017/04/10 12:00UTC,3.88,347
2017/04/10 18:00UTC,5.53,4
2017/04/11 00:00UTC,3.79,1
2017/04/11 06:00UTC,2.63,28
2017/04/11 12:00UTC,2.09,35
2017/04/11 18:00UTC,3.18,20
2017/04/12 00:00UTC,1.55,22
2017/04/12 06:00UTC,1.35,349
2017/04/12 12:00UTC,1.27,265
2017/04/12 18:00UTC,3.62,288
2017/04/13 00:00UTC,4.08,326
2017/04/13 06:00UTC,1.96,284
2017/04/13 12:00UTC,1.77,329
2017/04/13 18:00UTC,2.10,12
2017/04/14 00:00UTC,2.30,37
2017/04/14 06:00UTC,1.39,49
2017/04/14 12:00UTC,1.54,353
2017/04/14 18:00UTC,2.70,345
2017/04/15 00:00UTC,2.07,340
2017/04/15 06:00UTC,2.06,292
2017/04/15 12:00UTC,5.17,281
2017/04/15 18:00UTC,4.03,281
2017/04/16 00:00UTC,3.74,314
2017/04/16 06:00UTC,2.91,298
2017/04/16 12:00UTC,3.27,303
2017/04/16 18:00UTC,2.80,299
2017/04/17 00:00UTC,2.89,311
2017/04/17 06:00UTC,3.28,265
2017/04/17 12:00UTC,4.42,315
2017/04/17 18:00UTC,4.47,7
2017/04/18 00:00UTC,3.81,34
2017/04/18 06:00UTC,2.88,31
2017/04/18 12:00UTC,5.17,6
2017/04/19 00:00UTC,3.94,26
2017/04/19 06:00UTC,3.51,36
2017/04/19 12:00UTC,5.32,16
2017/04/19 18:00UTC,4.99,33
2017/04/20 00:00UTC,3.71,60
2017/04/20 06:00UTC,2.90,63
2017/04/20 12:00UTC,3.30,41
2017/04/20 18:00UTC,3.33,46
2017/04/21 00:00UTC,2.31,57
2017/04/21 06:00UTC,2.10,48
2017/04/21 12:00UTC,1.88,37
2017/04/21 18:00UTC,2.34,17
2017/04/22 00:00UTC,2.27,15
2017/04/22 06:00UTC,1.72,28
2017/04/22 12:00UTC,2.87,11
2017/04/22 18:00UTC,3.75,26
2017/04/23 00:00UTC,4.45,44
2017/04/23 06:00UTC,4.10,56
2017/04/23 12:00UTC,2.97,38
2017/04/23 18:00UTC,4.31,37
2017/04/24 00:00UTC,3.03,55
2017/04/24 06:00UTC,3.04,64
2017/04/24 12:00UTC,2.58,22
2017/04/24 18:00UTC,3.98,349
2017/04/25 00:00UTC,3.49,348
2017/04/25 06:00UTC,4.50,342
2017/04/25 12:00UTC,3.30,19
2017/04/25 18:00UTC,2.68,2
2017/04/26 00:00UTC,4.17,350
2017/04/26 06:00UTC,3.66,12
2017/04/26 12:00UTC,3.42,342
2017/04/26 18:00UTC,3.27,345
2017/04/27 00:00UTC,3.24,333
2017/04/27 06:00UTC,3.08,352
2017/04/27 12:00UTC,4.94,353
2017/04/27 18:00UTC,4.27,340
2017/04/28 00:00UTC,3.97,320
2017/04/28 06:00UTC,2.71,261
2017/04/28 12:00UTC,3.41,251
2017/04/28 18:00UTC,1.77,293
2017/04/29 00:00UTC,1.18,232
2017/04/29 06:00UTC,0.61,175
2017/04/29 12:00UTC,4.36,127
2017/04/29 18:00UTC,4.61,104
2017/04/30 00:00UTC,5.09,116
2017/04/30 06:00UTC,4.81,151
2017/04/30 12:00UTC,4.95,164
2017/04/30 18:00UTC,8.03,239
2017/05/01 00:00UTC,7.42,190
2017/05/01 06:00UTC,6.21,220
2017/05/01 12:00UTC,7.99,235
2017/05/01 18:00UTC,4.79,207
2017/05/02 00:00UTC,3.40,184
2017/05/02 06:00UTC,2.53,84
2017/05/02 12:00UTC,3.43,19
2017/05/02 18:00UTC,3.11,6
2017/05/03 00:00UTC,3.28,15
2017/05/03 06:00UTC,1.54,348
2017/05/03 12:00UTC,1.66,333
2017/05/03 18:00UTC,1.82,46
2017/05/04 00:00UTC,1.84,23
2017/05/04 06:00UTC,1.45,16
2017/05/04 12:00UTC,2.37,7
2017/05/04 18:00UTC,2.31,27
2017/05/05 00:00UTC,2.53,47
2017/05/05 06:00UTC,2.41,60
2017/05/05 12:00UTC,5.47,84
2017/05/05 18:00UTC,4.94,83
2017/05/06 00:00UTC,5.25,80
2017/05/06 06:00UTC,2.30,152
2017/05/06 12:00UTC,6.73,253
2017/05/06 18:00UTC,5.46,261
2017/05/07 00:00UTC,4.33,265
2017/05/07 06:00UTC,4.78,301
2017/05/07 12:00UTC,4.96,327
2017/05/07 18:00UTC,2.74,339
2017/05/08 00:00UTC,3.70,345
2017/05/08 06:00UTC,1.86,342
2017/05/08 12:00UTC,4.85,355
2017/05/08 18:00UTC,4.37,7
2017/05/09 00:00UTC,3.09,15
2017/05/09 06:00UTC,4.18,34
2017/05/09 12:00UTC,4.10,41
2017/05/09 18:00UTC,3.60,58
2017/05/10 00:00UTC,3.92,87
2017/05/10 06:00UTC,4.08,77
2017/05/10 12:00UTC,2.34,92
2017/05/10 18:00UTC,1.54,194
2017/05/11 00:00UTC,5.11,215
2017/05/11 06:00UTC,2.62,120
2017/05/11 12:00UTC,3.99,187
2017/05/11 18:00UTC,3.41,175
2017/05/12 00:00UTC,4.46,205
2017/05/12 06:00UTC,2.74,198
2017/05/12 12:00UTC,4.39,188
2017/05/12 18:00UTC,4.58,220
2017/05/13 00:00UTC,3.54,209
2017/05/13 06:00UTC,3.67,214
2017/05/13 12:00UTC,3.99,231
2017/05/13 18:00UTC,3.32,230
2017/05/14 00:00UTC,4.70,233
2017/05/14 06:00UTC,2.82,208
2017/05/14 12:00UTC,6.06,244
2017/05/14 18:00UTC,2.55,277
2017/05/15 00:00UTC,0.78,178
2017/05/15 06:00UTC,1.94,155
2017/05/15 12:00UTC,1.38,179
2017/05/15 18:00UTC,0.85,114
2017/05/16 00:00UTC,1.82,165
2017/05/16 06:00UTC,2.57,152
2017/05/16 12:00UTC,1.05,128
2017/05/16 18:00UTC,1.35,60
2017/05/17 00:00UTC,2.70,121
2017/05/17 06:00UTC,2.24,134
2017/05/17 12:00UTC,2.51,159
2017/05/17 18:00UTC,4.11,248
2017/05/18 00:00UTC,2.68,221
2017/05/18 06:00UTC,3.01,221
2017/05/18 12:00UTC,2.07,194
2017/05/18 18:00UTC,5.89,244
2017/05/19 00:00UTC,3.49,249
2017/05/19 06:00UTC,3.18,258
2017/05/19 12:00UTC,4.28,219
2017/05/19 18:00UTC,4.26,230
2017/05/20 00:00UTC,3.99,226
2017/05/20 06:00UTC,2.92,213
2017/05/20 12:00UTC,3.51,231
2017/05/20 18:00UTC,1.42,219
2017/05/21 00:00UTC,1.61,195
2017/05/21 06:00UTC,0.76,77
2017/05/21 12:00UTC,4.26,104
2017/05/21 18:00UTC,3.33,85
2017/05/22 00:00UTC,3.79,87
2017/05/22 06:00UTC,3.24,84
2017/05/22 12:00UTC,1.03,143
2017/05/22 18:00UTC,1.66,287
2017/05/23 00:00UTC,1.64,269
2017/05/23 06:00UTC,3.40,318
2017/05/23 12:00UTC,3.63,328
2017/05/23 18:00UTC,3.42,347
2017/05/24 00:00UTC,2.79,7
2017/05/24 06:00UTC,1.94,38
2017/05/24 12:00UTC,3.11,11
2017/05/24 18:00UTC,3.70,26
2017/05/25 00:00UTC,3.89,43
2017/05/25 06:00UTC,3.90,58
2017/05/25 12:00UTC,3.91,46
2017/05/25 18:00UTC,4.75,61
2017/05/26 00:00UTC,4.22,83
2017/05/26 06:00UTC,4.43,81
2017/05/26 12:00UTC,3.37,86
2017/05/26 18:00UTC,3.42,105
2017/05/27 00:00UTC,2.14,126
2017/05/27 06:00UTC,2.33,221
2017/05/27 12:00UTC,0.07,66
2017/05/27 18:00UTC,1.84,9
2017/05/28 00:00UTC,2.57,10
2017/05/28 06:00UTC,0.21,126
2017/05/28 12:00UTC,1.62,114
2017/05/28 18:00UTC,2.24,104
2017/05/29 00:00UTC,5.79,217
2017/05/29 06:00UTC,2.30,159
2017/05/29 12:00UTC,1.84,271
2017/05/29 18:00UTC,4.29,290
2017/05/30 00:00UTC,1.11,275
2017/05/30 06:00UTC,3.12,264
2017/05/30 12:00UTC,3.52,295
2017/05/30 18:00UTC,3.19,337
2017/05/31 00:00UTC,3.75,17
2017/05/31 06:00UTC,2.32,29
2017/05/31 12:00UTC,3.40,12
2017/05/31 18:00UTC,3.09,40
2017/06/01 00:00UTC,2.68,31
2017/06/01 06:00UTC,2.26,35
2017/06/01 12:00UTC,2.49,70
2017/06/01 18:00UTC,1.30,66
2017/06/02 00:00UTC,0.63,83
2017/06/02 06:00UTC,0.75,196
2017/06/02 12:00UTC,1.13,247
2017/06/02 18:00UTC,0.56,47
2017/06/03 00:00UTC,1.11,276
2017/06/03 06:00UTC,2.02,358
2017/06/03 12:00UTC,2.47,352
2017/06/03 18:00UTC,4.48,320
2017/06/04 00:00UTC,3.40,319
2017/06/04 06:00UTC,1.88,285
2017/06/04 12:00UTC,2.31,295
2017/06/04 18:00UTC,1.47,347
2017/06/05 00:00UTC,0.33,151
2017/06/05 06:00UTC,1.28,135
2017/06/05 12:00UTC,3.41,210
2017/06/05 18:00UTC,4.46,186
2017/06/06 00:00UTC,6.05,195
2017/06/06 06:00UTC,8.19,264
2017/06/06 12:00UTC,11.41,249
2017/06/06 18:00UTC,5.27,253
2017/06/07 00:00UTC,4.88,253
2017/06/07 06:00UTC,5.85,243
2017/06/07 12:00UTC,7.83,242
2017/06/07 18:00UTC,3.38,224
2017/06/08 00:00UTC,2.90,209
2017/06/08 06:00UTC,2.89,180
2017/06/08 12:00UTC,3.05,172
2017/06/08 18:00UTC,2.97,147
2017/06/09 00:00UTC,3.23,244
2017/06/09 06:00UTC,4.57,236
2017/06/09 12:00UTC,5.80,261
2017/06/09 18:00UTC,2.20,288
2017/06/10 00:00UTC,1.76,227
2017/06/10 06:00UTC,1.78,163
2017/06/10 12:00UTC,1.61,197
2017/06/10 18:00UTC,0.32,142
2017/06/11 00:00UTC,1.58,178
2017/06/11 06:00UTC,1.76,117
2017/06/11 12:00UTC,1.32,227
2017/06/11 18:00UTC,3.61,274
2017/06/12 00:00UTC,3.46,321
2017/06/12 06:00UTC,2.33,327
2017/06/12 12:00UTC,2.29,311
2017/06/12 18:00UTC,2.83,357
2017/06/13 00:00UTC,3.90,36
2017/06/13 06:00UTC,2.55,40
2017/06/13 12:00UTC,2.54,44
2017/06/13 18:00UTC,4.36,36
2017/06/14 00:00UTC,3.21,58
2017/06/14 06:00UTC,2.51,70
2017/06/14 12:00UTC,1.57,84
2017/06/14 18:00UTC,0.90,88
2017/06/15 00:00UTC,1.29,98
2017/06/15 06:00UTC,1.72,204
2017/06/15 12:00UTC,3.61,262
2017/06/15 18:00UTC,4.45,319
2017/06/16 00:00UTC,4.33,328
2017/06/16 06:00UTC,2.34,318
2017/06/16 12:00UTC,3.17,322
2017/06/16 18:00UTC,3.54,345
2017/06/17 00:00UTC,3.10,10
2017/06/17 06:00UTC,1.29,39
2017/06/17 12:00UTC,2.71,53
2017/06/17 18:00UTC,3.46,46
2017/06/18 00:00UTC,3.89,57
2017/06/18 06:00UTC,3.72,68
2017/06/18 12:00UTC,4.19,50
2017/06/18 18:00UTC,4.29,60
2017/06/19 00:00UTC,3.55,72
2017/06/19 06:00UTC,1.92,60
2017/06/19 12:00UTC,1.59,70
2017/06/19 18:00UTC,2.06,21
2017/06/20 00:00UTC,1.85,44
2017/06/20 06:00UTC,0.69,63
2017/06/20 12:00UTC,2.50,282
2017/06/20 18:00UTC,2.97,32
2017/06/21 00:00UTC,0.27,306
2017/06/21 06:00UTC,1.55,133
2017/06/21 12:00UTC,2.10,125
2017/06/21 18:00UTC,0.68,124
2017/06/22 00:00UTC,3.66,207
2017/06/22 06:00UTC,1.80,207
2017/06/22 12:00UTC,2.83,236
2017/06/22 18:00UTC,4.85,273
2017/06/23 00:00UTC,4.06,321
2017/06/23 06:00UTC,2.01,299
2017/06/23 12:00UTC,2.93,272
