Name: lieusaint
Location: 48.6192 , 2.5492
Issued: 2020/07/08 08:48UTC
Time,Speed(m/s),Direction (deg N)
2017/02/12 06:00UTC,2.84,66
2017/02/12 12:00UTC,3.85,77
2017/02/12 18:00UTC,4.96,91
2017/02/13 00:00UTC,5.34,97
2017/02/13 06:00UTC,5.78,94
2017/02/13 12:00UTC,5.93,89
2017/02/13 18:00UTC,4.79,81
2017/02/14 00:00UTC,5.28,102
2017/02/14 06:00UTC,3.36,103
2017/02/14 12:00UTC,4.32,137
2017/02/14 18:00UTC,3.42,131
2017/02/15 00:00UTC,3.46,151
2017/02/15 06:00UTC,3.12,174
2017/02/15 12:00UTC,3.95,185
2017/02/15 18:00UTC,2.27,183
2017/02/16 00:00UTC,1.60,255
2017/02/16 06:00UTC,0.77,225
2017/02/16 12:00UTC,1.15,244
2017/02/16 18:00UTC,1.71,307
2017/02/17 00:00UTC,2.29,335
2017/02/17 06:00UTC,1.30,347
2017/02/17 12:00UTC,0.63,325
2017/02/17 18:00UTC,1.14,55
2017/02/18 00:00UTC,1.54,113
2017/02/18 06:00UTC,2.35,121
2017/02/18 12:00UTC,2.50,115
2017/02/18 18:00UTC,2.30,96
2017/02/19 00:00UTC,0.95,124
2017/02/19 06:00UTC,1.42,254
2017/02/19 12:00UTC,2.16,275
2017/02/19 18:00UTC,2.08,280
2017/02/20 00:00UTC,2.48,260
2017/02/20 06:00UTC,3.47,216
2017/02/20 12:00UTC,4.00,230
2017/02/20 18:00UTC,3.53,225
2017/02/21 00:00UTC,3.86,252
2017/02/21 06:00UTC,3.82,245
2017/02/21 12:00UTC,4.60,263
2017/02/21 18:00UTC,3.39,239
2017/02/22 00:00UTC,4.60,242
2017/02/22 06:00UTC,3.65,238
2017/02/22 12:00UTC,5.86,242
2017/02/22 18:00UTC,4.54,233
2017/02/23 00:00UTC,3.86,221
2017/02/23 06:00UTC,6.03,212
2017/02/23 12:00UTC,9.70,228
2017/02/23 18:00UTC,5.19,267
2017/02/24 00:00UTC,4.94,263
2017/02/24 06:00UTC,2.47,274
2017/02/24 12:00UTC,5.56,320
2017/02/24 18:00UTC,2.82,330
2017/02/25 00:00UTC,0.30,289
2017/02/25 06:00UTC,2.97,188
2017/02/25 12:00UTC,4.13,201
2017/02/25 18:00UTC,3.17,175
2017/02/26 00:00UTC,3.56,194
2017/02/26 06:00UTC,3.78,203
2017/02/26 12:00UTC,4.65,200
2017/02/26 18:00UTC,4.64,198
2017/02/27 00:00UTC,5.46,205
2017/02/27 06:00UTC,5.59,199
2017/02/27 12:00UTC,11.26,194
2017/02/27 18:00UTC,6.58,228
2017/02/28 00:00UTC,6.18,224
2017/02/28 06:00UTC,3.90,187
2017/02/28 12:00UTC,7.37,251
2017/02/28 18:00UTC,4.52,248
2017/03/01 00:00UTC,5.50,244
2017/03/01 06:00UTC,4.63,222
2017/03/01 12:00UTC,6.18,195
2017/03/01 18:00UTC,7.66,227
2017/03/02 00:00UTC,5.55,252
2017/03/02 06:00UTC,3.61,223
2017/03/02 12:00UTC,5.09,251
2017/03/02 18:00UTC,2.48,197
2017/03/03 00:00UTC,2.80,134
2017/03/03 06:00UTC,4.16,152
2017/03/03 12:00UTC,4.86,167
2017/03/03 18:00UTC,3.48,157
2017/03/04 00:00UTC,3.44,162
2017/03/04 06:00UTC,4.71,175
2017/03/04 12:00UTC,1.43,266
2017/03/04 18:00UTC,2.64,211
2017/03/05 00:00UTC,3.54,218
2017/03/05 06:00UTC,4.50,192
2017/03/05 12:00UTC,8.52,212
2017/03/05 18:00UTC,4.93,255
2017/03/06 00:00UTC,6.99,235
2017/03/06 06:00UTC,4.59,219
2017/03/06 12:00UTC,5.50,46
2017/03/06 18:00UTC,4.56,279
2017/03/07 00:00UTC,4.14,267
2017/03/07 06:00UTC,3.66,275
2017/03/07 12:00UTC,4.00,288
2017/03/07 18:00UTC,1.63,257
2017/03/08 00:00UTC,2.56,195
2017/03/08 06:00UTC,5.24,190
2017/03/08 12:00UTC,5.39,236
2017/03/08 18:00UTC,5.05,234
2017/03/09 00:00UTC,5.99,240
2017/03/09 06:00UTC,4.51,236
2017/03/09 12:00UTC,4.34,260
2017/03/09 18:00UTC,1.75,284
2017/03/10 00:00UTC,1.92,358
2017/03/10 06:00UTC,1.85,90
2017/03/10 12:00UTC,2.32,143
2017/03/10 18:00UTC,2.17,98
2017/03/11 00:00UTC,2.37,115
2017/03/11 06:00UTC,2.18,118
2017/03/11 12:00UTC,1.92,103
2017/03/11 18:00UTC,2.67,79
2017/03/12 00:00UTC,1.04,109
2017/03/12 06:00UTC,0.81,75
2017/03/12 12:00UTC,2.12,307
2017/03/12 18:00UTC,3.51,347
2017/03/13 00:00UTC,4.26,339
2017/03/13 06:00UTC,3.73,356
2017/03/13 12:00UTC,5.36,2
2017/03/13 18:00UTC,2.99,351
2017/03/14 00:00UTC,2.59,343
2017/03/14 06:00UTC,1.60,349
2017/03/14 12:00UTC,2.08,328
2017/03/14 18:00UTC,2.68,327
2017/03/15 00:00UTC,2.15,339
2017/03/15 06:00UTC,1.24,18
2017/03/15 12:00UTC,1.95,50
2017/03/15 18:00UTC,1.22,37
2017/03/16 00:00UTC,2.09,72
2017/03/16 06:00UTC,1.38,96
2017/03/16 12:00UTC,1.87,145
2017/03/16 18:00UTC,1.37,167
2017/03/17 00:00UTC,2.76,257
2017/03/17 06:00UTC,2.97,332
2017/03/17 12:00UTC,2.06,294
2017/03/17 18:00UTC,2.94,271
2017/03/18 00:00UTC,5.03,253
2017/03/18 06:00UTC,6.59,248
2017/03/18 12:00UTC,5.89,257
2017/03/18 18:00UTC,4.96,252
2017/03/19 00:00UTC,4.14,246
2017/03/19 06:00UTC,4.61,244
2017/03/19 12:00UTC,4.84,254
2017/03/19 18:00UTC,3.09,245
2017/03/20 00:00UTC,3.05,238
2017/03/20 06:00UTC,3.27,227
2017/03/20 12:00UTC,5.61,228
2017/03/20 18:00UTC,3.76,217
2017/03/21 00:00UTC,5.36,227
2017/03/21 06:00UTC,1.81,253
2017/03/21 12:00UTC,3.29,308
2017/03/21 18:00UTC,0.49,260
2017/03/22 00:00UTC,2.99,196
2017/03/22 06:00UTC,3.91,165
2017/03/22 12:00UTC,6.30,162
2017/03/22 18:00UTC,2.27,117
2017/03/23 00:00UTC,2.62,107
2017/03/23 06:00UTC,3.15,79
2017/03/23 12:00UTC,4.10,140
2017/03/23 18:00UTC,3.96,208
2017/03/24 00:00UTC,2.21,236
2017/03/24 06:00UTC,1.26,54
2017/03/24 12:00UTC,3.53,46
2017/03/24 18:00UTC,2.08,19
2017/03/25 00:00UTC,4.36,49
2017/03/25 06:00UTC,5.83,39
2017/03/25 12:00UTC,6.93,54
2017/03/25 18:00UTC,3.32,56
2017/03/26 00:00UTC,3.42,61
2017/03/26 06:00UTC,3.14,80
2017/03/26 12:00UTC,1.31,130
2017/03/26 18:00UTC,1.82,88
2017/03/27 00:00UTC,2.36,94
2017/03/27 06:00UTC,2.19,85
2017/03/27 12:00UTC,3.16,110
2017/03/27 18:00UTC,1.71,120
2017/03/28 00:00UTC,2.43,208
2017/03/28 06:00UTC,2.49,211
2017/03/28 12:00UTC,4.06,235
2017/03/28 18:00UTC,2.02,245
2017/03/29 00:00UTC,2.47,236
2017/03/29 06:00UTC,2.26,210
2017/03/29 12:00UTC,2.57,193
2017/03/29 18:00UTC,1.76,152
2017/03/30 00:00UTC,2.71,175
2017/03/30 06:00UTC,2.68,164
2017/03/30 12:00UTC,3.87,154
2017/03/30 18:00UTC,2.32,155
2017/03/31 00:00UTC,2.84,173
2017/03/31 06:00UTC,4.36,186
2017/03/31 12:00UTC,4.70,219
2017/03/31 18:00UTC,3.73,184
2017/04/01 00:00UTC,3.29,186
2017/04/01 06:00UTC,2.03,201
2017/04/01 12:00UTC,2.31,222
2017/04/01 18:00UTC,1.44,210
2017/04/02 00:00UTC,0.46,269
2017/04/02 06:00UTC,1.31,338
2017/04/02 12:00UTC,1.97,358
2017/04/02 18:00UTC,2.60,356
2017/04/03 00:00UTC,2.57,14
2017/04/03 06:00UTC,1.60,22
2017/04/03 12:00UTC,2.29,356
2017/04/03 18:00UTC,1.76,6
2017/04/04 00:00UTC,0.53,325
2017/04/04 06:00UTC,1.63,329
2017/04/04 12:00UTC,2.73,352
2017/04/04 18:00UTC,3.13,357
2017/04/05 00:00UTC,3.40,337
2017/04/05 06:00UTC,5.03,357
2017/04/05 12:00UTC,5.31,359
2017/04/05 18:00UTC,3.18,342
2017/04/06 00:00UTC,2.93,356
2017/04/06 06:00UTC,3.73,12
2017/04/06 12:00UTC,4.69,24
2017/04/06 18:00UTC,2.33,33
2017/04/07 00:00UTC,1.27,63
2017/04/07 06:00UTC,1.70,39
2017/04/07 12:00UTC,2.01,34
2017/04/07 18:00UTC,1.98,21
2017/04/08 00:00UTC,2.17,57
2017/04/08 06:00UTC,1.89,70
2017/04/08 12:00UTC,1.71,55
2017/04/08 18:00UTC,2.22,54
2017/04/09 00:00UTC,1.72,102
2017/04/09 06:00UTC,1.82,122
2017/04/09 12:00UTC,0.93,159
2017/04/09 18:00UTC,0.97,312
2017/04/10 00:00UTC,3.21,282
2017/04/10 06:00UTC,3.28,321
2017/04/10 12:00UTC,3.92,351
2017/04/10 18:00UTC,2.93,342
2017/04/11 00:00UTC,3.14,6
2017/04/11 06:00UTC,2.10,3
2017/04/11 12:00UTC,2.89,30
2017/04/11 18:00UTC,1.80,17
2017/04/12 00:00UTC,2.03,346
2017/04/12 06:00UTC,2.03,306
2017/04/12 12:00UTC,3.13,266
2017/04/12 18:00UTC,3.02,304
2017/04/13 00:00UTC,2.50,297
2017/04/13 06:00UTC,1.81,295
2017/04/13 12:00UTC,1.62,335
2017/04/13 18:00UTC,1.38,29
2017/04/14 00:00UTC,1.89,35
2017/04/14 06:00UTC,2.49,6
2017/04/14 12:00UTC,2.76,308
2017/04/14 18:00UTC,2.39,337
2017/04/15 00:00UTC,2.23,318
2017/04/15 06:00UTC,2.38,281
2017/04/15 12:00UTC,4.00,283
2017/04/15 18:00UTC,2.17,286
2017/04/16 00:00UTC,3.06,302
2017/04/16 06:00UTC,3.03,297
2017/04/16 12:00UTC,3.79,314
2017/04/16 18:00UTC,1.81,300
2017/04/17 00:00UTC,2.32,273
2017/04/17 06:00UTC,3.48,268
2017/04/17 12:00UTC,5.21,331
2017/04/17 18:00UTC,2.57,1
2017/04/18 00:00UTC,2.40,14
2017/04/18 06:00UTC,2.29,1
2017/04/18 12:00UTC,4.47,347
2017/04/18 18:00UTC,3.24,17
2017/04/19 00:00UTC,2.91,13
2017/04/19 06:00UTC,3.23,25
2017/04/19 12:00UTC,5.61,18
2017/04/19 18:00UTC,3.35,25
2017/04/20 00:00UTC,2.91,38
2017/04/20 06:00UTC,2.32,70
2017/04/20 12:00UTC,3.37,49
2017/04/20 18:00UTC,2.54,24
2017/04/21 00:00UTC,2.14,52
2017/04/21 06:00UTC,1.46,22
2017/04/21 12:00UTC,1.16,5
2017/04/21 18:00UTC,1.97,11
2017/04/22 00:00UTC,1.78,29
2017/04/22 06:00UTC,1.51,347
2017/04/22 12:00UTC,2.21,2
2017/04/22 18:00UTC,3.09,24
2017/04/23 00:00UTC,2.72,25
2017/04/23 06:00UTC,2.59,47
2017/04/23 12:00UTC,3.54,34
2017/04/23 18:00UTC,2.42,21
2017/04/24 00:00UTC,2.18,58
2017/04/24 06:00UTC,1.91,70
2017/04/24 12:00UTC,1.46,11
2017/04/24 18:00UTC,2.83,327
2017/04/25 00:00UTC,2.15,301
2017/04/25 06:00UTC,5.02,356
2017/04/25 12:00UTC,2.66,15
2017/04/25 18:00UTC,2.11,341
2017/04/26 00:00UTC,3.63,4
2017/04/26 06:00UTC,3.08,347
2017/04/26 12:00UTC,3.45,345
2017/04/26 18:00UTC,2.93,331
2017/04/27 00:00UTC,3.12,335
2017/04/27 06:00UTC,2.65,343
2017/04/27 12:00UTC,3.79,355
2017/04/27 18:00UTC,2.56,341
2017/04/28 00:00UTC,1.63,322
2017/04/28 06:00UTC,2.42,239
2017/04/28 12:00UTC,0.78,270
2017/04/28 18:00UTC,1.54,310
2017/04/29 00:00UTC,1.47,20
2017/04/29 06:00UTC,1.58,131
2017/04/29 12:00UTC,2.87,132
2017/04/29 18:00UTC,2.96,103
2017/04/30 00:00UTC,3.89,109
2017/04/30 06:00UTC,4.40,152
2017/04/30 12:00UTC,5.99,165
2017/04/30 18:00UTC,5.35,228
2017/05/01 00:00UTC,5.72,190
2017/05/01 06:00UTC,6.07,219
2017/05/01 12:00UTC,6.34,229
2017/05/01 18:00UTC,3.36,199
2017/05/02 00:00UTC,1.48,177
2017/05/02 06:00UTC,1.29,139
2017/05/02 12:00UTC,2.72,4
2017/05/02 18:00UTC,3.33,338
2017/05/03 00:00UTC,2.07,350
2017/05/03 06:00UTC,2.14,323
2017/05/03 12:00UTC,1.05,1
2017/05/03 18:00UTC,1.36,14
2017/05/04 00:00UTC,2.11,346
2017/05/04 06:00UTC,2.24,1
2017/05/04 12:00UTC,2.37,355
2017/05/04 18:00UTC,2.16,1
2017/05/05 00:00UTC,2.28,25
2017/05/05 06:00UTC,2.77,39
2017/05/05 12:00UTC,3.96,73
2017/05/05 18:00UTC,2.96,58
2017/05/06 00:00UTC,5.07,84
2017/05/06 06:00UTC,2.62,111
2017/05/06 12:00UTC,1.84,260
2017/05/06 18:00UTC,3.99,277
2017/05/07 00:00UTC,4.27,270
2017/05/07 06:00UTC,5.28,317
2017/05/07 12:00UTC,4.44,332
2017/05/07 18:00UTC,3.22,343
2017/05/08 00:00UTC,2.62,335
2017/05/08 06:00UTC,1.71,341
2017/05/08 12:00UTC,3.91,2
2017/05/08 18:00UTC,2.72,342
2017/05/09 00:00UTC,3.82,5
2017/05/09 06:00UTC,3.59,13
2017/05/09 12:00UTC,3.70,39
2017/05/09 18:00UTC,1.59,29
2017/05/10 00:00UTC,2.53,62
2017/05/10 06:00UTC,2.91,89
2017/05/10 12:00UTC,3.95,96
2017/05/10 18:00UTC,1.53,125
2017/05/11 00:00UTC,2.67,226
2017/05/11 06:00UTC,2.11,136
2017/05/11 12:00UTC,5.18,182
2017/05/11 18:00UTC,3.01,158
2017/05/12 00:00UTC,2.85,183
2017/05/12 06:00UTC,3.47,188
2017/05/12 12:00UTC,5.21,176
2017/05/12 18:00UTC,2.32,208
2017/05/13 00:00UTC,3.23,202
2017/05/13 06:00UTC,3.38,221
2017/05/13 12:00UTC,4.02,229
2017/05/13 18:00UTC,2.85,217
2017/05/14 00:00UTC,2.96,231
2017/05/14 06:00UTC,3.12,200
2017/05/14 12:00UTC,4.45,233
2017/05/14 18:00UTC,2.33,339
2017/05/15 00:00UTC,2.55,96
2017/05/15 06:00UTC,2.45,175
2017/05/15 12:00UTC,2.02,190
2017/05/15 18:00UTC,1.29,188
2017/05/16 00:00UTC,3.17,161
2017/05/16 06:00UTC,3.23,194
2017/05/16 12:00UTC,2.89,175
2017/05/16 18:00UTC,1.41,139
2017/05/17 00:00UTC,2.15,134
2017/05/17 06:00UTC,2.34,163
2017/05/17 12:00UTC,3.67,167
2017/05/17 18:00UTC,3.64,244
2017/05/18 00:00UTC,2.03,264
2017/05/18 06:00UTC,3.03,210
2017/05/18 12:00UTC,3.18,149
2017/05/18 18:00UTC,7.23,296
2017/05/19 00:00UTC,3.46,256
2017/05/19 06:00UTC,3.63,255
2017/05/19 12:00UTC,3.89,224
2017/05/19 18:00UTC,2.11,232
2017/05/20 00:00UTC,2.62,222
2017/05/20 06:00UTC,2.31,201
2017/05/20 12:00UTC,3.67,208
2017/05/20 18:00UTC,1.95,221
2017/05/21 00:00UTC,0.92,234
2017/05/21 06:00UTC,0.78,123
2017/05/21 12:00UTC,2.63,124
2017/05/21 18:00UTC,2.15,113
2017/05/22 00:00UTC,3.22,92
2017/05/22 06:00UTC,3.17,108
2017/05/22 12:00UTC,2.28,153
2017/05/22 18:00UTC,1.26,235
2017/05/23 00:00UTC,2.29,284
2017/05/23 06:00UTC,3.40,326
2017/05/23 12:00UTC,3.63,329
2017/05/23 18:00UTC,2.43,338
2017/05/24 00:00UTC,2.45,351
2017/05/24 06:00UTC,1.46,358
2017/05/24 12:00UTC,1.99,354
2017/05/24 18:00UTC,2.10,8
2017/05/25 00:00UTC,3.10,25
2017/05/25 06:00UTC,3.35,49
2017/05/25 12:00UTC,4.17,59
2017/05/25 18:00UTC,2.66,46
2017/05/26 00:00UTC,2.25,67
2017/05/26 06:00UTC,4.59,96
2017/05/26 12:00UTC,4.95,101
2017/05/26 18:00UTC,2.36,108
2017/05/27 00:00UTC,3.05,121
2017/05/27 06:00UTC,2.34,165
2017/05/27 12:00UTC,2.17,241
2017/05/27 18:00UTC,0.79,317
2017/05/28 00:00UTC,2.58,3
2017/05/28 06:00UTC,2.33,12
2017/05/28 12:00UTC,1.14,114
2017/05/28 18:00UTC,1.51,111
2017/05/29 00:00UTC,2.94,211
2017/05/29 06:00UTC,2.11,158
2017/05/29 12:00UTC,2.19,274
2017/05/29 18:00UTC,3.57,285
2017/05/30 00:00UTC,1.60,221
2017/05/30 06:00UTC,3.23,310
2017/05/30 12:00UTC,2.82,301
2017/05/30 18:00UTC,3.50,332
2017/05/31 00:00UTC,2.07,10
2017/05/31 06:00UTC,1.36,0
2017/05/31 12:00UTC,2.69,5
2017/05/31 18:00UTC,2.05,34
2017/06/01 00:00UTC,2.35,7
2017/06/01 06:00UTC,1.41,31
2017/06/01 12:00UTC,1.18,57
2017/06/01 18:00UTC,1.08,0
2017/06/02 00:00UTC,1.53,38
2017/06/02 06:00UTC,0.95,107
2017/06/02 12:00UTC,2.49,194
2017/06/02 18:00UTC,0.45,227
2017/06/03 00:00UTC,1.86,324
2017/06/03 06:00UTC,2.87,350
2017/06/03 12:00UTC,3.10,0
2017/06/03 18:00UTC,3.97,328
2017/06/04 00:00UTC,1.90,285
2017/06/04 06:00UTC,3.25,288
2017/06/04 12:00UTC,3.18,283
2017/06/04 18:00UTC,1.88,326
2017/06/05 00:00UTC,1.12,97
2017/06/05 06:00UTC,1.96,197
2017/06/05 12:00UTC,4.10,203
2017/06/05 18:00UTC,3.36,192
2017/06/06 00:00UTC,4.91,192
2017/06/06 06:00UTC,6.44,252
2017/06/06 12:00UTC,8.31,251
2017/06/06 18:00UTC,3.38,254
2017/06/07 00:00UTC,3.97,231
2017/06/07 06:00UTC,5.58,240
2017/06/07 12:00UTC,6.02,248
2017/06/07 18:00UTC,2.87,226
2017/06/08 00:00UTC,2.33,190
2017/06/08 06:00UTC,3.81,180
2017/06/08 12:00UTC,4.75,183
2017/06/08 18:00UTC,2.71,149
2017/06/09 00:00UTC,3.34,266
2017/06/09 06:00UTC,4.40,232
2017/06/09 12:00UTC,4.69,263
2017/06/09 18:00UTC,2.16,284
2017/06/10 00:00UTC,1.07,54
2017/06/10 06:00UTC,2.45,174
2017/06/10 12:00UTC,2.78,185
2017/06/10 18:00UTC,1.65,205
2017/06/11 00:00UTC,1.63,195
2017/06/11 06:00UTC,1.92,183
2017/06/11 12:00UTC,2.49,221
2017/06/11 18:00UTC,3.26,273
2017/06/12 00:00UTC,2.82,326
2017/06/12 06:00UTC,2.09,299
2017/06/12 12:00UTC,3.31,295
2017/06/12 18:00UTC,2.85,349
2017/06/13 00:00UTC,3.05,25
2017/06/13 06:00UTC,1.60,49
2017/06/13 12:00UTC,2.05,42
2017/06/13 18:00UTC,2.49,33
2017/06/14 00:00UTC,3.04,40
2017/06/14 06:00UTC,2.68,90
2017/06/14 12:00UTC,2.47,91
2017/06/14 18:00UTC,1.60,126
2017/06/15 00:00UTC,2.30,158
2017/06/15 06:00UTC,2.06,213
2017/06/15 12:00UTC,3.54,294
2017/06/15 18:00UTC,3.15,330
2017/06/16 00:00UTC,2.48,315
2017/06/16 06:00UTC,2.90,319
2017/06/16 12:00UTC,3.46,323
2017/06/16 18:00UTC,2.79,334
2017/06/17 00:00UTC,2.86,10
2017/06/17 06:00UTC,1.00,337
2017/06/17 12:00UTC,1.97,40
2017/06/17 18:00UTC,2.43,40
2017/06/18 00:00UTC,2.79,50
2017/06/18 06:00UTC,2.96,74
2017/06/18 12:00UTC,4.05,57
2017/06/18 18:00UTC,2.54,50
2017/06/19 00:00UTC,2.62,80
2017/06/19 06:00UTC,1.68,83
2017/06/19 12:00UTC,1.20,112
2017/06/19 18:00UTC,1.04,41
2017/06/20 00:00UTC,1.90,86
2017/06/20 06:00UTC,1.53,95
2017/06/20 12:00UTC,1.09,329
2017/06/20 18:00UTC,2.01,25
2017/06/21 00:00UTC,2.51,61
2017/06/21 06:00UTC,1.92,137
2017/06/21 12:00UTC,1.65,186
2017/06/21 18:00UTC,0.81,223
2017/06/22 00:00UTC,2.50,237
2017/06/22 06:00UTC,1.70,233
2017/06/22 12:00UTC,3.08,251
2017/06/22 18:00UTC,3.92,323
2017/06/23 00:00UTC,1.72,337
