Name: lieusaint-b
Location: 48.6192 , 2.5492
Issued: 2020/07/08 08:48UTC
Time,Speed(m/s),Direction (deg N)
2017/03/01 06:00UTC,6.41,237
2017/03/01 12:00UTC,8.05,210
2017/03/01 18:00UTC,7.20,232
2017/03/02 00:00UTC,9.17,262
2017/03/02 06:00UTC,5.97,253
2017/03/02 12:00UTC,6.04,252
2017/03/02 18:00UTC,3.06,211
2017/03/03 00:00UTC,3.87,149
2017/03/03 06:00UTC,4.62,151
2017/03/03 12:00UTC,5.02,163
2017/03/03 18:00UTC,5.05,165
2017/03/04 00:00UTC,6.16,169
2017/03/04 06:00UTC,4.67,189
2017/03/04 12:00UTC,3.33,272
2017/03/04 18:00UTC,5.01,235
2017/03/05 00:00UTC,4.87,231
2017/03/05 06:00UTC,6.49,204
2017/03/05 12:00UTC,9.43,200
2017/03/05 18:00UTC,9.05,261
2017/03/06 00:00UTC,8.81,247
2017/03/06 06:00UTC,4.44,235
2017/03/06 12:00UTC,5.08,55
2017/03/06 18:00UTC,6.47,281
2017/03/07 00:00UTC,5.96,283
2017/03/07 06:00UTC,5.73,288
2017/03/07 12:00UTC,5.50,288
2017/03/07 18:00UTC,1.42,272
2017/03/08 00:00UTC,4.06,193
2017/03/08 06:00UTC,5.91,195
2017/03/08 12:00UTC,7.66,247
2017/03/08 18:00UTC,6.28,246
2017/03/09 00:00UTC,5.73,248
2017/03/09 06:00UTC,5.73,237
2017/03/09 12:00UTC,4.69,260
2017/03/09 18:00UTC,3.23,293
2017/03/10 00:00UTC,2.56,14
2017/03/10 06:00UTC,1.46,109
2017/03/10 12:00UTC,2.44,134
2017/03/10 18:00UTC,2.59,93
2017/03/11 00:00UTC,3.18,126
2017/03/11 06:00UTC,2.45,106
2017/03/11 12:00UTC,2.04,104
2017/03/11 18:00UTC,3.03,72
2017/03/12 00:00UTC,1.38,127
2017/03/12 06:00UTC,0.88,82
2017/03/12 12:00UTC,1.83,332
2017/03/12 18:00UTC,5.07,348
2017/03/13 00:00UTC,4.47,343
2017/03/13 06:00UTC,5.15,355
2017/03/13 12:00UTC,4.36,357
2017/03/13 18:00UTC,4.41,347
2017/03/14 00:00UTC,3.29,349
2017/03/14 06:00UTC,0.97,329
2017/03/14 12:00UTC,1.56,301
2017/03/14 18:00UTC,2.50,336
2017/03/15 00:00UTC,2.95,333
2017/03/15 06:00UTC,1.47,27
2017/03/15 12:00UTC,2.47,32
2017/03/15 18:00UTC,3.19,19
2017/03/16 00:00UTC,2.17,44
2017/03/16 06:00UTC,1.88,90
2017/03/16 12:00UTC,1.94,117
2017/03/16 18:00UTC,1.23,164
2017/03/17 00:00UTC,2.96,262
2017/03/17 06:00UTC,2.99,324
2017/03/17 12:00UTC,3.71,300
2017/03/17 18:00UTC,4.27,283
2017/03/18 00:00UTC,6.61,253
2017/03/18 06:00UTC,7.27,253
2017/03/18 12:00UTC,7.96,272
2017/03/19 00:00UTC,5.02,257
2017/03/19 06:00UTC,4.94,248
2017/03/19 12:00UTC,6.71,246
2017/03/19 18:00UTC,4.85,248
2017/03/20 00:00UTC,4.94,240
2017/03/20 06:00UTC,4.83,226
2017/03/20 12:00UTC,8.12,220
2017/03/20 18:00UTC,5.88,227
2017/03/21 00:00UTC,6.34,232
2017/03/21 06:00UTC,3.68,257
2017/03/21 12:00UTC,4.54,305
2017/03/21 18:00UTC,1.55,317
2017/03/22 00:00UTC,3.91,167
2017/03/22 06:00UTC,4.87,174
2017/03/22 12:00UTC,6.01,156
2017/03/22 18:00UTC,3.96,134
2017/03/23 00:00UTC,4.81,125
2017/03/23 06:00UTC,3.23,101
2017/03/23 12:00UTC,2.99,148
2017/03/23 18:00UTC,2.28,153
2017/03/24 00:00UTC,3.29,221
2017/03/24 06:00UTC,2.39,311
2017/03/24 12:00UTC,4.69,36
2017/03/24 18:00UTC,4.07,46
2017/03/25 00:00UTC,6.26,59
2017/03/25 06:00UTC,6.84,54
2017/03/25 12:00UTC,6.74,57
2017/03/25 18:00UTC,5.94,64
2017/03/26 00:00UTC,4.99,74
2017/03/26 06:00UTC,3.27,91
2017/03/26 12:00UTC,1.21,147
2017/03/26 18:00UTC,1.63,90
2017/03/27 00:00UTC,2.62,82
2017/03/27 06:00UTC,1.97,59
2017/03/27 12:00UTC,2.22,95
2017/03/27 18:00UTC,2.16,153
2017/03/28 00:00UTC,3.62,181
2017/03/28 06:00UTC,3.15,219
2017/03/28 12:00UTC,3.99,227
2017/03/28 18:00UTC,3.27,240
2017/03/29 00:00UTC,3.49,243
2017/03/29 06:00UTC,2.84,221
2017/03/29 12:00UTC,1.97,187
2017/03/29 18:00UTC,2.10,155
2017/03/30 00:00UTC,4.01,180
2017/03/30 06:00UTC,3.16,154
2017/03/30 12:00UTC,3.26,138
2017/03/30 18:00UTC,4.66,155
2017/03/31 00:00UTC,5.16,175
2017/03/31 06:00UTC,4.27,197
2017/03/31 12:00UTC,3.45,222
2017/03/31 18:00UTC,3.28,202
2017/04/01 00:00UTC,4.09,205
2017/04/01 06:00UTC,2.98,228
2017/04/01 12:00UTC,4.30,231
2017/04/01 18:00UTC,2.15,210
2017/04/02 00:00UTC,1.33,114
2017/04/02 06:00UTC,1.60,15
2017/04/02 12:00UTC,2.00,359
2017/04/02 18:00UTC,3.60,350
2017/04/03 00:00UTC,3.42,359
2017/04/03 06:00UTC,1.26,21
2017/04/03 12:00UTC,2.59,4
2017/04/03 18:00UTC,2.67,358
2017/04/04 00:00UTC,0.33,77
2017/04/04 06:00UTC,0.84,121
2017/04/04 12:00UTC,2.50,13
2017/04/04 18:00UTC,4.52,352
2017/04/05 00:00UTC,4.95,353
2017/04/05 06:00UTC,3.45,5
2017/04/05 12:00UTC,5.65,357
2017/04/05 18:00UTC,5.08,352
2017/04/06 00:00UTC,4.79,7
2017/04/06 06:00UTC,3.98,14
2017/04/06 12:00UTC,6.26,19
2017/04/06 18:00UTC,3.88,28
2017/04/07 00:00UTC,2.18,35
2017/04/07 06:00UTC,2.16,1
2017/04/07 12:00UTC,1.40,37
2017/04/07 18:00UTC,2.72,6
2017/04/08 00:00UTC,2.45,48
2017/04/08 06:00UTC,1.21,68
2017/04/08 12:00UTC,1.76,46
2017/04/08 18:00UTC,2.54,50
2017/04/09 00:00UTC,1.49,99
2017/04/09 06:00UTC,1.66,113
2017/04/09 12:00UTC,1.04,141
2017/04/09 18:00UTC,1.05,263
2017/04/10 00:00UTC,2.87,252
2017/04/10 06:00UTC,3.81,328
2017/04/10 12:00UTC,5.46,347
2017/04/10 18:00UTC,5.49,357
2017/04/11 00:00UTC,3.54,355
2017/04/11 06:00UTC,2.58,10
2017/04/11 12:00UTC,1.90,27
2017/04/11 18:00UTC,2.24,16
2017/04/12 00:00UTC,2.58,350
2017/04/12 06:00UTC,1.99,310
2017/04/12 12:00UTC,2.19,267
2017/04/12 18:00UTC,4.14,302
2017/04/13 00:00UTC,3.83,313
2017/04/13 06:00UTC,2.36,281
2017/04/13 12:00UTC,2.46,326
2017/04/13 18:00UTC,1.92,345
2017/04/14 00:00UTC,3.28,28
2017/04/14 06:00UTC,1.30,33
2017/04/14 12:00UTC,1.68,353
2017/04/14 18:00UTC,3.39,331
2017/04/15 00:00UTC,2.46,321
2017/04/15 06:00UTC,2.43,271
2017/04/15 12:00UTC,5.41,274
2017/04/15 18:00UTC,3.96,298
2017/04/16 00:00UTC,4.05,306
2017/04/16 06:00UTC,3.39,297
2017/04/16 12:00UTC,3.99,307
2017/04/16 18:00UTC,3.64,299
2017/04/17 00:00UTC,2.91,288
2017/04/17 06:00UTC,3.86,267
2017/04/17 12:00UTC,6.31,322
2017/04/17 18:00UTC,4.62,8
2017/04/18 00:00UTC,3.51,21
2017/04/18 06:00UTC,2.44,14
2017/04/18 12:00UTC,4.90,353
2017/04/19 00:00UTC,4.00,22
2017/04/19 06:00UTC,3.28,29
2017/04/19 12:00UTC,4.61,14
2017/04/19 18:00UTC,4.86,30
2017/04/20 00:00UTC,3.48,55
2017/04/20 06:00UTC,1.85,65
2017/04/20 12:00UTC,2.11,34
2017/04/20 18:00UTC,2.53,29
2017/04/21 00:00UTC,1.77,28
2017/04/21 06:00UTC,1.17,3
2017/04/21 12:00UTC,0.60,356
2017/04/21 18:00UTC,1.53,336
2017/04/22 00:00UTC,3.04,352
2017/04/22 06:00UTC,1.59,338
2017/04/22 12:00UTC,3.47,6
2017/04/22 18:00UTC,3.47,14
2017/04/23 00:00UTC,3.80,34
2017/04/23 06:00UTC,3.35,52
2017/04/23 12:00UTC,2.59,38
2017/04/23 18:00UTC,4.14,32
2017/04/24 00:00UTC,2.20,52
2017/04/24 06:00UTC,1.80,59
2017/04/24 12:00UTC,1.85,9
2017/04/24 18:00UTC,3.00,326
2017/04/25 00:00UTC,3.64,327
2017/04/25 06:00UTC,5.06,348
2017/04/25 12:00UTC,2.54,6
2017/04/25 18:00UTC,2.85,343
2017/04/26 00:00UTC,4.30,354
2017/04/26 06:00UTC,3.41,358
2017/04/26 12:00UTC,4.08,341
2017/04/26 18:00UTC,3.64,344
2017/04/27 00:00UTC,3.76,342
2017/04/27 06:00UTC,3.19,344
2017/04/27 12:00UTC,5.72,344
2017/04/27 18:00UTC,4.31,347
2017/04/28 00:00UTC,3.62,319
2017/04/28 06:00UTC,2.67,247
2017/04/28 12:00UTC,3.14,286
2017/04/28 18:00UTC,2.14,308
2017/04/29 00:00UTC,0.65,302
2017/04/29 06:00UTC,0.42,195
2017/04/29 12:00UTC,3.77,141
2017/04/29 18:00UTC,4.82,105
2017/04/30 00:00UTC,5.12,115
2017/04/30 06:00UTC,4.93,149
2017/04/30 12:00UTC,5.27,160
2017/04/30 18:00UTC,6.78,216
2017/05/01 00:00UTC,7.38,186
2017/05/01 06:00UTC,6.42,218
2017/05/01 12:00UTC,7.72,229
2017/05/01 18:00UTC,4.51,203
2017/05/02 00:00UTC,3.08,184
2017/05/02 06:00UTC,1.74,104
2017/05/02 12:00UTC,2.78,9
2017/05/02 18:00UTC,4.61,11
2017/05/03 00:00UTC,3.04,356
2017/05/03 06:00UTC,2.13,330
2017/05/03 12:00UTC,2.58,6
2017/05/03 18:00UTC,1.49,39
2017/05/04 00:00UTC,1.90,4
2017/05/04 06:00UTC,1.52,359
2017/05/04 12:00UTC,2.56,344
2017/05/04 18:00UTC,2.59,11
2017/05/05 00:00UTC,3.14,27
2017/05/05 06:00UTC,2.00,31
2017/05/05 12:00UTC,4.72,70
2017/05/05 18:00UTC,4.82,81
2017/05/06 00:00UTC,5.77,80
2017/05/06 06:00UTC,2.79,94
2017/05/06 12:00UTC,2.37,248
2017/05/06 18:00UTC,4.08,275
2017/05/07 00:00UTC,3.65,279
2017/05/07 06:00UTC,5.29,314
2017/05/07 12:00UTC,5.40,318
2017/05/07 18:00UTC,3.77,341
2017/05/08 00:00UTC,3.73,335
2017/05/08 06:00UTC,2.04,343
2017/05/08 12:00UTC,4.94,355
2017/05/08 18:00UTC,5.01,358
2017/05/09 00:00UTC,3.94,8
2017/05/09 06:00UTC,4.12,28
2017/05/09 12:00UTC,3.46,26
2017/05/09 18:00UTC,3.78,44
2017/05/10 00:00UTC,3.31,78
2017/05/10 06:00UTC,3.24,79
2017/05/10 12:00UTC,2.75,88
2017/05/10 18:00UTC,1.11,143
2017/05/11 00:00UTC,4.96,205
2017/05/11 06:00UTC,2.08,139
2017/05/11 12:00UTC,4.10,168
2017/05/11 18:00UTC,3.79,170
2017/05/12 00:00UTC,4.23,207
2017/05/12 06:00UTC,3.22,200
2017/05/12 12:00UTC,5.16,175
2017/05/12 18:00UTC,4.65,216
2017/05/13 00:00UTC,3.63,211
2017/05/13 06:00UTC,3.95,207
2017/05/13 12:00UTC,4.29,228
2017/05/13 18:00UTC,3.55,225
2017/05/14 00:00UTC,4.35,227
2017/05/14 06:00UTC,3.47,212
2017/05/14 12:00UTC,6.65,240
2017/05/14 18:00UTC,2.66,301
2017/05/15 00:00UTC,1.30,104
2017/05/15 06:00UTC,2.09,161
2017/05/15 12:00UTC,1.62,201
2017/05/15 18:00UTC,1.43,160
2017/05/16 00:00UTC,2.85,177
2017/05/16 06:00UTC,3.09,167
2017/05/16 12:00UTC,1.55,169
2017/05/16 18:00UTC,0.71,87
2017/05/17 00:00UTC,3.20,142
2017/05/17 06:00UTC,2.23,136
2017/05/17 12:00UTC,2.64,157
2017/05/17 18:00UTC,4.45,236
2017/05/18 00:00UTC,2.25,244
2017/05/18 06:00UTC,1.67,246
2017/05/18 12:00UTC,1.75,182
2017/05/18 18:00UTC,4.24,223
2017/05/19 00:00UTC,4.40,257
2017/05/19 06:00UTC,3.41,257
2017/05/19 12:00UTC,4.45,227
2017/05/19 18:00UTC,3.18,229
2017/05/20 00:00UTC,3.61,228
2017/05/20 06:00UTC,2.29,213
2017/05/20 12:00UTC,3.42,226
2017/05/20 18:00UTC,2.03,205
2017/05/21 00:00UTC,1.78,181
2017/05/21 06:00UTC,0.65,129
2017/05/21 12:00UTC,3.68,115
2017/05/21 18:00UTC,3.16,96
2017/05/22 00:00UTC,3.44,89
2017/05/22 06:00UTC,2.79,95
2017/05/22 12:00UTC,1.31,137
2017/05/22 18:00UTC,1.21,278
2017/05/23 00:00UTC,1.23,298
2017/05/23 06:00UTC,3.76,320
2017/05/23 12:00UTC,4.02,332
2017/05/23 18:00UTC,3.40,342
2017/05/24 00:00UTC,2.85,344
2017/05/24 06:00UTC,1.10,360
2017/05/24 12:00UTC,3.13,353
2017/05/24 18:00UTC,3.14,20
2017/05/25 00:00UTC,3.82,34
2017/05/25 06:00UTC,3.43,50
2017/05/25 12:00UTC,3.55,47
2017/05/25 18:00UTC,4.33,63
2017/05/26 00:00UTC,3.94,88
2017/05/26 06:00UTC,4.30,87
2017/05/26 12:00UTC,3.72,87
2017/05/26 18:00UTC,3.57,109
2017/05/27 00:00UTC,3.18,124
2017/05/27 06:00UTC,1.96,189
2017/05/27 12:00UTC,0.45,301
2017/05/27 18:00UTC,2.24,339
2017/05/28 00:00UTC,2.01,336
2017/05/28 06:00UTC,0.63,288
2017/05/28 12:00UTC,1.14,112
2017/05/28 18:00UTC,2.71,93
2017/05/29 00:00UTC,4.34,202
2017/05/29 06:00UTC,1.61,165
2017/05/29 12:00UTC,2.35,281
2017/05/29 18:00UTC,4.47,299
2017/05/30 00:00UTC,1.58,269
2017/05/30 06:00UTC,2.91,290
2017/05/30 12:00UTC,3.25,298
2017/05/30 18:00UTC,3.44,322
2017/05/31 00:00UTC,3.39,4
2017/05/31 06:00UTC,1.53,354
2017/05/31 12:00UTC,2.24,1
2017/05/31 18:00UTC,2.77,23
2017/06/01 00:00UTC,2.78,17
2017/06/01 06:00UTC,1.42,15
2017/06/01 12:00UTC,1.57,99
2017/06/01 18:00UTC,1.29,9
2017/06/02 00:00UTC,0.98,32
2017/06/02 06:00UTC,0.63,162
2017/06/02 12:00UTC,1.56,241
2017/06/02 18:00UTC,0.47,107
2017/06/03 00:00UTC,1.72,305
2017/06/03 06:00UTC,2.65,336
2017/06/03 12:00UTC,3.10,327
2017/06/03 18:00UTC,5.03,319
2017/06/04 00:00UTC,3.66,309
2017/06/04 06:00UTC,2.80,285
2017/06/04 12:00UTC,2.61,279
2017/06/04 18:00UTC,1.26,326
2017/06/05 00:00UTC,0.13,250
2017/06/05 06:00UTC,1.50,149
2017/06/05 12:00UTC,4.18,196
2017/06/05 18:00UTC,4.80,187
2017/06/06 00:00UTC,6.31,191
2017/06/06 06:00UTC,8.44,259
2017/06/06 12:00UTC,9.02,249
2017/06/06 18:00UTC,5.17,253
2017/06/07 00:00UTC,5.52,253
2017/06/07 06:00UTC,6.20,243
2017/06/07 12:00UTC,7.88,242
2017/06/07 18:00UTC,3.68,232
2017/06/08 00:00UTC,3.38,211
2017/06/08 06:00UTC,3.27,186
2017/06/08 12:00UTC,4.07,185
2017/06/08 18:00UTC,2.20,154
2017/06/09 00:00UTC,2.42,234
2017/06/09 06:00UTC,4.70,245
2017/06/09 12:00UTC,5.57,258
2017/06/09 18:00UTC,2.18,290
2017/06/10 00:00UTC,0.19,208
2017/06/10 06:00UTC,2.19,156
2017/06/10 12:00UTC,2.60,208
2017/06/10 18:00UTC,0.92,216
2017/06/11 00:00UTC,2.19,179
2017/06/11 06:00UTC,1.67,128
2017/06/11 12:00UTC,2.06,214
2017/06/11 18:00UTC,3.95,260
2017/06/12 00:00UTC,3.65,313
2017/06/12 06:00UTC,2.88,304
2017/06/12 12:00UTC,2.38,287
2017/06/12 18:00UTC,3.05,341
2017/06/13 00:00UTC,3.51,18
2017/06/13 06:00UTC,1.37,18
2017/06/13 12:00UTC,1.81,34
2017/06/13 18:00UTC,3.77,36
2017/06/14 00:00UTC,2.92,60
2017/06/14 06:00UTC,2.26,72
2017/06/14 12:00UTC,1.78,91
2017/06/14 18:00UTC,0.91,137
2017/06/15 00:00UTC,1.24,104
2017/06/15 06:00UTC,0.97,185
2017/06/15 12:00UTC,2.83,295
2017/06/15 18:00UTC,4.39,321
2017/06/16 00:00UTC,4.59,315
2017/06/16 06:00UTC,3.06,308
2017/06/16 12:00UTC,3.81,313
2017/06/16 18:00UTC,3.74,339
2017/06/17 00:00UTC,3.10,354
2017/06/17 06:00UTC,0.75,319
2017/06/17 12:00UTC,1.59,37
2017/06/17 18:00UTC,2.38,40
2017/06/18 00:00UTC,3.38,45
2017/06/18 06:00UTC,2.91,67
2017/06/18 12:00UTC,3.64,56
2017/06/18 18:00UTC,3.77,66
2017/06/19 00:00UTC,3.01,83
2017/06/19 06:00UTC,1.36,72
2017/06/19 12:00UTC,1.37,72
2017/06/19 18:00UTC,1.85,24
2017/06/20 00:00UTC,1.26,39
2017/06/20 06:00UTC,0.47,49
2017/06/20 12:00UTC,1.72,299
2017/06/20 18:00UTC,3.33,37
2017/06/21 00:00UTC,0.26,48
2017/06/21 06:00UTC,1.66,131
2017/06/21 12:00UTC,2.83,125
2017/06/21 18:00UTC,0.89,110
2017/06/22 00:00UTC,3.60,187
2017/06/22 06:00UTC,1.65,212
2017/06/22 12:00UTC,1.83,270
2017/06/22 18:00UTC,4.81,311
2017/06/23 00:00UTC,4.25,316
2017/06/23 06:00UTC,2.55,286
2017/06/23 12:00UTC,2.38,274
