,Time,Speed(m/s),Direction (deg N)
62,2017-01-16 12:00:00,1.6,81
63,2017-01-16 18:00:00,2.57,61
64,2017-01-17 00:00:00,3.07,57
65,2017-01-17 06:00:00,4.68,50
66,2017-01-17 12:00:00,5.64,45
67,2017-01-17 18:00:00,4.22,32
68,2017-01-18 00:00:00,5.32,51
69,2017-01-18 06:00:00,5.42,42
70,2017-01-18 12:00:00,5.71,51
71,2017-01-18 18:00:00,6.28,54
72,2017-01-19 00:00:00,5.3,52
73,2017-01-19 06:00:00,4.47,66
74,2017-01-19 12:00:00,4.6,86
75,2017-01-19 18:00:00,4.12,74
76,2017-01-20 00:00:00,3.94,82
77,2017-01-20 06:00:00,4.04,71
78,2017-01-20 12:00:00,4.39,97
79,2017-01-20 18:00:00,2.87,89
80,2017-01-21 00:00:00,3.02,84
81,2017-01-21 06:00:00,1.32,119
82,2017-01-21 12:00:00,2.31,129
83,2017-01-21 18:00:00,2.0,143
84,2017-01-22 00:00:00,1.1,159
85,2017-01-22 06:00:00,2.03,100
86,2017-01-22 12:00:00,1.94,45
87,2017-01-22 18:00:00,2.23,39
88,2017-01-23 00:00:00,2.55,42
89,2017-01-23 06:00:00,2.35,32
90,2017-01-23 12:00:00,3.18,40
91,2017-01-23 18:00:00,2.32,44
92,2017-01-24 00:00:00,1.09,6
93,2017-01-24 06:00:00,2.17,325
94,2017-01-24 12:00:00,0.39,359
95,2017-01-24 18:00:00,1.42,83
96,2017-01-25 00:00:00,2.12,74
97,2017-01-25 06:00:00,1.97,36
98,2017-01-25 12:00:00,3.17,86
99,2017-01-25 18:00:00,3.76,108
100,2017-01-26 00:00:00,4.07,126
101,2017-01-26 06:00:00,3.29,141
102,2017-01-26 12:00:00,4.22,128
103,2017-01-26 18:00:00,5.83,109
104,2017-01-27 00:00:00,5.9,122
105,2017-01-27 06:00:00,4.16,166
106,2017-01-27 12:00:00,5.03,143
107,2017-01-27 18:00:00,5.71,154
108,2017-01-28 00:00:00,6.14,157
109,2017-01-28 06:00:00,6.53,189
110,2017-01-28 12:00:00,3.97,223
111,2017-01-28 18:00:00,3.93,216
112,2017-01-29 00:00:00,3.9,198
113,2017-01-29 06:00:00,4.29,222
114,2017-01-29 12:00:00,4.58,193
115,2017-01-29 18:00:00,6.89,166
116,2017-01-30 00:00:00,7.96,202
117,2017-01-30 06:00:00,4.59,225
118,2017-01-30 12:00:00,3.29,235
119,2017-01-30 18:00:00,2.27,227
120,2017-01-31 00:00:00,1.84,243
121,2017-01-31 06:00:00,1.44,139
122,2017-01-31 12:00:00,1.8,78
123,2017-01-31 18:00:00,3.01,122
124,2017-02-01 00:00:00,4.11,148
125,2017-02-01 06:00:00,4.18,178
126,2017-02-01 12:00:00,4.62,181
127,2017-02-01 18:00:00,5.33,191
128,2017-02-02 00:00:00,5.97,189
129,2017-02-02 06:00:00,6.2,162
130,2017-02-02 12:00:00,7.59,182
131,2017-02-02 18:00:00,6.52,190
132,2017-02-03 00:00:00,6.75,208
133,2017-02-03 06:00:00,5.58,193
134,2017-02-03 12:00:00,7.5,158
135,2017-02-03 18:00:00,9.87,225
136,2017-02-04 00:00:00,5.68,190
137,2017-02-04 06:00:00,7.09,112
138,2017-02-04 12:00:00,6.1,298
139,2017-02-04 18:00:00,4.83,239
140,2017-02-05 00:00:00,5.16,164
141,2017-02-05 06:00:00,4.55,111
142,2017-02-05 12:00:00,4.17,214
143,2017-02-05 18:00:00,3.19,328
144,2017-02-06 00:00:00,7.54,334
145,2017-02-06 06:00:00,5.79,325
146,2017-02-06 12:00:00,2.44,305
147,2017-02-06 18:00:00,3.06,198
148,2017-02-07 00:00:00,5.68,174
149,2017-02-07 06:00:00,2.88,212
150,2017-02-07 12:00:00,6.86,290
151,2017-02-07 18:00:00,3.57,309
152,2017-02-08 00:00:00,3.97,306
153,2017-02-08 06:00:00,3.51,331
154,2017-02-08 12:00:00,5.43,348
155,2017-02-08 18:00:00,4.05,357
156,2017-02-09 00:00:00,4.04,2
157,2017-02-09 06:00:00,2.94,9
158,2017-02-09 12:00:00,3.32,45
159,2017-02-09 18:00:00,3.09,65
160,2017-02-10 00:00:00,3.1,57
161,2017-02-10 06:00:00,3.32,31
162,2017-02-10 12:00:00,4.1,50
163,2017-02-10 18:00:00,3.63,7
164,2017-02-11 00:00:00,3.62,349
165,2017-02-11 06:00:00,3.08,349
166,2017-02-11 12:00:00,2.18,36
167,2017-02-11 18:00:00,3.03,34
168,2017-02-12 00:00:00,1.77,55
169,2017-02-12 06:00:00,3.69,79
170,2017-02-12 12:00:00,3.92,80
171,2017-02-12 18:00:00,5.52,95
172,2017-02-13 00:00:00,7.15,102
173,2017-02-13 06:00:00,6.38,98
174,2017-02-13 12:00:00,6.79,93
175,2017-02-13 18:00:00,6.5,97
176,2017-02-14 00:00:00,5.08,113
177,2017-02-14 06:00:00,4.53,157
178,2017-02-14 12:00:00,5.87,143
179,2017-02-14 18:00:00,5.14,166
180,2017-02-15 00:00:00,4.33,162
181,2017-02-15 06:00:00,4.2,179
182,2017-02-15 12:00:00,4.96,190
183,2017-02-15 18:00:00,2.94,217
184,2017-02-16 00:00:00,1.8,331
185,2017-02-16 06:00:00,1.93,49
186,2017-02-16 12:00:00,1.25,355
187,2017-02-16 18:00:00,2.12,336
188,2017-02-17 00:00:00,2.74,320
189,2017-02-17 06:00:00,1.24,323
190,2017-02-17 12:00:00,0.48,293
191,2017-02-17 18:00:00,1.15,170
192,2017-02-18 00:00:00,2.3,149
193,2017-02-18 06:00:00,1.5,141
194,2017-02-18 12:00:00,2.01,132
195,2017-02-18 18:00:00,3.01,112
196,2017-02-19 00:00:00,2.36,182
197,2017-02-19 06:00:00,1.22,250
198,2017-02-19 12:00:00,2.25,263
199,2017-02-19 18:00:00,2.82,279
200,2017-02-20 00:00:00,4.42,253
201,2017-02-20 06:00:00,4.35,236
202,2017-02-20 12:00:00,4.67,241
203,2017-02-20 18:00:00,4.67,263
204,2017-02-21 00:00:00,6.49,276
205,2017-02-21 06:00:00,5.15,271
206,2017-02-21 12:00:00,5.26,269
207,2017-02-21 18:00:00,4.87,254
208,2017-02-22 00:00:00,5.93,247
209,2017-02-22 06:00:00,6.59,252
210,2017-02-22 12:00:00,8.27,254
211,2017-02-22 18:00:00,6.24,239
212,2017-02-23 00:00:00,6.61,237
213,2017-02-23 06:00:00,8.02,220
214,2017-02-23 12:00:00,11.4,238
215,2017-02-23 18:00:00,8.23,273
216,2017-02-24 00:00:00,6.5,276
217,2017-02-24 06:00:00,4.93,287
218,2017-02-24 12:00:00,6.33,315
219,2017-02-24 18:00:00,3.33,334
220,2017-02-25 00:00:00,2.8,204
221,2017-02-25 06:00:00,4.04,196
222,2017-02-25 12:00:00,4.92,202
223,2017-02-25 18:00:00,5.25,207
224,2017-02-26 00:00:00,5.51,217
225,2017-02-26 06:00:00,5.37,216
226,2017-02-26 12:00:00,5.69,209
227,2017-02-26 18:00:00,6.99,205
228,2017-02-27 00:00:00,7.78,211
229,2017-02-27 06:00:00,7.77,197
230,2017-02-27 12:00:00,11.1,191
231,2017-02-27 18:00:00,8.39,220
232,2017-02-28 00:00:00,7.97,222
233,2017-02-28 06:00:00,5.84,202
234,2017-02-28 12:00:00,8.35,266
235,2017-02-28 18:00:00,6.49,244
236,2017-03-01 00:00:00,8.23,252
237,2017-03-01 06:00:00,6.71,241
238,2017-03-01 12:00:00,7.12,202
239,2017-03-01 18:00:00,6.9,248
240,2017-03-02 00:00:00,9.71,263
241,2017-03-02 06:00:00,7.42,255
242,2017-03-02 12:00:00,8.25,262
243,2017-03-02 18:00:00,3.52,213
244,2017-03-03 00:00:00,4.19,154
245,2017-03-03 06:00:00,5.16,155
246,2017-03-03 12:00:00,5.74,169
247,2017-03-03 18:00:00,5.41,164
248,2017-03-04 00:00:00,6.0,176
249,2017-03-04 06:00:00,3.18,245
250,2017-03-04 12:00:00,3.62,271
251,2017-03-04 18:00:00,5.58,228
252,2017-03-05 00:00:00,5.24,235
253,2017-03-05 06:00:00,6.93,199
254,2017-03-05 12:00:00,8.54,240
255,2017-03-05 18:00:00,8.97,260
256,2017-03-06 00:00:00,9.8,255
257,2017-03-06 06:00:00,3.51,236
258,2017-03-06 12:00:00,5.91,23
259,2017-03-06 18:00:00,6.63,277
260,2017-03-07 00:00:00,7.27,285
261,2017-03-07 06:00:00,6.15,296
262,2017-03-07 12:00:00,5.47,283
263,2017-03-07 18:00:00,1.1,263
264,2017-03-08 00:00:00,4.83,193
265,2017-03-08 06:00:00,5.94,212
266,2017-03-08 12:00:00,8.61,253
267,2017-03-08 18:00:00,6.34,259
268,2017-03-09 00:00:00,5.48,254
269,2017-03-09 06:00:00,5.54,245
270,2017-03-09 12:00:00,4.85,266
271,2017-03-09 18:00:00,3.58,303
272,2017-03-10 00:00:00,2.13,26
273,2017-03-10 06:00:00,1.48,119
274,2017-03-10 12:00:00,3.05,148
275,2017-03-10 18:00:00,2.68,113
276,2017-03-11 00:00:00,3.22,142
277,2017-03-11 06:00:00,2.74,122
278,2017-03-11 12:00:00,2.58,120
279,2017-03-11 18:00:00,2.83,82
280,2017-03-12 00:00:00,1.17,124
281,2017-03-12 06:00:00,0.35,336
282,2017-03-12 12:00:00,2.55,324
283,2017-03-12 18:00:00,5.59,338
284,2017-03-13 00:00:00,3.79,342
285,2017-03-13 06:00:00,5.16,353
286,2017-03-13 12:00:00,5.07,342
287,2017-03-13 18:00:00,4.16,346
288,2017-03-14 00:00:00,2.61,332
289,2017-03-14 06:00:00,1.3,282
290,2017-03-14 12:00:00,1.97,283
291,2017-03-14 18:00:00,3.01,319
292,2017-03-15 00:00:00,2.6,311
293,2017-03-15 06:00:00,1.57,18
294,2017-03-15 12:00:00,1.96,38
295,2017-03-15 18:00:00,2.26,16
296,2017-03-16 00:00:00,1.82,64
297,2017-03-16 06:00:00,1.99,107
298,2017-03-16 12:00:00,2.33,146
299,2017-03-16 18:00:00,1.39,209
300,2017-03-17 00:00:00,4.99,317
301,2017-03-17 06:00:00,3.28,318
302,2017-03-17 12:00:00,4.18,303
303,2017-03-17 18:00:00,5.1,276
304,2017-03-18 00:00:00,7.95,248
305,2017-03-18 06:00:00,8.32,263
306,2017-03-18 12:00:00,10.77,278
307,2017-03-19 00:00:00,5.83,261
308,2017-03-19 06:00:00,5.64,258
309,2017-03-19 12:00:00,8.19,252
310,2017-03-19 18:00:00,5.24,258
311,2017-03-20 00:00:00,5.07,244
312,2017-03-20 06:00:00,5.07,226
313,2017-03-20 12:00:00,8.23,222
314,2017-03-20 18:00:00,6.4,226
315,2017-03-21 00:00:00,6.32,240
316,2017-03-21 06:00:00,4.43,275
317,2017-03-21 12:00:00,5.17,294
318,2017-03-21 18:00:00,1.53,274
319,2017-03-22 00:00:00,5.14,171
320,2017-03-22 06:00:00,6.0,171
321,2017-03-22 12:00:00,7.79,162
322,2017-03-22 18:00:00,2.78,157
323,2017-03-23 00:00:00,4.15,127
324,2017-03-23 06:00:00,3.12,98
325,2017-03-23 12:00:00,3.39,101
326,2017-03-23 18:00:00,3.18,150
327,2017-03-24 00:00:00,4.0,201
328,2017-03-24 06:00:00,2.89,299
329,2017-03-24 12:00:00,4.2,40
330,2017-03-24 18:00:00,4.09,47
331,2017-03-25 00:00:00,6.12,59
332,2017-03-25 06:00:00,7.04,54
333,2017-03-25 12:00:00,7.52,56
334,2017-03-25 18:00:00,6.76,57
335,2017-03-26 00:00:00,6.16,68
336,2017-03-26 06:00:00,4.8,87
337,2017-03-26 12:00:00,2.49,121
338,2017-03-26 18:00:00,2.32,99
339,2017-03-27 00:00:00,3.02,93
340,2017-03-27 06:00:00,2.18,70
341,2017-03-27 12:00:00,2.58,96
342,2017-03-27 18:00:00,2.49,145
343,2017-03-28 00:00:00,3.73,166
344,2017-03-28 06:00:00,3.28,230
345,2017-03-28 12:00:00,5.07,233
346,2017-03-28 18:00:00,3.99,238
347,2017-03-29 00:00:00,3.76,236
348,2017-03-29 06:00:00,3.51,224
349,2017-03-29 12:00:00,2.94,194
350,2017-03-29 18:00:00,2.59,185
351,2017-03-30 00:00:00,4.58,187
352,2017-03-30 06:00:00,3.64,163
353,2017-03-30 12:00:00,3.8,143
354,2017-03-30 18:00:00,5.05,158
355,2017-03-31 00:00:00,5.24,174
356,2017-03-31 06:00:00,5.08,208
357,2017-03-31 12:00:00,5.33,213
358,2017-03-31 18:00:00,4.13,192
359,2017-04-01 00:00:00,4.68,207
360,2017-04-01 06:00:00,3.52,232
361,2017-04-01 12:00:00,3.92,220
362,2017-04-01 18:00:00,1.54,221
363,2017-04-02 00:00:00,0.94,335
364,2017-04-02 06:00:00,2.06,334
365,2017-04-02 12:00:00,1.97,330
366,2017-04-02 18:00:00,2.87,349
367,2017-04-03 00:00:00,2.65,5
368,2017-04-03 06:00:00,0.52,94
369,2017-04-03 12:00:00,0.55,42
370,2017-04-03 18:00:00,0.79,346
371,2017-04-04 00:00:00,1.05,334
372,2017-04-04 06:00:00,0.28,78
373,2017-04-04 12:00:00,3.22,3
374,2017-04-04 18:00:00,4.26,356
375,2017-04-05 00:00:00,4.34,354
376,2017-04-05 06:00:00,3.78,4
377,2017-04-05 12:00:00,5.08,6
378,2017-04-05 18:00:00,5.9,345
379,2017-04-06 00:00:00,4.14,13
380,2017-04-06 06:00:00,3.37,20
381,2017-04-06 12:00:00,5.03,24
382,2017-04-06 18:00:00,4.02,26
383,2017-04-07 00:00:00,2.07,31
384,2017-04-07 06:00:00,1.58,6
385,2017-04-07 12:00:00,0.88,47
386,2017-04-07 18:00:00,2.18,3
387,2017-04-08 00:00:00,2.63,43
388,2017-04-08 06:00:00,1.22,88
389,2017-04-08 12:00:00,1.6,78
390,2017-04-08 18:00:00,2.62,73
391,2017-04-09 00:00:00,2.43,102
392,2017-04-09 06:00:00,2.25,133
393,2017-04-09 12:00:00,1.61,148
394,2017-04-09 18:00:00,1.7,238
395,2017-04-10 00:00:00,4.22,292
396,2017-04-10 06:00:00,4.59,322
397,2017-04-10 12:00:00,5.09,346
398,2017-04-10 18:00:00,5.17,353
399,2017-04-11 00:00:00,2.93,340
400,2017-04-11 06:00:00,2.05,5
401,2017-04-11 12:00:00,1.82,45
402,2017-04-11 18:00:00,2.75,344
403,2017-04-12 00:00:00,2.36,341
404,2017-04-12 06:00:00,2.54,273
405,2017-04-12 12:00:00,2.44,267
406,2017-04-12 18:00:00,5.31,308
407,2017-04-13 00:00:00,4.01,301
408,2017-04-13 06:00:00,2.93,293
409,2017-04-13 12:00:00,3.24,310
410,2017-04-13 18:00:00,3.1,348
411,2017-04-14 00:00:00,3.04,33
412,2017-04-14 06:00:00,1.52,353
413,2017-04-14 12:00:00,2.76,313
414,2017-04-14 18:00:00,4.06,325
415,2017-04-15 00:00:00,3.1,290
416,2017-04-15 06:00:00,3.31,262
417,2017-04-15 12:00:00,6.19,277
418,2017-04-15 18:00:00,4.59,310
419,2017-04-16 00:00:00,4.49,291
420,2017-04-16 06:00:00,3.87,299
421,2017-04-16 12:00:00,4.47,294
422,2017-04-16 18:00:00,5.01,306
423,2017-04-17 00:00:00,4.3,262
424,2017-04-17 06:00:00,4.67,281
425,2017-04-17 12:00:00,7.45,332
426,2017-04-17 18:00:00,4.83,9
427,2017-04-18 00:00:00,3.31,22
428,2017-04-18 06:00:00,2.29,9
429,2017-04-18 12:00:00,5.95,354
430,2017-04-19 00:00:00,3.62,18
431,2017-04-19 06:00:00,3.13,36
432,2017-04-19 12:00:00,4.22,32
433,2017-04-19 18:00:00,5.17,49
434,2017-04-20 00:00:00,3.77,59
435,2017-04-20 06:00:00,1.32,76
436,2017-04-20 12:00:00,1.24,46
437,2017-04-20 18:00:00,2.39,30
438,2017-04-21 00:00:00,1.46,57
439,2017-04-21 06:00:00,0.87,317
440,2017-04-21 12:00:00,0.97,232
441,2017-04-21 18:00:00,2.35,339
442,2017-04-22 00:00:00,2.45,340
443,2017-04-22 06:00:00,1.51,325
444,2017-04-22 12:00:00,3.26,4
445,2017-04-22 18:00:00,4.93,3
446,2017-04-23 00:00:00,3.49,41
447,2017-04-23 06:00:00,2.62,65
448,2017-04-23 12:00:00,2.41,72
449,2017-04-23 18:00:00,4.07,41
450,2017-04-24 00:00:00,1.87,56
451,2017-04-24 06:00:00,0.81,55
452,2017-04-24 12:00:00,0.29,231
453,2017-04-24 18:00:00,4.77,323
454,2017-04-25 00:00:00,4.09,308
455,2017-04-25 06:00:00,4.05,348
456,2017-04-25 12:00:00,2.53,356
457,2017-04-25 18:00:00,4.5,343
458,2017-04-26 00:00:00,4.21,347
459,2017-04-26 06:00:00,3.07,349
460,2017-04-26 12:00:00,5.24,346
461,2017-04-26 18:00:00,4.23,344
462,2017-04-27 00:00:00,3.46,349
463,2017-04-27 06:00:00,3.09,345
464,2017-04-27 12:00:00,5.6,341
465,2017-04-27 18:00:00,5.3,334
466,2017-04-28 00:00:00,2.96,293
467,2017-04-28 06:00:00,2.84,262
468,2017-04-28 12:00:00,2.86,312
469,2017-04-28 18:00:00,2.85,334
470,2017-04-29 00:00:00,0.7,325
471,2017-04-29 06:00:00,0.7,147
472,2017-04-29 12:00:00,4.54,138
473,2017-04-29 18:00:00,5.0,115
474,2017-04-30 00:00:00,5.66,116
475,2017-04-30 06:00:00,4.6,137
476,2017-04-30 12:00:00,5.96,155
477,2017-04-30 18:00:00,7.72,205
478,2017-05-01 00:00:00,7.1,178
479,2017-05-01 06:00:00,7.52,211
480,2017-05-01 12:00:00,7.66,225
481,2017-05-01 18:00:00,4.48,201
482,2017-05-02 00:00:00,2.99,168
483,2017-05-02 06:00:00,1.39,116
484,2017-05-02 12:00:00,2.06,26
485,2017-05-02 18:00:00,5.24,18
486,2017-05-03 00:00:00,2.7,357
487,2017-05-03 06:00:00,3.09,344
488,2017-05-03 12:00:00,3.03,6
489,2017-05-03 18:00:00,2.1,34
490,2017-05-04 00:00:00,2.75,12
491,2017-05-04 06:00:00,1.99,1
492,2017-05-04 12:00:00,3.02,14
493,2017-05-04 18:00:00,3.66,22
494,2017-05-05 00:00:00,4.06,33
495,2017-05-05 06:00:00,3.03,41
496,2017-05-05 12:00:00,6.7,69
497,2017-05-05 18:00:00,5.4,76
498,2017-05-06 00:00:00,5.97,78
499,2017-05-06 06:00:00,3.36,86
500,2017-05-06 12:00:00,0.19,38
501,2017-05-06 18:00:00,3.66,302
502,2017-05-07 00:00:00,4.53,319
503,2017-05-07 06:00:00,4.83,318
504,2017-05-07 12:00:00,5.07,321
505,2017-05-07 18:00:00,4.97,337
506,2017-05-08 00:00:00,3.54,323
507,2017-05-08 06:00:00,2.39,350
508,2017-05-08 12:00:00,3.96,354
509,2017-05-08 18:00:00,5.97,0
510,2017-05-09 00:00:00,4.44,12
511,2017-05-09 06:00:00,3.5,32
512,2017-05-09 12:00:00,3.04,32
513,2017-05-09 18:00:00,3.95,47
514,2017-05-10 00:00:00,3.71,69
515,2017-05-10 06:00:00,3.4,73
516,2017-05-10 12:00:00,3.27,92
517,2017-05-10 18:00:00,2.1,114
518,2017-05-11 00:00:00,4.44,192
519,2017-05-11 06:00:00,2.04,151
520,2017-05-11 12:00:00,5.35,163
521,2017-05-11 18:00:00,4.69,171
522,2017-05-12 00:00:00,3.95,208
523,2017-05-12 06:00:00,4.26,202
524,2017-05-12 12:00:00,6.9,171
525,2017-05-12 18:00:00,4.36,210
526,2017-05-13 00:00:00,4.31,215
527,2017-05-13 06:00:00,4.45,210
528,2017-05-13 12:00:00,5.18,229
529,2017-05-13 18:00:00,3.57,214
530,2017-05-14 00:00:00,4.55,227
531,2017-05-14 06:00:00,4.77,206
532,2017-05-14 12:00:00,6.2,244
533,2017-05-14 18:00:00,2.78,329
534,2017-05-15 00:00:00,2.34,112
535,2017-05-15 06:00:00,2.86,168
536,2017-05-15 12:00:00,2.23,190
537,2017-05-15 18:00:00,2.61,163
538,2017-05-16 00:00:00,4.72,183
539,2017-05-16 06:00:00,3.82,184
540,2017-05-16 12:00:00,2.87,178
541,2017-05-16 18:00:00,1.02,195
542,2017-05-17 00:00:00,1.15,97
543,2017-05-17 06:00:00,2.67,132
544,2017-05-17 12:00:00,2.61,161
545,2017-05-17 18:00:00,4.98,232
546,2017-05-18 00:00:00,2.35,273
547,2017-05-18 06:00:00,1.31,264
548,2017-05-18 12:00:00,1.64,7
549,2017-05-18 18:00:00,10.19,302
550,2017-05-19 00:00:00,4.8,260
551,2017-05-19 06:00:00,3.71,260
552,2017-05-19 12:00:00,4.52,232
553,2017-05-19 18:00:00,2.21,246
554,2017-05-20 00:00:00,2.71,242
555,2017-05-20 06:00:00,2.02,224
556,2017-05-20 12:00:00,3.9,215
557,2017-05-20 18:00:00,2.22,215
558,2017-05-21 00:00:00,2.62,189
559,2017-05-21 06:00:00,0.83,156
560,2017-05-21 12:00:00,3.49,130
561,2017-05-21 18:00:00,4.02,115
562,2017-05-22 00:00:00,3.98,98
563,2017-05-22 06:00:00,3.27,106
564,2017-05-22 12:00:00,2.23,133
565,2017-05-22 18:00:00,0.72,258
566,2017-05-23 00:00:00,3.88,306
567,2017-05-23 06:00:00,3.83,307
568,2017-05-23 12:00:00,3.31,325
569,2017-05-23 18:00:00,4.01,341
570,2017-05-24 00:00:00,2.3,324
571,2017-05-24 06:00:00,1.42,319
572,2017-05-24 12:00:00,2.37,341
573,2017-05-24 18:00:00,3.41,21
574,2017-05-25 00:00:00,3.52,41
575,2017-05-25 06:00:00,3.6,58
576,2017-05-25 12:00:00,4.07,57
577,2017-05-25 18:00:00,4.5,66
578,2017-05-26 00:00:00,4.11,84
579,2017-05-26 06:00:00,4.73,96
580,2017-05-26 12:00:00,4.57,92
581,2017-05-26 18:00:00,3.74,112
582,2017-05-27 00:00:00,3.43,130
583,2017-05-27 06:00:00,2.75,204
584,2017-05-27 12:00:00,1.24,292
585,2017-05-27 18:00:00,3.58,1
586,2017-05-28 00:00:00,2.33,8
587,2017-05-28 06:00:00,0.74,7
588,2017-05-28 12:00:00,1.93,71
589,2017-05-28 18:00:00,1.88,113
590,2017-05-29 00:00:00,0.84,253
591,2017-05-29 06:00:00,0.14,332
592,2017-05-29 12:00:00,3.54,264
593,2017-05-29 18:00:00,3.13,291
594,2017-05-30 00:00:00,2.43,257
595,2017-05-30 06:00:00,3.8,314
596,2017-05-30 12:00:00,4.72,290
597,2017-05-30 18:00:00,4.6,323
598,2017-05-31 00:00:00,2.48,351
599,2017-05-31 06:00:00,1.55,320
600,2017-05-31 12:00:00,0.96,353
601,2017-05-31 18:00:00,3.15,17
602,2017-06-01 00:00:00,3.22,25
603,2017-06-01 06:00:00,1.35,12
604,2017-06-01 12:00:00,1.54,63
605,2017-06-01 18:00:00,0.78,29
606,2017-06-02 00:00:00,2.35,56
607,2017-06-02 06:00:00,0.54,113
608,2017-06-02 12:00:00,1.35,127
609,2017-06-02 18:00:00,2.05,277
610,2017-06-03 00:00:00,2.42,316
611,2017-06-03 06:00:00,2.89,325
612,2017-06-03 12:00:00,5.04,311
613,2017-06-03 18:00:00,4.05,315
614,2017-06-04 00:00:00,3.45,292
615,2017-06-04 06:00:00,3.15,276
616,2017-06-04 12:00:00,2.92,263
617,2017-06-04 18:00:00,1.41,319
618,2017-06-05 00:00:00,1.83,223
619,2017-06-05 06:00:00,1.8,190
620,2017-06-05 12:00:00,5.48,207
621,2017-06-05 18:00:00,5.18,193
622,2017-06-06 00:00:00,7.98,185
623,2017-06-06 06:00:00,9.64,248
624,2017-06-06 12:00:00,8.31,257
625,2017-06-06 18:00:00,5.55,261
626,2017-06-07 00:00:00,6.52,251
627,2017-06-07 06:00:00,6.66,246
628,2017-06-07 12:00:00,8.63,257
629,2017-06-07 18:00:00,3.94,247
630,2017-06-08 00:00:00,4.12,220
631,2017-06-08 06:00:00,3.45,191
632,2017-06-08 12:00:00,5.05,190
633,2017-06-08 18:00:00,1.91,203
634,2017-06-09 00:00:00,3.13,221
635,2017-06-09 06:00:00,4.23,254
636,2017-06-09 12:00:00,5.0,265
637,2017-06-09 18:00:00,2.55,312
638,2017-06-10 00:00:00,1.14,55
639,2017-06-10 06:00:00,2.37,169
640,2017-06-10 12:00:00,2.02,200
641,2017-06-10 18:00:00,1.55,226
642,2017-06-11 00:00:00,3.01,215
643,2017-06-11 06:00:00,1.42,189
644,2017-06-11 12:00:00,3.36,248
645,2017-06-11 18:00:00,6.07,305
646,2017-06-12 00:00:00,4.32,295
647,2017-06-12 06:00:00,3.05,279
648,2017-06-12 12:00:00,3.74,289
649,2017-06-12 18:00:00,3.74,334
650,2017-06-13 00:00:00,2.81,7
651,2017-06-13 06:00:00,1.05,352
652,2017-06-13 12:00:00,1.19,41
653,2017-06-13 18:00:00,2.91,47
654,2017-06-14 00:00:00,2.89,64
655,2017-06-14 06:00:00,2.53,75
656,2017-06-14 12:00:00,2.92,99
657,2017-06-14 18:00:00,1.23,156
658,2017-06-15 00:00:00,1.85,147
659,2017-06-15 06:00:00,1.92,288
660,2017-06-15 12:00:00,3.8,309
661,2017-06-15 18:00:00,5.3,306
662,2017-06-16 00:00:00,4.49,299
663,2017-06-16 06:00:00,3.71,307
