Unnamed: 0,Time,Speed(m/s),Direction (deg N)
60,2017-01-16 00:00:00,1.16,63
61,2017-01-16 06:00:00,2.66,44
62,2017-01-16 12:00:00,2.29,26
63,2017-01-16 18:00:00,2.39,25
64,2017-01-17 00:00:00,2.99,32
65,2017-01-17 06:00:00,3.0,26
66,2017-01-17 12:00:00,5.61,31
67,2017-01-17 18:00:00,4.44,26
68,2017-01-18 00:00:00,5.37,44
69,2017-01-18 06:00:00,5.3,32
70,2017-01-18 12:00:00,6.11,50
71,2017-01-18 18:00:00,4.46,34
72,2017-01-19 00:00:00,4.38,39
73,2017-01-19 06:00:00,4.72,47
74,2017-01-19 12:00:00,4.07,64
75,2017-01-19 18:00:00,2.34,41
76,2017-01-20 00:00:00,2.48,50
77,2017-01-20 06:00:00,2.81,63
78,2017-01-20 12:00:00,2.93,97
79,2017-01-20 18:00:00,2.07,62
80,2017-01-21 00:00:00,2.11,80
81,2017-01-21 06:00:00,1.55,91
82,2017-01-21 12:00:00,2.11,115
83,2017-01-21 18:00:00,1.67,97
84,2017-01-22 00:00:00,1.54,92
85,2017-01-22 06:00:00,2.85,69
86,2017-01-22 12:00:00,2.97,40
87,2017-01-22 18:00:00,2.85,32
88,2017-01-23 00:00:00,2.83,28
89,2017-01-23 06:00:00,2.76,12
90,2017-01-23 12:00:00,3.4,27
91,2017-01-23 18:00:00,2.34,18
92,2017-01-24 00:00:00,1.88,23
93,2017-01-24 06:00:00,0.38,355
94,2017-01-24 12:00:00,0.85,348
95,2017-01-24 18:00:00,1.58,37
96,2017-01-25 00:00:00,1.98,47
97,2017-01-25 06:00:00,2.4,23
98,2017-01-25 12:00:00,3.5,56
99,2017-01-25 18:00:00,2.61,105
100,2017-01-26 00:00:00,2.68,107
101,2017-01-26 06:00:00,3.07,113
102,2017-01-26 12:00:00,3.79,113
103,2017-01-26 18:00:00,3.7,104
104,2017-01-27 00:00:00,5.45,122
105,2017-01-27 06:00:00,3.01,162
106,2017-01-27 12:00:00,5.06,148
107,2017-01-27 18:00:00,5.63,159
108,2017-01-28 00:00:00,5.89,152
109,2017-01-28 06:00:00,4.94,171
110,2017-01-28 12:00:00,4.25,212
111,2017-01-28 18:00:00,2.6,194
112,2017-01-29 00:00:00,2.95,184
113,2017-01-29 06:00:00,3.76,210
114,2017-01-29 12:00:00,4.39,184
115,2017-01-29 18:00:00,4.4,156
116,2017-01-30 00:00:00,7.89,198
117,2017-01-30 06:00:00,5.34,221
118,2017-01-30 12:00:00,4.56,237
119,2017-01-30 18:00:00,2.82,225
120,2017-01-31 00:00:00,3.06,209
121,2017-01-31 06:00:00,2.15,209
122,2017-01-31 12:00:00,1.08,227
123,2017-01-31 18:00:00,2.12,179
124,2017-02-01 00:00:00,2.92,168
125,2017-02-01 06:00:00,2.89,182
126,2017-02-01 12:00:00,4.53,179
127,2017-02-01 18:00:00,3.33,193
128,2017-02-02 00:00:00,3.77,179
129,2017-02-02 06:00:00,5.05,155
130,2017-02-02 12:00:00,7.51,193
131,2017-02-02 18:00:00,4.94,185
132,2017-02-03 00:00:00,5.16,205
133,2017-02-03 06:00:00,4.24,178
134,2017-02-03 12:00:00,8.86,173
135,2017-02-03 18:00:00,8.71,244
136,2017-02-04 00:00:00,5.18,184
137,2017-02-04 06:00:00,7.7,144
138,2017-02-04 12:00:00,8.4,296
139,2017-02-04 18:00:00,3.47,213
140,2017-02-05 00:00:00,4.28,174
141,2017-02-05 06:00:00,4.26,148
142,2017-02-05 12:00:00,5.64,232
143,2017-02-05 18:00:00,2.71,290
144,2017-02-06 00:00:00,7.73,339
145,2017-02-06 06:00:00,4.66,327
146,2017-02-06 12:00:00,2.17,335
147,2017-02-06 18:00:00,2.28,189
148,2017-02-07 00:00:00,5.07,178
149,2017-02-07 06:00:00,2.39,197
150,2017-02-07 12:00:00,5.01,301
151,2017-02-07 18:00:00,2.25,302
152,2017-02-08 00:00:00,2.62,314
153,2017-02-08 06:00:00,2.47,346
154,2017-02-08 12:00:00,4.95,348
155,2017-02-08 18:00:00,2.81,354
156,2017-02-09 00:00:00,2.81,346
157,2017-02-09 06:00:00,2.75,356
158,2017-02-09 12:00:00,2.99,36
159,2017-02-09 18:00:00,2.11,51
160,2017-02-10 00:00:00,2.25,51
161,2017-02-10 06:00:00,2.57,31
162,2017-02-10 12:00:00,3.38,35
163,2017-02-10 18:00:00,2.88,0
164,2017-02-11 00:00:00,2.44,343
165,2017-02-11 06:00:00,2.46,328
166,2017-02-11 12:00:00,2.25,335
167,2017-02-11 18:00:00,1.39,36
168,2017-02-12 00:00:00,1.82,73
169,2017-02-12 06:00:00,3.64,59
170,2017-02-12 12:00:00,4.53,73
171,2017-02-12 18:00:00,5.43,88
172,2017-02-13 00:00:00,5.36,96
173,2017-02-13 06:00:00,6.75,89
174,2017-02-13 12:00:00,6.13,88
175,2017-02-13 18:00:00,4.95,75
176,2017-02-14 00:00:00,4.35,106
177,2017-02-14 06:00:00,3.87,132
178,2017-02-14 12:00:00,5.48,146
179,2017-02-14 18:00:00,3.88,140
180,2017-02-15 00:00:00,3.52,156
181,2017-02-15 06:00:00,3.67,181
182,2017-02-15 12:00:00,4.38,187
183,2017-02-15 18:00:00,2.06,202
184,2017-02-16 00:00:00,1.33,253
185,2017-02-16 06:00:00,1.04,220
186,2017-02-16 12:00:00,2.07,248
187,2017-02-16 18:00:00,2.13,297
188,2017-02-17 00:00:00,2.09,343
189,2017-02-17 06:00:00,1.59,11
190,2017-02-17 12:00:00,0.58,43
191,2017-02-17 18:00:00,1.47,80
192,2017-02-18 00:00:00,2.16,117
193,2017-02-18 06:00:00,2.63,113
194,2017-02-18 12:00:00,2.97,109
195,2017-02-18 18:00:00,2.58,93
196,2017-02-19 00:00:00,1.1,104
197,2017-02-19 06:00:00,1.4,263
198,2017-02-19 12:00:00,2.54,287
199,2017-02-19 18:00:00,2.39,283
200,2017-02-20 00:00:00,2.56,264
201,2017-02-20 06:00:00,3.69,226
202,2017-02-20 12:00:00,4.4,237
203,2017-02-20 18:00:00,3.6,242
204,2017-02-21 00:00:00,4.27,259
205,2017-02-21 06:00:00,3.64,255
206,2017-02-21 12:00:00,4.83,263
207,2017-02-21 18:00:00,3.94,253
208,2017-02-22 00:00:00,4.59,242
209,2017-02-22 06:00:00,3.77,247
210,2017-02-22 12:00:00,5.85,250
211,2017-02-22 18:00:00,4.61,242
212,2017-02-23 00:00:00,3.97,224
213,2017-02-23 06:00:00,6.63,221
214,2017-02-23 12:00:00,9.75,232
215,2017-02-23 18:00:00,5.41,270
216,2017-02-24 00:00:00,4.75,264
217,2017-02-24 06:00:00,2.8,287
218,2017-02-24 12:00:00,5.7,323
219,2017-02-24 18:00:00,2.91,326
220,2017-02-25 00:00:00,0.55,313
221,2017-02-25 06:00:00,3.0,191
222,2017-02-25 12:00:00,4.1,204
223,2017-02-25 18:00:00,3.03,183
224,2017-02-26 00:00:00,3.66,202
225,2017-02-26 06:00:00,4.23,215
226,2017-02-26 12:00:00,5.1,213
227,2017-02-26 18:00:00,4.93,209
228,2017-02-27 00:00:00,6.11,208
229,2017-02-27 06:00:00,6.34,203
230,2017-02-27 12:00:00,12.18,201
231,2017-02-27 18:00:00,6.75,232
232,2017-02-28 00:00:00,6.73,230
233,2017-02-28 06:00:00,4.47,189
234,2017-02-28 12:00:00,8.38,258
235,2017-02-28 18:00:00,5.15,250
236,2017-03-01 00:00:00,6.54,254
237,2017-03-01 06:00:00,4.94,231
238,2017-03-01 12:00:00,7.74,203
239,2017-03-01 18:00:00,8.39,232
240,2017-03-02 00:00:00,5.73,258
241,2017-03-02 06:00:00,3.55,233
242,2017-03-02 12:00:00,4.4,250
243,2017-03-02 18:00:00,2.25,192
244,2017-03-03 00:00:00,2.85,128
245,2017-03-03 06:00:00,3.98,159
246,2017-03-03 12:00:00,5.32,176
247,2017-03-03 18:00:00,3.49,166
248,2017-03-04 00:00:00,3.41,149
249,2017-03-04 06:00:00,1.82,214
250,2017-03-04 12:00:00,2.4,287
251,2017-03-04 18:00:00,2.91,211
252,2017-03-05 00:00:00,3.61,226
253,2017-03-05 06:00:00,5.24,190
254,2017-03-05 12:00:00,6.91,241
255,2017-03-05 18:00:00,5.48,259
256,2017-03-06 00:00:00,6.85,238
257,2017-03-06 06:00:00,4.33,217
258,2017-03-06 12:00:00,5.8,8
259,2017-03-06 18:00:00,4.23,276
260,2017-03-07 00:00:00,4.75,270
261,2017-03-07 06:00:00,3.77,282
262,2017-03-07 12:00:00,4.29,285
263,2017-03-07 18:00:00,2.04,238
264,2017-03-08 00:00:00,2.91,194
265,2017-03-08 06:00:00,4.82,209
266,2017-03-08 12:00:00,6.07,241
267,2017-03-08 18:00:00,5.44,234
268,2017-03-09 00:00:00,6.22,235
269,2017-03-09 06:00:00,4.84,238
270,2017-03-09 12:00:00,4.47,255
271,2017-03-09 18:00:00,2.04,267
272,2017-03-10 00:00:00,2.03,357
273,2017-03-10 06:00:00,2.21,85
274,2017-03-10 12:00:00,2.35,134
275,2017-03-10 18:00:00,2.51,90
276,2017-03-11 00:00:00,2.52,109
277,2017-03-11 06:00:00,2.16,111
278,2017-03-11 12:00:00,2.2,94
279,2017-03-11 18:00:00,2.74,69
280,2017-03-12 00:00:00,0.65,85
281,2017-03-12 06:00:00,1.05,353
282,2017-03-12 12:00:00,3.3,316
283,2017-03-12 18:00:00,4.3,341
284,2017-03-13 00:00:00,4.39,335
285,2017-03-13 06:00:00,4.14,359
286,2017-03-13 12:00:00,5.73,2
287,2017-03-13 18:00:00,2.8,356
288,2017-03-14 00:00:00,2.81,340
289,2017-03-14 06:00:00,2.26,356
290,2017-03-14 12:00:00,2.26,344
291,2017-03-14 18:00:00,2.95,341
292,2017-03-15 00:00:00,2.54,349
293,2017-03-15 06:00:00,1.59,27
294,2017-03-15 12:00:00,3.01,56
295,2017-03-15 18:00:00,1.86,49
296,2017-03-16 00:00:00,2.11,71
297,2017-03-16 06:00:00,1.73,88
298,2017-03-16 12:00:00,1.94,143
299,2017-03-16 18:00:00,1.34,189
300,2017-03-17 00:00:00,2.73,273
301,2017-03-17 06:00:00,3.75,340
302,2017-03-17 12:00:00,2.37,309
303,2017-03-17 18:00:00,2.9,270
304,2017-03-18 00:00:00,5.06,259
305,2017-03-18 06:00:00,6.72,254
306,2017-03-18 12:00:00,6.19,256
307,2017-03-18 18:00:00,4.67,255
308,2017-03-19 00:00:00,4.7,253
309,2017-03-19 06:00:00,4.94,248
310,2017-03-19 12:00:00,4.81,258
311,2017-03-19 18:00:00,3.28,253
312,2017-03-20 00:00:00,3.17,238
313,2017-03-20 06:00:00,3.48,231
314,2017-03-20 12:00:00,5.66,233
315,2017-03-20 18:00:00,4.19,228
316,2017-03-21 00:00:00,5.77,227
317,2017-03-21 06:00:00,2.31,269
318,2017-03-21 12:00:00,2.89,312
319,2017-03-21 18:00:00,0.88,242
320,2017-03-22 00:00:00,3.23,203
321,2017-03-22 06:00:00,3.94,169
322,2017-03-22 12:00:00,6.48,163
323,2017-03-22 18:00:00,1.25,173
324,2017-03-23 00:00:00,2.55,65
325,2017-03-23 06:00:00,2.57,73
326,2017-03-23 12:00:00,2.28,183
327,2017-03-23 18:00:00,3.41,194
328,2017-03-24 00:00:00,2.36,215
329,2017-03-24 06:00:00,2.24,59
330,2017-03-24 12:00:00,3.81,56
331,2017-03-24 18:00:00,2.81,35
332,2017-03-25 00:00:00,5.26,50
333,2017-03-25 06:00:00,6.58,40
334,2017-03-25 12:00:00,7.29,55
335,2017-03-25 18:00:00,3.28,56
336,2017-03-26 00:00:00,3.28,61
337,2017-03-26 06:00:00,2.14,81
338,2017-03-26 12:00:00,1.14,128
339,2017-03-26 18:00:00,1.87,87
340,2017-03-27 00:00:00,2.21,100
341,2017-03-27 06:00:00,2.18,81
342,2017-03-27 12:00:00,3.83,102
343,2017-03-27 18:00:00,1.62,131
344,2017-03-28 00:00:00,2.45,230
345,2017-03-28 06:00:00,2.63,220
346,2017-03-28 12:00:00,4.36,241
347,2017-03-28 18:00:00,2.28,241
348,2017-03-29 00:00:00,2.54,239
349,2017-03-29 06:00:00,2.47,210
350,2017-03-29 12:00:00,2.84,198
351,2017-03-29 18:00:00,1.46,162
352,2017-03-30 00:00:00,2.81,171
353,2017-03-30 06:00:00,2.71,161
354,2017-03-30 12:00:00,4.23,159
355,2017-03-30 18:00:00,2.27,165
356,2017-03-31 00:00:00,3.59,181
357,2017-03-31 06:00:00,4.51,197
358,2017-03-31 12:00:00,4.74,220
359,2017-03-31 18:00:00,3.63,200
360,2017-04-01 00:00:00,2.97,212
361,2017-04-01 06:00:00,3.37,231
362,2017-04-01 12:00:00,3.33,230
363,2017-04-01 18:00:00,1.77,213
364,2017-04-02 00:00:00,0.92,285
365,2017-04-02 06:00:00,1.99,336
366,2017-04-02 12:00:00,1.54,14
367,2017-04-02 18:00:00,2.68,354
368,2017-04-03 00:00:00,2.71,18
369,2017-04-03 06:00:00,1.72,26
370,2017-04-03 12:00:00,2.11,358
371,2017-04-03 18:00:00,1.75,9
372,2017-04-04 00:00:00,2.66,310
373,2017-04-04 06:00:00,1.58,330
374,2017-04-04 12:00:00,3.54,326
375,2017-04-04 18:00:00,3.85,339
376,2017-04-05 00:00:00,3.46,348
377,2017-04-05 06:00:00,5.11,8
378,2017-04-05 12:00:00,5.3,4
379,2017-04-05 18:00:00,3.4,341
380,2017-04-06 00:00:00,3.26,8
381,2017-04-06 06:00:00,3.9,20
382,2017-04-06 12:00:00,5.51,35
383,2017-04-06 18:00:00,2.6,35
384,2017-04-07 00:00:00,1.69,66
385,2017-04-07 06:00:00,2.1,47
386,2017-04-07 12:00:00,2.64,54
387,2017-04-07 18:00:00,1.93,37
388,2017-04-08 00:00:00,2.49,60
389,2017-04-08 06:00:00,2.42,80
390,2017-04-08 12:00:00,2.4,79
391,2017-04-08 18:00:00,2.44,71
392,2017-04-09 00:00:00,2.06,102
393,2017-04-09 06:00:00,1.97,122
394,2017-04-09 12:00:00,1.08,145
395,2017-04-09 18:00:00,1.27,312
396,2017-04-10 00:00:00,2.88,306
397,2017-04-10 06:00:00,3.71,331
398,2017-04-10 12:00:00,4.22,356
399,2017-04-10 18:00:00,3.15,342
400,2017-04-11 00:00:00,3.31,2
401,2017-04-11 06:00:00,2.29,12
402,2017-04-11 12:00:00,3.18,32
403,2017-04-11 18:00:00,2.08,14
404,2017-04-12 00:00:00,2.38,351
405,2017-04-12 06:00:00,2.0,320
406,2017-04-12 12:00:00,3.02,276
407,2017-04-12 18:00:00,3.13,304
408,2017-04-13 00:00:00,2.73,311
409,2017-04-13 06:00:00,2.06,314
410,2017-04-13 12:00:00,1.5,320
411,2017-04-13 18:00:00,1.71,21
412,2017-04-14 00:00:00,1.14,23
413,2017-04-14 06:00:00,2.62,358
414,2017-04-14 12:00:00,2.73,308
415,2017-04-14 18:00:00,2.61,331
416,2017-04-15 00:00:00,2.16,316
417,2017-04-15 06:00:00,2.92,292
418,2017-04-15 12:00:00,4.09,286
419,2017-04-15 18:00:00,2.4,289
420,2017-04-16 00:00:00,3.17,307
421,2017-04-16 06:00:00,3.38,300
422,2017-04-16 12:00:00,3.91,317
423,2017-04-16 18:00:00,1.98,299
424,2017-04-17 00:00:00,2.32,282
425,2017-04-17 06:00:00,3.52,283
426,2017-04-17 12:00:00,5.25,331
427,2017-04-17 18:00:00,2.56,9
428,2017-04-18 00:00:00,2.69,19
429,2017-04-18 06:00:00,2.61,19
430,2017-04-18 12:00:00,4.01,9
431,2017-04-18 18:00:00,3.43,18
432,2017-04-19 00:00:00,3.31,13
433,2017-04-19 06:00:00,3.53,30
434,2017-04-19 12:00:00,5.64,24
435,2017-04-19 18:00:00,3.72,32
436,2017-04-20 00:00:00,3.22,37
437,2017-04-20 06:00:00,2.74,62
438,2017-04-20 12:00:00,4.18,53
439,2017-04-20 18:00:00,2.64,30
440,2017-04-21 00:00:00,2.58,51
441,2017-04-21 06:00:00,1.72,42
442,2017-04-21 12:00:00,1.46,56
443,2017-04-21 18:00:00,1.51,22
444,2017-04-22 00:00:00,2.09,32
445,2017-04-22 06:00:00,1.99,16
446,2017-04-22 12:00:00,2.6,18
447,2017-04-22 18:00:00,2.75,24
448,2017-04-23 00:00:00,3.02,33
449,2017-04-23 06:00:00,2.94,55
450,2017-04-23 12:00:00,4.05,43
451,2017-04-23 18:00:00,2.41,25
452,2017-04-24 00:00:00,2.6,52
453,2017-04-24 06:00:00,2.36,51
454,2017-04-24 12:00:00,2.08,21
455,2017-04-24 18:00:00,2.99,338
456,2017-04-25 00:00:00,2.42,321
457,2017-04-25 06:00:00,5.29,3
458,2017-04-25 12:00:00,3.33,18
459,2017-04-25 18:00:00,2.5,341
460,2017-04-26 00:00:00,4.11,3
461,2017-04-26 06:00:00,3.4,350
462,2017-04-26 12:00:00,3.88,346
463,2017-04-26 18:00:00,2.76,340
464,2017-04-27 00:00:00,3.3,333
465,2017-04-27 06:00:00,3.01,347
466,2017-04-27 12:00:00,4.14,358
467,2017-04-27 18:00:00,2.9,339
468,2017-04-28 00:00:00,2.28,320
469,2017-04-28 06:00:00,2.99,248
470,2017-04-28 12:00:00,2.31,313
471,2017-04-28 18:00:00,1.9,312
472,2017-04-29 00:00:00,1.57,18
473,2017-04-29 06:00:00,1.42,130
474,2017-04-29 12:00:00,3.62,142
475,2017-04-29 18:00:00,3.6,102
476,2017-04-30 00:00:00,4.16,115
477,2017-04-30 06:00:00,4.27,158
478,2017-04-30 12:00:00,6.51,169
479,2017-04-30 18:00:00,6.26,206
480,2017-05-01 00:00:00,6.15,198
481,2017-05-01 06:00:00,6.82,222
482,2017-05-01 12:00:00,6.98,236
483,2017-05-01 18:00:00,4.06,209
484,2017-05-02 00:00:00,2.01,166
485,2017-05-02 06:00:00,1.87,109
486,2017-05-02 12:00:00,2.38,21
487,2017-05-02 18:00:00,3.23,330
488,2017-05-03 00:00:00,2.13,2
489,2017-05-03 06:00:00,2.14,335
490,2017-05-03 12:00:00,1.51,336
491,2017-05-03 18:00:00,1.23,34
492,2017-05-04 00:00:00,1.91,358
493,2017-05-04 06:00:00,2.72,0
494,2017-05-04 12:00:00,2.63,358
495,2017-05-04 18:00:00,2.28,5
496,2017-05-05 00:00:00,2.43,31
497,2017-05-05 06:00:00,3.17,52
498,2017-05-05 12:00:00,4.56,78
499,2017-05-05 18:00:00,3.79,73
500,2017-05-06 00:00:00,4.68,79
501,2017-05-06 06:00:00,1.69,138
502,2017-05-06 12:00:00,4.17,275
503,2017-05-06 18:00:00,3.82,282
504,2017-05-07 00:00:00,5.3,282
505,2017-05-07 06:00:00,4.33,308
506,2017-05-07 12:00:00,4.2,316
507,2017-05-07 18:00:00,3.48,341
508,2017-05-08 00:00:00,2.81,343
509,2017-05-08 06:00:00,1.82,339
510,2017-05-08 12:00:00,4.12,8
511,2017-05-08 18:00:00,3.17,360
512,2017-05-09 00:00:00,3.84,14
513,2017-05-09 06:00:00,3.86,21
514,2017-05-09 12:00:00,4.01,47
515,2017-05-09 18:00:00,1.85,50
516,2017-05-10 00:00:00,2.83,64
517,2017-05-10 06:00:00,3.62,82
518,2017-05-10 12:00:00,4.11,97
519,2017-05-10 18:00:00,1.6,146
520,2017-05-11 00:00:00,2.75,221
521,2017-05-11 06:00:00,2.31,139
522,2017-05-11 12:00:00,5.48,186
523,2017-05-11 18:00:00,3.26,148
524,2017-05-12 00:00:00,2.98,196
525,2017-05-12 06:00:00,3.44,188
526,2017-05-12 12:00:00,5.38,194
527,2017-05-12 18:00:00,2.18,221
528,2017-05-13 00:00:00,3.39,208
529,2017-05-13 06:00:00,3.58,227
530,2017-05-13 12:00:00,4.14,231
531,2017-05-13 18:00:00,3.17,219
532,2017-05-14 00:00:00,3.22,239
533,2017-05-14 06:00:00,3.32,204
534,2017-05-14 12:00:00,4.88,239
535,2017-05-14 18:00:00,2.18,321
536,2017-05-15 00:00:00,2.33,105
537,2017-05-15 06:00:00,2.62,191
538,2017-05-15 12:00:00,2.35,193
539,2017-05-15 18:00:00,1.3,189
540,2017-05-16 00:00:00,3.07,162
541,2017-05-16 06:00:00,3.23,197
542,2017-05-16 12:00:00,3.32,170
543,2017-05-16 18:00:00,1.17,162
544,2017-05-17 00:00:00,2.07,155
545,2017-05-17 06:00:00,2.49,160
546,2017-05-17 12:00:00,3.65,183
547,2017-05-17 18:00:00,4.53,260
548,2017-05-18 00:00:00,2.24,254
549,2017-05-18 06:00:00,3.11,209
550,2017-05-18 12:00:00,3.83,179
551,2017-05-18 18:00:00,6.8,305
552,2017-05-19 00:00:00,3.25,256
553,2017-05-19 06:00:00,3.65,262
554,2017-05-19 12:00:00,3.9,219
555,2017-05-19 18:00:00,2.92,235
556,2017-05-20 00:00:00,2.62,240
557,2017-05-20 06:00:00,2.57,206
558,2017-05-20 12:00:00,3.73,217
559,2017-05-20 18:00:00,2.02,228
560,2017-05-21 00:00:00,1.1,250
561,2017-05-21 06:00:00,1.14,111
562,2017-05-21 12:00:00,3.04,123
563,2017-05-21 18:00:00,2.57,115
564,2017-05-22 00:00:00,3.27,88
565,2017-05-22 06:00:00,3.38,104
566,2017-05-22 12:00:00,2.21,168
567,2017-05-22 18:00:00,1.66,248
568,2017-05-23 00:00:00,2.96,305
569,2017-05-23 06:00:00,3.67,333
570,2017-05-23 12:00:00,3.58,334
571,2017-05-23 18:00:00,2.54,336
572,2017-05-24 00:00:00,2.68,356
573,2017-05-24 06:00:00,1.81,9
574,2017-05-24 12:00:00,2.17,1
575,2017-05-24 18:00:00,2.42,25
576,2017-05-25 00:00:00,3.14,33
577,2017-05-25 06:00:00,3.79,56
578,2017-05-25 12:00:00,4.53,64
579,2017-05-25 18:00:00,2.81,54
580,2017-05-26 00:00:00,2.4,75
581,2017-05-26 06:00:00,4.84,95
582,2017-05-26 12:00:00,5.13,101
583,2017-05-26 18:00:00,2.91,100
584,2017-05-27 00:00:00,2.89,132
585,2017-05-27 06:00:00,2.82,223
586,2017-05-27 12:00:00,2.77,246
587,2017-05-27 18:00:00,0.43,321
588,2017-05-28 00:00:00,2.12,7
589,2017-05-28 06:00:00,2.37,30
590,2017-05-28 12:00:00,1.43,110
591,2017-05-28 18:00:00,1.92,133
592,2017-05-29 00:00:00,3.18,218
593,2017-05-29 06:00:00,2.26,197
594,2017-05-29 12:00:00,3.79,290
595,2017-05-29 18:00:00,2.9,277
596,2017-05-30 00:00:00,1.95,237
597,2017-05-30 06:00:00,3.09,313
598,2017-05-30 12:00:00,3.26,295
599,2017-05-30 18:00:00,3.55,326
600,2017-05-31 00:00:00,2.47,14
601,2017-05-31 06:00:00,1.72,22
602,2017-05-31 12:00:00,2.61,16
603,2017-05-31 18:00:00,2.16,37
604,2017-06-01 00:00:00,2.42,21
605,2017-06-01 06:00:00,2.2,40
606,2017-06-01 12:00:00,1.89,66
607,2017-06-01 18:00:00,0.96,33
608,2017-06-02 00:00:00,1.6,40
609,2017-06-02 06:00:00,1.37,135
610,2017-06-02 12:00:00,2.67,229
611,2017-06-02 18:00:00,0.67,301
612,2017-06-03 00:00:00,2.32,341
613,2017-06-03 06:00:00,3.22,360
614,2017-06-03 12:00:00,3.7,3
615,2017-06-03 18:00:00,3.82,336
616,2017-06-04 00:00:00,1.99,291
617,2017-06-04 06:00:00,2.94,295
618,2017-06-04 12:00:00,3.17,283
619,2017-06-04 18:00:00,1.77,324
620,2017-06-05 00:00:00,0.27,147
621,2017-06-05 06:00:00,1.42,227
622,2017-06-05 12:00:00,4.8,214
623,2017-06-05 18:00:00,3.8,203
624,2017-06-06 00:00:00,5.93,200
625,2017-06-06 06:00:00,7.09,257
626,2017-06-06 12:00:00,9.12,258
627,2017-06-06 18:00:00,4.21,264
628,2017-06-07 00:00:00,3.86,238
629,2017-06-07 06:00:00,5.62,246
630,2017-06-07 12:00:00,5.48,251
631,2017-06-07 18:00:00,2.88,229
632,2017-06-08 00:00:00,2.17,208
633,2017-06-08 06:00:00,3.83,179
634,2017-06-08 12:00:00,4.63,184
635,2017-06-08 18:00:00,2.32,158
636,2017-06-09 00:00:00,3.14,285
637,2017-06-09 06:00:00,3.76,245
638,2017-06-09 12:00:00,4.75,257
639,2017-06-09 18:00:00,2.12,276
640,2017-06-10 00:00:00,0.26,59
641,2017-06-10 06:00:00,1.8,230
642,2017-06-10 12:00:00,2.36,196
643,2017-06-10 18:00:00,1.53,208
644,2017-06-11 00:00:00,1.41,207
645,2017-06-11 06:00:00,1.42,197
646,2017-06-11 12:00:00,2.78,237
647,2017-06-11 18:00:00,3.29,272
648,2017-06-12 00:00:00,2.81,335
649,2017-06-12 06:00:00,2.12,316
650,2017-06-12 12:00:00,3.18,298
651,2017-06-12 18:00:00,2.83,4
652,2017-06-13 00:00:00,3.44,26
653,2017-06-13 06:00:00,2.38,49
654,2017-06-13 12:00:00,2.77,58
655,2017-06-13 18:00:00,2.36,42
656,2017-06-14 00:00:00,3.28,45
657,2017-06-14 06:00:00,2.98,84
658,2017-06-14 12:00:00,2.84,100
659,2017-06-14 18:00:00,2.05,135
660,2017-06-15 00:00:00,2.49,180
661,2017-06-15 06:00:00,2.21,255
662,2017-06-15 12:00:00,4.0,299
