,Time,Speed(m/s),Direction (deg N)
143,2017-02-05 18:00:00,1.54,246
144,2017-02-06 00:00:00,5.98,330
145,2017-02-06 06:00:00,5.04,324
146,2017-02-06 12:00:00,3.15,342
147,2017-02-06 18:00:00,1.77,220
148,2017-02-07 00:00:00,3.75,178
149,2017-02-07 06:00:00,2.31,191
150,2017-02-07 12:00:00,3.43,288
151,2017-02-07 18:00:00,2.07,297
152,2017-02-08 00:00:00,2.06,318
153,2017-02-08 06:00:00,2.09,353
154,2017-02-08 12:00:00,4.64,346
155,2017-02-08 18:00:00,2.67,352
156,2017-02-09 00:00:00,2.63,337
157,2017-02-09 06:00:00,3.32,348
158,2017-02-09 12:00:00,3.53,24
159,2017-02-09 18:00:00,2.14,65
160,2017-02-10 00:00:00,2.19,42
161,2017-02-10 06:00:00,2.16,35
162,2017-02-10 12:00:00,2.02,32
163,2017-02-10 18:00:00,2.69,353
164,2017-02-11 00:00:00,2.47,339
165,2017-02-11 06:00:00,2.2,335
166,2017-02-11 12:00:00,2.19,317
167,2017-02-11 18:00:00,0.85,28
168,2017-02-12 00:00:00,1.78,83
169,2017-02-12 06:00:00,3.73,63
170,2017-02-12 12:00:00,3.57,74
171,2017-02-12 18:00:00,5.55,95
172,2017-02-13 00:00:00,4.96,91
173,2017-02-13 06:00:00,6.43,89
174,2017-02-13 12:00:00,6.12,86
175,2017-02-13 18:00:00,5.41,82
176,2017-02-14 00:00:00,4.5,110
177,2017-02-14 06:00:00,3.16,126
178,2017-02-14 12:00:00,4.26,146
179,2017-02-14 18:00:00,2.9,133
180,2017-02-15 00:00:00,3.77,166
181,2017-02-15 06:00:00,3.35,175
182,2017-02-15 12:00:00,3.92,189
183,2017-02-15 18:00:00,2.4,176
184,2017-02-16 00:00:00,2.7,236
185,2017-02-16 06:00:00,2.2,220
186,2017-02-16 12:00:00,2.46,244
187,2017-02-16 18:00:00,2.21,284
188,2017-02-17 00:00:00,2.1,332
189,2017-02-17 06:00:00,1.82,21
190,2017-02-17 12:00:00,1.04,27
191,2017-02-17 18:00:00,1.91,54
192,2017-02-18 00:00:00,2.08,99
193,2017-02-18 06:00:00,2.63,107
194,2017-02-18 12:00:00,3.13,96
195,2017-02-18 18:00:00,2.49,80
196,2017-02-19 00:00:00,1.24,97
197,2017-02-19 06:00:00,0.79,248
198,2017-02-19 12:00:00,2.21,286
199,2017-02-19 18:00:00,2.28,269
200,2017-02-20 00:00:00,2.34,275
201,2017-02-20 06:00:00,3.59,218
202,2017-02-20 12:00:00,4.61,233
203,2017-02-20 18:00:00,3.77,235
204,2017-02-21 00:00:00,4.26,247
205,2017-02-21 06:00:00,3.69,249
206,2017-02-21 12:00:00,4.49,261
207,2017-02-21 18:00:00,2.94,239
208,2017-02-22 00:00:00,4.36,240
209,2017-02-22 06:00:00,3.79,243
210,2017-02-22 12:00:00,4.81,246
211,2017-02-22 18:00:00,3.93,241
212,2017-02-23 00:00:00,3.97,222
213,2017-02-23 06:00:00,6.22,216
214,2017-02-23 12:00:00,9.32,232
215,2017-02-23 18:00:00,5.17,272
216,2017-02-24 00:00:00,4.71,262
217,2017-02-24 06:00:00,2.41,271
218,2017-02-24 12:00:00,5.21,320
219,2017-02-24 18:00:00,2.76,330
220,2017-02-25 00:00:00,0.75,357
221,2017-02-25 06:00:00,2.69,185
222,2017-02-25 12:00:00,3.32,205
223,2017-02-25 18:00:00,2.96,181
224,2017-02-26 00:00:00,3.51,196
225,2017-02-26 06:00:00,3.89,211
226,2017-02-26 12:00:00,4.83,210
227,2017-02-26 18:00:00,4.83,205
228,2017-02-27 00:00:00,5.8,211
229,2017-02-27 06:00:00,6.04,201
230,2017-02-27 12:00:00,11.19,199
231,2017-02-27 18:00:00,7.79,235
232,2017-02-28 00:00:00,6.57,228
233,2017-02-28 06:00:00,4.12,192
234,2017-02-28 12:00:00,8.59,246
235,2017-02-28 18:00:00,4.98,250
236,2017-03-01 00:00:00,6.19,244
237,2017-03-01 06:00:00,5.0,227
238,2017-03-01 12:00:00,7.42,204
239,2017-03-01 18:00:00,8.74,230
240,2017-03-02 00:00:00,5.98,261
241,2017-03-02 06:00:00,3.57,227
242,2017-03-02 12:00:00,4.23,246
243,2017-03-02 18:00:00,2.02,195
244,2017-03-03 00:00:00,2.92,126
245,2017-03-03 06:00:00,4.16,158
246,2017-03-03 12:00:00,5.64,172
247,2017-03-03 18:00:00,3.81,163
248,2017-03-04 00:00:00,3.91,157
249,2017-03-04 06:00:00,4.88,168
250,2017-03-04 12:00:00,2.5,261
251,2017-03-04 18:00:00,2.92,209
252,2017-03-05 00:00:00,3.98,221
253,2017-03-05 06:00:00,4.77,193
254,2017-03-05 12:00:00,9.35,219
255,2017-03-05 18:00:00,5.84,256
256,2017-03-06 00:00:00,6.72,234
257,2017-03-06 06:00:00,4.26,222
258,2017-03-06 12:00:00,3.55,335
259,2017-03-06 18:00:00,4.44,280
260,2017-03-07 00:00:00,4.81,266
261,2017-03-07 06:00:00,3.92,273
262,2017-03-07 12:00:00,4.26,290
263,2017-03-07 18:00:00,2.1,251
264,2017-03-08 00:00:00,2.61,199
265,2017-03-08 06:00:00,5.23,195
266,2017-03-08 12:00:00,5.33,241
267,2017-03-08 18:00:00,5.14,231
268,2017-03-09 00:00:00,6.33,239
269,2017-03-09 06:00:00,4.74,233
270,2017-03-09 12:00:00,4.58,248
271,2017-03-09 18:00:00,2.32,249
272,2017-03-10 00:00:00,2.06,352
273,2017-03-10 06:00:00,2.13,83
274,2017-03-10 12:00:00,2.44,123
275,2017-03-10 18:00:00,2.56,84
276,2017-03-11 00:00:00,2.55,108
277,2017-03-11 06:00:00,2.16,109
278,2017-03-11 12:00:00,1.94,97
279,2017-03-11 18:00:00,2.82,66
280,2017-03-12 00:00:00,0.94,122
281,2017-03-12 06:00:00,0.44,245
282,2017-03-12 12:00:00,2.58,297
283,2017-03-12 18:00:00,3.37,353
284,2017-03-13 00:00:00,4.26,338
285,2017-03-13 06:00:00,3.77,357
286,2017-03-13 12:00:00,5.54,4
287,2017-03-13 18:00:00,3.06,354
288,2017-03-14 00:00:00,2.82,2
289,2017-03-14 06:00:00,2.27,8
290,2017-03-14 12:00:00,2.3,347
291,2017-03-14 18:00:00,3.01,348
292,2017-03-15 00:00:00,2.35,360
293,2017-03-15 06:00:00,1.86,36
294,2017-03-15 12:00:00,2.87,52
295,2017-03-15 18:00:00,2.07,40
296,2017-03-16 00:00:00,2.26,72
297,2017-03-16 06:00:00,1.85,81
298,2017-03-16 12:00:00,1.54,143
299,2017-03-16 18:00:00,1.06,168
300,2017-03-17 00:00:00,2.76,231
301,2017-03-17 06:00:00,2.97,346
302,2017-03-17 12:00:00,2.11,310
303,2017-03-17 18:00:00,2.71,260
304,2017-03-18 00:00:00,4.45,257
305,2017-03-18 06:00:00,6.52,248
306,2017-03-18 12:00:00,6.55,254
307,2017-03-18 18:00:00,4.97,245
308,2017-03-19 00:00:00,4.87,248
309,2017-03-19 06:00:00,4.83,247
310,2017-03-19 12:00:00,4.67,257
311,2017-03-19 18:00:00,3.27,258
312,2017-03-20 00:00:00,3.13,239
313,2017-03-20 06:00:00,3.55,235
314,2017-03-20 12:00:00,5.81,234
315,2017-03-20 18:00:00,3.92,224
316,2017-03-21 00:00:00,5.6,229
317,2017-03-21 06:00:00,2.6,246
318,2017-03-21 12:00:00,2.97,314
319,2017-03-21 18:00:00,0.66,237
320,2017-03-22 00:00:00,3.11,201
321,2017-03-22 06:00:00,3.82,167
322,2017-03-22 12:00:00,5.73,161
323,2017-03-22 18:00:00,1.94,123
324,2017-03-23 00:00:00,2.34,109
325,2017-03-23 06:00:00,2.84,96
326,2017-03-23 12:00:00,2.87,169
327,2017-03-23 18:00:00,3.11,194
328,2017-03-24 00:00:00,2.66,228
329,2017-03-24 06:00:00,2.19,68
330,2017-03-24 12:00:00,3.66,46
331,2017-03-24 18:00:00,2.19,24
332,2017-03-25 00:00:00,5.05,53
333,2017-03-25 06:00:00,5.66,42
334,2017-03-25 12:00:00,6.76,57
335,2017-03-25 18:00:00,2.58,57
336,2017-03-26 00:00:00,2.85,69
337,2017-03-26 06:00:00,0.97,137
338,2017-03-26 12:00:00,1.15,204
339,2017-03-26 18:00:00,1.86,98
340,2017-03-27 00:00:00,2.37,96
341,2017-03-27 06:00:00,2.15,86
342,2017-03-27 12:00:00,3.86,105
343,2017-03-27 18:00:00,1.67,156
344,2017-03-28 00:00:00,2.5,237
345,2017-03-28 06:00:00,2.87,211
346,2017-03-28 12:00:00,4.05,240
347,2017-03-28 18:00:00,1.96,252
348,2017-03-29 00:00:00,2.41,241
349,2017-03-29 06:00:00,2.11,214
350,2017-03-29 12:00:00,1.94,192
351,2017-03-29 18:00:00,1.35,124
352,2017-03-30 00:00:00,2.67,162
353,2017-03-30 06:00:00,2.81,154
354,2017-03-30 12:00:00,3.61,156
355,2017-03-30 18:00:00,2.25,163
356,2017-03-31 00:00:00,3.55,178
357,2017-03-31 06:00:00,4.11,186
358,2017-03-31 12:00:00,4.84,221
359,2017-03-31 18:00:00,4.35,186
360,2017-04-01 00:00:00,3.31,191
361,2017-04-01 06:00:00,2.43,219
362,2017-04-01 12:00:00,2.8,237
363,2017-04-01 18:00:00,1.88,214
364,2017-04-02 00:00:00,1.17,247
365,2017-04-02 06:00:00,1.48,275
366,2017-04-02 12:00:00,1.58,354
367,2017-04-02 18:00:00,2.49,360
368,2017-04-03 00:00:00,2.72,14
369,2017-04-03 06:00:00,1.78,24
370,2017-04-03 12:00:00,2.86,9
371,2017-04-03 18:00:00,1.93,20
372,2017-04-04 00:00:00,0.35,239
373,2017-04-04 06:00:00,1.77,306
374,2017-04-04 12:00:00,2.57,319
375,2017-04-04 18:00:00,3.15,352
376,2017-04-05 00:00:00,3.44,347
377,2017-04-05 06:00:00,4.85,357
378,2017-04-05 12:00:00,5.02,9
379,2017-04-05 18:00:00,3.09,347
380,2017-04-06 00:00:00,3.58,8
381,2017-04-06 06:00:00,3.94,19
382,2017-04-06 12:00:00,5.75,27
383,2017-04-06 18:00:00,2.58,31
384,2017-04-07 00:00:00,1.83,62
385,2017-04-07 06:00:00,2.39,43
386,2017-04-07 12:00:00,2.84,45
387,2017-04-07 18:00:00,2.16,28
388,2017-04-08 00:00:00,2.43,66
389,2017-04-08 06:00:00,2.25,79
390,2017-04-08 12:00:00,2.27,67
391,2017-04-08 18:00:00,2.36,57
392,2017-04-09 00:00:00,2.04,98
393,2017-04-09 06:00:00,1.85,118
394,2017-04-09 12:00:00,0.93,138
395,2017-04-09 18:00:00,1.26,332
396,2017-04-10 00:00:00,2.63,281
397,2017-04-10 06:00:00,2.52,330
398,2017-04-10 12:00:00,4.29,352
399,2017-04-10 18:00:00,2.53,341
400,2017-04-11 00:00:00,3.7,2
401,2017-04-11 06:00:00,2.46,15
402,2017-04-11 12:00:00,3.38,30
403,2017-04-11 18:00:00,1.81,31
404,2017-04-12 00:00:00,1.94,352
405,2017-04-12 06:00:00,1.93,329
406,2017-04-12 12:00:00,2.66,271
407,2017-04-12 18:00:00,2.65,296
408,2017-04-13 00:00:00,2.69,324
409,2017-04-13 06:00:00,1.6,298
410,2017-04-13 12:00:00,1.42,338
411,2017-04-13 18:00:00,1.58,36
412,2017-04-14 00:00:00,0.66,132
413,2017-04-14 06:00:00,1.9,335
414,2017-04-14 12:00:00,2.76,306
415,2017-04-14 18:00:00,2.39,334
416,2017-04-15 00:00:00,2.02,332
417,2017-04-15 06:00:00,2.34,301
418,2017-04-15 12:00:00,3.81,288
419,2017-04-15 18:00:00,2.3,279
420,2017-04-16 00:00:00,3.1,312
421,2017-04-16 06:00:00,2.92,296
422,2017-04-16 12:00:00,3.44,315
423,2017-04-16 18:00:00,1.56,291
424,2017-04-17 00:00:00,2.21,283
425,2017-04-17 06:00:00,2.91,268
426,2017-04-17 12:00:00,4.78,330
427,2017-04-17 18:00:00,2.49,3
428,2017-04-18 00:00:00,2.63,16
429,2017-04-18 06:00:00,2.5,21
430,2017-04-18 12:00:00,4.26,359
431,2017-04-18 18:00:00,3.31,23
432,2017-04-19 00:00:00,2.9,22
433,2017-04-19 06:00:00,3.39,30
434,2017-04-19 12:00:00,5.62,20
435,2017-04-19 18:00:00,3.44,27
436,2017-04-20 00:00:00,2.86,38
437,2017-04-20 06:00:00,2.99,63
438,2017-04-20 12:00:00,4.61,50
439,2017-04-20 18:00:00,2.72,26
440,2017-04-21 00:00:00,2.52,61
441,2017-04-21 06:00:00,1.52,49
442,2017-04-21 12:00:00,1.54,53
443,2017-04-21 18:00:00,1.13,32
444,2017-04-22 00:00:00,2.2,40
445,2017-04-22 06:00:00,1.61,28
446,2017-04-22 12:00:00,2.83,14
447,2017-04-22 18:00:00,2.84,20
448,2017-04-23 00:00:00,3.11,31
449,2017-04-23 06:00:00,2.97,56
450,2017-04-23 12:00:00,4.09,39
451,2017-04-23 18:00:00,2.3,23
452,2017-04-24 00:00:00,2.6,55
453,2017-04-24 06:00:00,2.24,56
454,2017-04-24 12:00:00,1.86,30
455,2017-04-24 18:00:00,2.46,337
456,2017-04-25 00:00:00,2.06,341
457,2017-04-25 06:00:00,5.02,0
458,2017-04-25 12:00:00,3.57,17
459,2017-04-25 18:00:00,1.74,353
460,2017-04-26 00:00:00,3.55,6
461,2017-04-26 06:00:00,3.66,359
462,2017-04-26 12:00:00,2.67,351
463,2017-04-26 18:00:00,2.69,332
464,2017-04-27 00:00:00,2.86,332
465,2017-04-27 06:00:00,2.68,350
466,2017-04-27 12:00:00,3.95,359
467,2017-04-27 18:00:00,2.74,341
468,2017-04-28 00:00:00,2.26,337
469,2017-04-28 06:00:00,2.44,235
470,2017-04-28 12:00:00,1.09,265
471,2017-04-28 18:00:00,1.83,272
472,2017-04-29 00:00:00,1.13,349
473,2017-04-29 06:00:00,1.49,158
474,2017-04-29 12:00:00,3.0,132
475,2017-04-29 18:00:00,3.22,101
476,2017-04-30 00:00:00,4.05,115
477,2017-04-30 06:00:00,4.72,161
478,2017-04-30 12:00:00,5.8,175
479,2017-04-30 18:00:00,6.29,224
480,2017-05-01 00:00:00,5.74,194
481,2017-05-01 06:00:00,6.71,223
482,2017-05-01 12:00:00,6.55,235
483,2017-05-01 18:00:00,3.73,206
484,2017-05-02 00:00:00,1.8,176
485,2017-05-02 06:00:00,1.95,111
486,2017-05-02 12:00:00,3.05,27
487,2017-05-02 18:00:00,2.23,311
488,2017-05-03 00:00:00,2.25,8
489,2017-05-03 06:00:00,1.57,321
490,2017-05-03 12:00:00,1.93,327
491,2017-05-03 18:00:00,0.85,9
492,2017-05-04 00:00:00,1.19,3
493,2017-05-04 06:00:00,1.77,3
494,2017-05-04 12:00:00,1.81,6
495,2017-05-04 18:00:00,1.49,358
496,2017-05-05 00:00:00,1.94,35
497,2017-05-05 06:00:00,2.15,56
498,2017-05-05 12:00:00,4.08,87
499,2017-05-05 18:00:00,3.15,79
500,2017-05-06 00:00:00,4.67,87
501,2017-05-06 06:00:00,2.86,176
502,2017-05-06 12:00:00,5.62,258
503,2017-05-06 18:00:00,4.21,267
504,2017-05-07 00:00:00,4.93,256
505,2017-05-07 06:00:00,4.69,298
506,2017-05-07 12:00:00,4.16,326
507,2017-05-07 18:00:00,2.94,333
508,2017-05-08 00:00:00,2.75,347
509,2017-05-08 06:00:00,2.0,355
510,2017-05-08 12:00:00,2.94,3
511,2017-05-08 18:00:00,2.32,350
512,2017-05-09 00:00:00,2.82,8
513,2017-05-09 06:00:00,3.34,14
514,2017-05-09 12:00:00,3.65,42
515,2017-05-09 18:00:00,1.43,41
516,2017-05-10 00:00:00,2.58,77
517,2017-05-10 06:00:00,3.63,90
518,2017-05-10 12:00:00,3.73,101
519,2017-05-10 18:00:00,1.43,168
520,2017-05-11 00:00:00,2.75,222
521,2017-05-11 06:00:00,2.19,140
522,2017-05-11 12:00:00,5.79,187
523,2017-05-11 18:00:00,3.27,156
524,2017-05-12 00:00:00,3.06,188
525,2017-05-12 06:00:00,3.55,185
526,2017-05-12 12:00:00,5.77,191
527,2017-05-12 18:00:00,2.35,230
528,2017-05-13 00:00:00,3.34,204
529,2017-05-13 06:00:00,3.38,224
530,2017-05-13 12:00:00,3.91,215
531,2017-05-13 18:00:00,3.18,220
532,2017-05-14 00:00:00,3.14,227
533,2017-05-14 06:00:00,3.06,204
534,2017-05-14 12:00:00,4.71,232
535,2017-05-14 18:00:00,1.93,310
536,2017-05-15 00:00:00,1.76,93
537,2017-05-15 06:00:00,2.47,191
538,2017-05-15 12:00:00,1.68,185
539,2017-05-15 18:00:00,1.01,175
540,2017-05-16 00:00:00,3.37,158
541,2017-05-16 06:00:00,2.92,192
542,2017-05-16 12:00:00,2.59,155
543,2017-05-16 18:00:00,1.34,128
544,2017-05-17 00:00:00,2.42,132
545,2017-05-17 06:00:00,2.61,166
546,2017-05-17 12:00:00,3.54,178
547,2017-05-17 18:00:00,3.43,251
548,2017-05-18 00:00:00,2.56,255
549,2017-05-18 06:00:00,3.12,218
550,2017-05-18 12:00:00,3.75,165
551,2017-05-18 18:00:00,8.46,286
552,2017-05-19 00:00:00,3.45,255
553,2017-05-19 06:00:00,3.76,255
554,2017-05-19 12:00:00,3.94,229
555,2017-05-19 18:00:00,3.15,233
556,2017-05-20 00:00:00,2.84,217
557,2017-05-20 06:00:00,3.06,209
558,2017-05-20 12:00:00,3.52,219
559,2017-05-20 18:00:00,1.95,232
560,2017-05-21 00:00:00,0.77,239
561,2017-05-21 06:00:00,1.03,114
562,2017-05-21 12:00:00,2.79,119
563,2017-05-21 18:00:00,2.13,116
564,2017-05-22 00:00:00,3.16,94
565,2017-05-22 06:00:00,3.15,109
566,2017-05-22 12:00:00,2.06,181
567,2017-05-22 18:00:00,1.82,243
568,2017-05-23 00:00:00,2.35,271
569,2017-05-23 06:00:00,3.14,336
570,2017-05-23 12:00:00,3.43,328
571,2017-05-23 18:00:00,2.27,332
572,2017-05-24 00:00:00,2.69,8
573,2017-05-24 06:00:00,1.69,19
574,2017-05-24 12:00:00,2.22,359
575,2017-05-24 18:00:00,2.53,12
576,2017-05-25 00:00:00,2.93,35
577,2017-05-25 06:00:00,3.45,57
578,2017-05-25 12:00:00,4.28,61
579,2017-05-25 18:00:00,2.84,36
580,2017-05-26 00:00:00,2.44,72
581,2017-05-26 06:00:00,4.41,94
582,2017-05-26 12:00:00,4.84,100
583,2017-05-26 18:00:00,2.74,100
584,2017-05-27 00:00:00,2.9,130
585,2017-05-27 06:00:00,2.88,206
586,2017-05-27 12:00:00,3.02,228
587,2017-05-27 18:00:00,1.08,174
588,2017-05-28 00:00:00,0.1,187
589,2017-05-28 06:00:00,0.71,55
590,2017-05-28 12:00:00,1.94,138
591,2017-05-28 18:00:00,1.58,151
592,2017-05-29 00:00:00,3.43,200
593,2017-05-29 06:00:00,2.59,177
594,2017-05-29 12:00:00,2.68,248
595,2017-05-29 18:00:00,3.87,291
596,2017-05-30 00:00:00,1.75,249
597,2017-05-30 06:00:00,2.95,297
598,2017-05-30 12:00:00,2.66,296
599,2017-05-30 18:00:00,3.32,333
600,2017-05-31 00:00:00,2.58,20
601,2017-05-31 06:00:00,1.85,28
602,2017-05-31 12:00:00,2.97,11
603,2017-05-31 18:00:00,2.27,35
604,2017-06-01 00:00:00,2.17,27
605,2017-06-01 06:00:00,2.06,39
606,2017-06-01 12:00:00,1.96,79
607,2017-06-01 18:00:00,0.56,3
608,2017-06-02 00:00:00,0.93,102
609,2017-06-02 06:00:00,1.62,189
610,2017-06-02 12:00:00,2.61,210
611,2017-06-02 18:00:00,1.02,232
612,2017-06-03 00:00:00,1.71,322
613,2017-06-03 06:00:00,2.48,2
614,2017-06-03 12:00:00,3.91,15
615,2017-06-03 18:00:00,4.68,334
616,2017-06-04 00:00:00,1.99,299
617,2017-06-04 06:00:00,2.62,287
618,2017-06-04 12:00:00,2.7,288
619,2017-06-04 18:00:00,1.94,325
620,2017-06-05 00:00:00,0.69,72
621,2017-06-05 06:00:00,1.86,209
622,2017-06-05 12:00:00,3.69,211
623,2017-06-05 18:00:00,3.28,201
624,2017-06-06 00:00:00,5.36,197
625,2017-06-06 06:00:00,6.78,258
626,2017-06-06 12:00:00,8.85,253
627,2017-06-06 18:00:00,3.92,258
628,2017-06-07 00:00:00,3.61,226
629,2017-06-07 06:00:00,5.19,243
630,2017-06-07 12:00:00,5.67,251
631,2017-06-07 18:00:00,2.87,220
632,2017-06-08 00:00:00,2.56,193
633,2017-06-08 06:00:00,3.83,176
634,2017-06-08 12:00:00,4.28,179
635,2017-06-08 18:00:00,2.66,152
636,2017-06-09 00:00:00,3.68,263
637,2017-06-09 06:00:00,4.41,232
638,2017-06-09 12:00:00,5.33,259
639,2017-06-09 18:00:00,2.07,275
640,2017-06-10 00:00:00,0.44,199
641,2017-06-10 06:00:00,2.45,192
642,2017-06-10 12:00:00,2.46,189
643,2017-06-10 18:00:00,1.41,214
644,2017-06-11 00:00:00,1.58,178
645,2017-06-11 06:00:00,2.05,189
646,2017-06-11 12:00:00,2.53,223
647,2017-06-11 18:00:00,3.35,275
648,2017-06-12 00:00:00,3.6,343
649,2017-06-12 06:00:00,2.16,335
650,2017-06-12 12:00:00,3.11,303
651,2017-06-12 18:00:00,2.99,5
652,2017-06-13 00:00:00,3.35,36
653,2017-06-13 06:00:00,2.49,54
654,2017-06-13 12:00:00,2.97,53
655,2017-06-13 18:00:00,2.57,24
656,2017-06-14 00:00:00,2.85,49
657,2017-06-14 06:00:00,2.64,92
658,2017-06-14 12:00:00,2.28,87
659,2017-06-14 18:00:00,1.59,141
660,2017-06-15 00:00:00,2.55,177
661,2017-06-15 06:00:00,2.91,218
662,2017-06-15 12:00:00,3.9,271
663,2017-06-15 18:00:00,2.77,319
