Unnamed: 0,Time,Speed(m/s),Direction (deg N)
116,2017-01-30 00:00:00,7.83,198
117,2017-01-30 06:00:00,5.33,221
118,2017-01-30 12:00:00,4.61,237
119,2017-01-30 18:00:00,2.84,224
120,2017-01-31 00:00:00,3.13,210
121,2017-01-31 06:00:00,2.21,209
122,2017-01-31 12:00:00,1.12,229
123,2017-01-31 18:00:00,2.07,181
124,2017-02-01 00:00:00,2.89,168
125,2017-02-01 06:00:00,2.85,182
126,2017-02-01 12:00:00,4.5,180
127,2017-02-01 18:00:00,3.27,193
128,2017-02-02 00:00:00,3.73,179
129,2017-02-02 06:00:00,4.96,154
130,2017-02-02 12:00:00,7.23,193
131,2017-02-02 18:00:00,4.91,184
132,2017-02-03 00:00:00,5.18,205
133,2017-02-03 06:00:00,4.22,179
134,2017-02-03 12:00:00,8.76,173
135,2017-02-03 18:00:00,8.7,243
136,2017-02-04 00:00:00,5.17,184
137,2017-02-04 06:00:00,7.65,146
138,2017-02-04 12:00:00,8.34,294
139,2017-02-04 18:00:00,3.47,214
140,2017-02-05 00:00:00,4.31,174
141,2017-02-05 06:00:00,4.24,149
142,2017-02-05 12:00:00,5.64,232
143,2017-02-05 18:00:00,2.54,288
144,2017-02-06 00:00:00,7.63,338
145,2017-02-06 06:00:00,4.72,327
146,2017-02-06 12:00:00,2.28,336
147,2017-02-06 18:00:00,2.21,191
148,2017-02-07 00:00:00,4.93,178
149,2017-02-07 06:00:00,2.42,193
150,2017-02-07 12:00:00,4.94,301
151,2017-02-07 18:00:00,2.25,301
152,2017-02-08 00:00:00,2.57,315
153,2017-02-08 06:00:00,2.43,347
154,2017-02-08 12:00:00,4.93,348
155,2017-02-08 18:00:00,2.79,354
156,2017-02-09 00:00:00,2.8,345
157,2017-02-09 06:00:00,2.8,355
158,2017-02-09 12:00:00,3.02,34
159,2017-02-09 18:00:00,2.11,52
160,2017-02-10 00:00:00,2.25,51
161,2017-02-10 06:00:00,2.54,31
162,2017-02-10 12:00:00,3.27,35
163,2017-02-10 18:00:00,2.87,360
164,2017-02-11 00:00:00,2.45,343
165,2017-02-11 06:00:00,2.44,329
166,2017-02-11 12:00:00,2.24,333
167,2017-02-11 18:00:00,1.33,37
168,2017-02-12 00:00:00,1.81,74
169,2017-02-12 06:00:00,3.65,60
170,2017-02-12 12:00:00,4.45,72
171,2017-02-12 18:00:00,5.43,88
172,2017-02-13 00:00:00,5.31,95
173,2017-02-13 06:00:00,6.71,89
174,2017-02-13 12:00:00,6.11,87
175,2017-02-13 18:00:00,4.97,75
176,2017-02-14 00:00:00,4.35,107
177,2017-02-14 06:00:00,3.74,131
178,2017-02-14 12:00:00,5.34,146
179,2017-02-14 18:00:00,3.82,139
180,2017-02-15 00:00:00,3.53,157
181,2017-02-15 06:00:00,3.62,180
182,2017-02-15 12:00:00,4.33,187
183,2017-02-15 18:00:00,2.1,199
184,2017-02-16 00:00:00,1.51,250
185,2017-02-16 06:00:00,1.16,221
186,2017-02-16 12:00:00,2.1,248
187,2017-02-16 18:00:00,2.14,295
188,2017-02-17 00:00:00,2.1,342
189,2017-02-17 06:00:00,1.63,12
190,2017-02-17 12:00:00,0.63,41
191,2017-02-17 18:00:00,1.51,78
192,2017-02-18 00:00:00,2.14,115
193,2017-02-18 06:00:00,2.62,112
194,2017-02-18 12:00:00,2.98,107
195,2017-02-18 18:00:00,2.58,91
196,2017-02-19 00:00:00,1.11,101
197,2017-02-19 06:00:00,1.32,263
198,2017-02-19 12:00:00,2.5,287
199,2017-02-19 18:00:00,2.38,282
200,2017-02-20 00:00:00,2.53,265
201,2017-02-20 06:00:00,3.66,225
202,2017-02-20 12:00:00,4.41,236
203,2017-02-20 18:00:00,3.61,241
204,2017-02-21 00:00:00,4.26,257
205,2017-02-21 06:00:00,3.63,254
206,2017-02-21 12:00:00,4.81,263
207,2017-02-21 18:00:00,3.83,252
208,2017-02-22 00:00:00,4.57,242
209,2017-02-22 06:00:00,3.75,246
210,2017-02-22 12:00:00,5.79,250
211,2017-02-22 18:00:00,4.54,242
212,2017-02-23 00:00:00,3.96,224
213,2017-02-23 06:00:00,6.57,220
214,2017-02-23 12:00:00,9.7,232
215,2017-02-23 18:00:00,5.39,270
216,2017-02-24 00:00:00,4.76,264
217,2017-02-24 06:00:00,2.76,285
218,2017-02-24 12:00:00,5.66,323
219,2017-02-24 18:00:00,2.91,326
220,2017-02-25 00:00:00,0.57,319
221,2017-02-25 06:00:00,2.95,191
222,2017-02-25 12:00:00,4.03,203
223,2017-02-25 18:00:00,3.02,182
224,2017-02-26 00:00:00,3.63,201
225,2017-02-26 06:00:00,4.18,214
226,2017-02-26 12:00:00,5.06,212
227,2017-02-26 18:00:00,4.93,208
228,2017-02-27 00:00:00,6.1,208
229,2017-02-27 06:00:00,6.28,203
230,2017-02-27 12:00:00,12.11,200
231,2017-02-27 18:00:00,6.82,233
232,2017-02-28 00:00:00,6.71,230
233,2017-02-28 06:00:00,4.44,189
234,2017-02-28 12:00:00,8.38,257
235,2017-02-28 18:00:00,5.14,250
236,2017-03-01 00:00:00,6.49,253
237,2017-03-01 06:00:00,4.93,230
238,2017-03-01 12:00:00,7.72,203
239,2017-03-01 18:00:00,8.45,231
240,2017-03-02 00:00:00,5.73,258
241,2017-03-02 06:00:00,3.55,232
242,2017-03-02 12:00:00,4.37,249
243,2017-03-02 18:00:00,2.23,192
244,2017-03-03 00:00:00,2.84,128
245,2017-03-03 06:00:00,3.93,158
246,2017-03-03 12:00:00,5.29,176
247,2017-03-03 18:00:00,3.49,166
248,2017-03-04 00:00:00,3.27,148
249,2017-03-04 06:00:00,1.97,205
250,2017-03-04 12:00:00,2.34,286
251,2017-03-04 18:00:00,2.89,211
252,2017-03-05 00:00:00,3.63,226
253,2017-03-05 06:00:00,5.18,190
254,2017-03-05 12:00:00,7.1,238
255,2017-03-05 18:00:00,5.5,258
256,2017-03-06 00:00:00,6.83,238
257,2017-03-06 06:00:00,4.3,217
258,2017-03-06 12:00:00,5.55,5
259,2017-03-06 18:00:00,4.25,277
260,2017-03-07 00:00:00,4.75,269
261,2017-03-07 06:00:00,3.78,281
262,2017-03-07 12:00:00,4.29,286
263,2017-03-07 18:00:00,2.03,239
264,2017-03-08 00:00:00,2.85,195
265,2017-03-08 06:00:00,4.85,207
266,2017-03-08 12:00:00,6.01,241
267,2017-03-08 18:00:00,5.4,234
268,2017-03-09 00:00:00,6.22,236
269,2017-03-09 06:00:00,4.81,238
270,2017-03-09 12:00:00,4.45,254
271,2017-03-09 18:00:00,2.05,266
272,2017-03-10 00:00:00,2.05,356
273,2017-03-10 06:00:00,2.2,84
274,2017-03-10 12:00:00,2.36,133
275,2017-03-10 18:00:00,2.55,89
276,2017-03-11 00:00:00,2.51,108
277,2017-03-11 06:00:00,2.16,111
278,2017-03-11 12:00:00,2.19,94
279,2017-03-11 18:00:00,2.75,69
280,2017-03-12 00:00:00,0.67,88
281,2017-03-12 06:00:00,0.96,354
282,2017-03-12 12:00:00,3.21,314
283,2017-03-12 18:00:00,4.18,342
284,2017-03-13 00:00:00,4.39,335
285,2017-03-13 06:00:00,4.12,359
286,2017-03-13 12:00:00,5.74,2
287,2017-03-13 18:00:00,2.81,356
288,2017-03-14 00:00:00,2.8,342
289,2017-03-14 06:00:00,2.25,358
290,2017-03-14 12:00:00,2.25,344
291,2017-03-14 18:00:00,2.98,342
292,2017-03-15 00:00:00,2.53,350
293,2017-03-15 06:00:00,1.61,29
294,2017-03-15 12:00:00,2.99,56
295,2017-03-15 18:00:00,1.89,48
296,2017-03-16 00:00:00,2.12,72
297,2017-03-16 06:00:00,1.73,87
298,2017-03-16 12:00:00,1.89,142
299,2017-03-16 18:00:00,1.29,188
300,2017-03-17 00:00:00,2.7,268
301,2017-03-17 06:00:00,3.67,340
302,2017-03-17 12:00:00,2.32,310
303,2017-03-17 18:00:00,2.89,270
304,2017-03-18 00:00:00,4.97,259
305,2017-03-18 06:00:00,6.66,253
306,2017-03-18 12:00:00,6.21,256
307,2017-03-18 18:00:00,4.68,254
308,2017-03-19 00:00:00,4.69,252
309,2017-03-19 06:00:00,4.92,248
310,2017-03-19 12:00:00,4.8,258
311,2017-03-19 18:00:00,3.27,253
312,2017-03-20 00:00:00,3.17,238
313,2017-03-20 06:00:00,3.48,231
314,2017-03-20 12:00:00,5.66,233
315,2017-03-20 18:00:00,4.14,228
316,2017-03-21 00:00:00,5.77,227
317,2017-03-21 06:00:00,2.28,267
318,2017-03-21 12:00:00,2.88,312
319,2017-03-21 18:00:00,0.85,240
320,2017-03-22 00:00:00,3.23,203
321,2017-03-22 06:00:00,3.89,169
322,2017-03-22 12:00:00,6.41,163
323,2017-03-22 18:00:00,1.38,162
324,2017-03-23 00:00:00,2.52,68
325,2017-03-23 06:00:00,2.58,75
326,2017-03-23 12:00:00,2.29,185
327,2017-03-23 18:00:00,3.44,194
328,2017-03-24 00:00:00,2.35,216
329,2017-03-24 06:00:00,2.24,60
330,2017-03-24 12:00:00,3.79,55
331,2017-03-24 18:00:00,2.75,34
332,2017-03-25 00:00:00,5.25,50
333,2017-03-25 06:00:00,6.5,40
334,2017-03-25 12:00:00,7.25,55
335,2017-03-25 18:00:00,3.21,56
336,2017-03-26 00:00:00,3.21,62
337,2017-03-26 06:00:00,2.0,82
338,2017-03-26 12:00:00,1.06,134
339,2017-03-26 18:00:00,1.87,87
340,2017-03-27 00:00:00,2.22,99
341,2017-03-27 06:00:00,2.18,82
342,2017-03-27 12:00:00,3.83,102
343,2017-03-27 18:00:00,1.6,134
344,2017-03-28 00:00:00,2.46,230
345,2017-03-28 06:00:00,2.63,220
346,2017-03-28 12:00:00,4.33,241
347,2017-03-28 18:00:00,2.26,243
348,2017-03-29 00:00:00,2.51,240
349,2017-03-29 06:00:00,2.43,210
350,2017-03-29 12:00:00,2.74,197
351,2017-03-29 18:00:00,1.41,159
352,2017-03-30 00:00:00,2.79,170
353,2017-03-30 06:00:00,2.7,160
354,2017-03-30 12:00:00,4.17,159
355,2017-03-30 18:00:00,2.26,164
356,2017-03-31 00:00:00,3.58,181
357,2017-03-31 06:00:00,4.45,196
358,2017-03-31 12:00:00,4.72,219
359,2017-03-31 18:00:00,3.71,199
360,2017-04-01 00:00:00,2.97,210
361,2017-04-01 06:00:00,3.3,231
362,2017-04-01 12:00:00,3.28,231
363,2017-04-01 18:00:00,1.78,214
364,2017-04-02 00:00:00,0.9,278
365,2017-04-02 06:00:00,1.87,334
366,2017-04-02 12:00:00,1.5,12
367,2017-04-02 18:00:00,2.65,355
368,2017-04-03 00:00:00,2.72,17
369,2017-04-03 06:00:00,1.73,25
370,2017-04-03 12:00:00,2.2,360
371,2017-04-03 18:00:00,1.76,11
372,2017-04-04 00:00:00,2.47,309
373,2017-04-04 06:00:00,1.63,328
374,2017-04-04 12:00:00,3.43,326
375,2017-04-04 18:00:00,3.83,339
376,2017-04-05 00:00:00,3.49,348
377,2017-04-05 06:00:00,5.06,7
378,2017-04-05 12:00:00,5.27,4
379,2017-04-05 18:00:00,3.35,341
380,2017-04-06 00:00:00,3.3,8
381,2017-04-06 06:00:00,3.92,20
382,2017-04-06 12:00:00,5.53,35
383,2017-04-06 18:00:00,2.61,35
384,2017-04-07 00:00:00,1.7,66
385,2017-04-07 06:00:00,2.13,46
386,2017-04-07 12:00:00,2.66,53
387,2017-04-07 18:00:00,1.94,37
388,2017-04-08 00:00:00,2.48,61
389,2017-04-08 06:00:00,2.4,79
390,2017-04-08 12:00:00,2.39,78
391,2017-04-08 18:00:00,2.44,69
392,2017-04-09 00:00:00,2.05,102
393,2017-04-09 06:00:00,1.95,121
394,2017-04-09 12:00:00,1.06,144
395,2017-04-09 18:00:00,1.28,315
396,2017-04-10 00:00:00,2.87,304
397,2017-04-10 06:00:00,3.58,330
398,2017-04-10 12:00:00,4.23,356
399,2017-04-10 18:00:00,3.12,341
400,2017-04-11 00:00:00,3.36,2
401,2017-04-11 06:00:00,2.32,13
402,2017-04-11 12:00:00,3.22,32
403,2017-04-11 18:00:00,2.03,17
404,2017-04-12 00:00:00,2.38,351
405,2017-04-12 06:00:00,1.99,321
406,2017-04-12 12:00:00,2.98,275
407,2017-04-12 18:00:00,3.1,304
408,2017-04-13 00:00:00,2.71,312
409,2017-04-13 06:00:00,2.0,312
410,2017-04-13 12:00:00,1.47,321
411,2017-04-13 18:00:00,1.69,22
412,2017-04-14 00:00:00,0.99,27
413,2017-04-14 06:00:00,2.6,357
414,2017-04-14 12:00:00,2.71,308
415,2017-04-14 18:00:00,2.6,331
416,2017-04-15 00:00:00,2.14,318
417,2017-04-15 06:00:00,2.88,293
418,2017-04-15 12:00:00,4.06,286
419,2017-04-15 18:00:00,2.4,288
420,2017-04-16 00:00:00,3.15,307
421,2017-04-16 06:00:00,3.35,300
422,2017-04-16 12:00:00,3.86,317
423,2017-04-16 18:00:00,1.94,298
424,2017-04-17 00:00:00,2.29,282
425,2017-04-17 06:00:00,3.45,282
426,2017-04-17 12:00:00,5.24,331
427,2017-04-17 18:00:00,2.55,9
428,2017-04-18 00:00:00,2.68,19
429,2017-04-18 06:00:00,2.6,19
430,2017-04-18 12:00:00,4.01,8
431,2017-04-18 18:00:00,3.42,19
432,2017-04-19 00:00:00,3.27,14
433,2017-04-19 06:00:00,3.54,30
434,2017-04-19 12:00:00,5.64,23
435,2017-04-19 18:00:00,3.7,32
436,2017-04-20 00:00:00,3.2,37
437,2017-04-20 06:00:00,2.77,62
438,2017-04-20 12:00:00,4.24,53
439,2017-04-20 18:00:00,2.64,30
440,2017-04-21 00:00:00,2.58,52
441,2017-04-21 06:00:00,1.71,42
442,2017-04-21 12:00:00,1.47,56
443,2017-04-21 18:00:00,1.45,23
444,2017-04-22 00:00:00,2.1,33
445,2017-04-22 06:00:00,1.96,17
446,2017-04-22 12:00:00,2.58,18
447,2017-04-22 18:00:00,2.75,24
448,2017-04-23 00:00:00,3.03,32
449,2017-04-23 06:00:00,2.95,54
450,2017-04-23 12:00:00,4.07,42
451,2017-04-23 18:00:00,2.4,25
452,2017-04-24 00:00:00,2.62,52
453,2017-04-24 06:00:00,2.36,51
454,2017-04-24 12:00:00,2.05,22
455,2017-04-24 18:00:00,2.95,338
456,2017-04-25 00:00:00,2.39,323
457,2017-04-25 06:00:00,5.29,3
458,2017-04-25 12:00:00,3.32,19
459,2017-04-25 18:00:00,2.4,342
460,2017-04-26 00:00:00,4.09,4
461,2017-04-26 06:00:00,3.43,351
462,2017-04-26 12:00:00,3.77,346
463,2017-04-26 18:00:00,2.77,339
464,2017-04-27 00:00:00,3.27,333
465,2017-04-27 06:00:00,2.98,347
466,2017-04-27 12:00:00,4.11,358
467,2017-04-27 18:00:00,2.89,339
468,2017-04-28 00:00:00,2.27,322
469,2017-04-28 06:00:00,2.94,246
470,2017-04-28 12:00:00,2.17,312
471,2017-04-28 18:00:00,1.85,308
472,2017-04-29 00:00:00,1.57,16
473,2017-04-29 06:00:00,1.4,132
474,2017-04-29 12:00:00,3.56,141
475,2017-04-29 18:00:00,3.56,102
476,2017-04-30 00:00:00,4.14,115
477,2017-04-30 06:00:00,4.26,158
478,2017-04-30 12:00:00,6.42,169
479,2017-04-30 18:00:00,6.27,208
480,2017-05-01 00:00:00,6.12,198
481,2017-05-01 06:00:00,6.8,222
482,2017-05-01 12:00:00,6.94,236
483,2017-05-01 18:00:00,4.03,208
484,2017-05-02 00:00:00,1.98,167
485,2017-05-02 06:00:00,1.9,108
486,2017-05-02 12:00:00,2.46,21
487,2017-05-02 18:00:00,3.16,329
488,2017-05-03 00:00:00,2.14,3
489,2017-05-03 06:00:00,2.08,334
490,2017-05-03 12:00:00,1.56,335
491,2017-05-03 18:00:00,1.19,32
492,2017-05-04 00:00:00,1.86,358
493,2017-05-04 06:00:00,2.64,0
494,2017-05-04 12:00:00,2.56,357
495,2017-05-04 18:00:00,2.21,5
496,2017-05-05 00:00:00,2.39,31
497,2017-05-05 06:00:00,3.07,51
498,2017-05-05 12:00:00,4.51,79
499,2017-05-05 18:00:00,3.73,73
500,2017-05-06 00:00:00,4.66,80
501,2017-05-06 06:00:00,1.77,144
502,2017-05-06 12:00:00,4.31,273
503,2017-05-06 18:00:00,3.86,281
504,2017-05-07 00:00:00,5.22,279
505,2017-05-07 06:00:00,4.37,307
506,2017-05-07 12:00:00,4.21,317
507,2017-05-07 18:00:00,3.44,341
508,2017-05-08 00:00:00,2.8,344
509,2017-05-08 06:00:00,1.8,341
510,2017-05-08 12:00:00,3.96,8
511,2017-05-08 18:00:00,3.05,359
512,2017-05-09 00:00:00,3.76,13
513,2017-05-09 06:00:00,3.83,21
514,2017-05-09 12:00:00,3.98,47
515,2017-05-09 18:00:00,1.8,51
516,2017-05-10 00:00:00,2.79,65
517,2017-05-10 06:00:00,3.61,83
518,2017-05-10 12:00:00,4.08,97
519,2017-05-10 18:00:00,1.58,149
520,2017-05-11 00:00:00,2.75,222
521,2017-05-11 06:00:00,2.27,139
522,2017-05-11 12:00:00,5.46,186
523,2017-05-11 18:00:00,3.26,149
524,2017-05-12 00:00:00,2.97,196
525,2017-05-12 06:00:00,3.45,188
526,2017-05-12 12:00:00,5.44,194
527,2017-05-12 18:00:00,2.19,222
528,2017-05-13 00:00:00,3.39,208
529,2017-05-13 06:00:00,3.56,226
530,2017-05-13 12:00:00,4.11,230
531,2017-05-13 18:00:00,3.18,218
532,2017-05-14 00:00:00,3.21,239
533,2017-05-14 06:00:00,3.29,204
534,2017-05-14 12:00:00,4.87,239
535,2017-05-14 18:00:00,2.18,320
536,2017-05-15 00:00:00,2.29,103
537,2017-05-15 06:00:00,2.6,191
538,2017-05-15 12:00:00,2.28,193
539,2017-05-15 18:00:00,1.26,189
540,2017-05-16 00:00:00,3.08,161
541,2017-05-16 06:00:00,3.19,196
542,2017-05-16 12:00:00,3.25,168
543,2017-05-16 18:00:00,1.17,158
544,2017-05-17 00:00:00,2.09,152
545,2017-05-17 06:00:00,2.49,161
546,2017-05-17 12:00:00,3.62,183
547,2017-05-17 18:00:00,4.41,260
548,2017-05-18 00:00:00,2.27,255
549,2017-05-18 06:00:00,3.13,209
550,2017-05-18 12:00:00,3.78,178
551,2017-05-18 18:00:00,6.95,304
552,2017-05-19 00:00:00,3.26,256
553,2017-05-19 06:00:00,3.64,261
554,2017-05-19 12:00:00,3.9,220
555,2017-05-19 18:00:00,2.95,235
556,2017-05-20 00:00:00,2.64,238
557,2017-05-20 06:00:00,2.61,206
558,2017-05-20 12:00:00,3.71,217
559,2017-05-20 18:00:00,2.03,229
560,2017-05-21 00:00:00,1.06,249
561,2017-05-21 06:00:00,1.11,111
562,2017-05-21 12:00:00,3.02,122
563,2017-05-21 18:00:00,2.53,115
564,2017-05-22 00:00:00,3.26,88
565,2017-05-22 06:00:00,3.34,105
566,2017-05-22 12:00:00,2.18,169
567,2017-05-22 18:00:00,1.67,247
568,2017-05-23 00:00:00,2.88,303
569,2017-05-23 06:00:00,3.6,334
570,2017-05-23 12:00:00,3.56,334
571,2017-05-23 18:00:00,2.52,335
572,2017-05-24 00:00:00,2.69,357
573,2017-05-24 06:00:00,1.8,10
574,2017-05-24 12:00:00,2.16,1
575,2017-05-24 18:00:00,2.41,24
576,2017-05-25 00:00:00,3.12,33
577,2017-05-25 06:00:00,3.76,56
578,2017-05-25 12:00:00,4.51,64
579,2017-05-25 18:00:00,2.81,52
580,2017-05-26 00:00:00,2.4,75
581,2017-05-26 06:00:00,4.8,95
582,2017-05-26 12:00:00,5.1,101
583,2017-05-26 18:00:00,2.88,100
584,2017-05-27 00:00:00,2.87,132
585,2017-05-27 06:00:00,2.82,221
586,2017-05-27 12:00:00,2.77,244
587,2017-05-27 18:00:00,0.35,307
588,2017-05-28 00:00:00,2.0,7
589,2017-05-28 06:00:00,2.28,29
590,2017-05-28 12:00:00,1.41,112
591,2017-05-28 18:00:00,1.9,134
592,2017-05-29 00:00:00,3.2,216
593,2017-05-29 06:00:00,2.24,196
594,2017-05-29 12:00:00,3.6,289
595,2017-05-29 18:00:00,2.99,279
596,2017-05-30 00:00:00,1.94,237
597,2017-05-30 06:00:00,3.07,312
598,2017-05-30 12:00:00,3.21,295
599,2017-05-30 18:00:00,3.57,326
600,2017-05-31 00:00:00,2.49,15
601,2017-05-31 06:00:00,1.74,23
602,2017-05-31 12:00:00,2.66,16
603,2017-05-31 18:00:00,2.17,37
604,2017-06-01 00:00:00,2.39,21
605,2017-06-01 06:00:00,2.2,39
606,2017-06-01 12:00:00,1.89,68
607,2017-06-01 18:00:00,0.94,30
608,2017-06-02 00:00:00,1.49,42
609,2017-06-02 06:00:00,1.32,139
610,2017-06-02 12:00:00,2.67,226
611,2017-06-02 18:00:00,0.66,292
612,2017-06-03 00:00:00,2.27,340
613,2017-06-03 06:00:00,3.18,0
614,2017-06-03 12:00:00,3.73,4
615,2017-06-03 18:00:00,3.9,336
616,2017-06-04 00:00:00,1.98,292
617,2017-06-04 06:00:00,2.9,295
618,2017-06-04 12:00:00,3.13,283
619,2017-06-04 18:00:00,1.82,324
620,2017-06-05 00:00:00,0.31,126
621,2017-06-05 06:00:00,1.44,225
622,2017-06-05 12:00:00,4.69,214
623,2017-06-05 18:00:00,3.75,203
624,2017-06-06 00:00:00,5.83,200
625,2017-06-06 06:00:00,7.04,257
626,2017-06-06 12:00:00,9.08,257
627,2017-06-06 18:00:00,4.17,263
628,2017-06-07 00:00:00,3.82,237
629,2017-06-07 06:00:00,5.57,246
630,2017-06-07 12:00:00,5.5,251
631,2017-06-07 18:00:00,2.86,228
632,2017-06-08 00:00:00,2.19,207
633,2017-06-08 06:00:00,3.81,179
634,2017-06-08 12:00:00,4.58,183
635,2017-06-08 18:00:00,2.35,158
636,2017-06-09 00:00:00,3.3,285
637,2017-06-09 06:00:00,3.85,243
638,2017-06-09 12:00:00,4.79,257
639,2017-06-09 18:00:00,2.12,276
640,2017-06-10 00:00:00,0.23,71
641,2017-06-10 06:00:00,1.8,225
642,2017-06-10 12:00:00,2.36,195
643,2017-06-10 18:00:00,1.52,208
644,2017-06-11 00:00:00,1.45,204
645,2017-06-11 06:00:00,1.52,196
646,2017-06-11 12:00:00,2.75,236
647,2017-06-11 18:00:00,3.31,273
648,2017-06-12 00:00:00,2.87,337
649,2017-06-12 06:00:00,2.1,318
650,2017-06-12 12:00:00,3.17,299
651,2017-06-12 18:00:00,2.86,4
652,2017-06-13 00:00:00,3.43,26
653,2017-06-13 06:00:00,2.41,50
654,2017-06-13 12:00:00,2.79,57
655,2017-06-13 18:00:00,2.36,41
656,2017-06-14 00:00:00,3.28,45
657,2017-06-14 06:00:00,2.95,84
658,2017-06-14 12:00:00,2.78,99
659,2017-06-14 18:00:00,2.03,135
660,2017-06-15 00:00:00,2.58,179
661,2017-06-15 06:00:00,2.26,250
662,2017-06-15 12:00:00,3.96,296
