Unnamed: 0,Time,Speed(m/s),Direction (deg N)
288,2017-03-14 00:00:00,3.41,1
289,2017-03-14 06:00:00,1.09,4
290,2017-03-14 12:00:00,1.47,333
291,2017-03-14 18:00:00,2.72,357
292,2017-03-15 00:00:00,2.29,3
293,2017-03-15 06:00:00,1.85,47
294,2017-03-15 12:00:00,3.37,36
295,2017-03-15 18:00:00,3.53,33
296,2017-03-16 00:00:00,2.69,52
297,2017-03-16 06:00:00,2.73,92
298,2017-03-16 12:00:00,1.72,114
299,2017-03-16 18:00:00,1.26,141
300,2017-03-17 00:00:00,3.15,249
301,2017-03-17 06:00:00,3.07,317
302,2017-03-17 12:00:00,3.88,304
303,2017-03-17 18:00:00,3.51,292
304,2017-03-18 00:00:00,5.81,257
305,2017-03-18 06:00:00,7.06,249
306,2017-03-18 12:00:00,8.49,263
306,2017-03-18 18:00:00,8.49,263
307,2017-03-19 00:00:00,5.13,252
308,2017-03-19 06:00:00,4.96,241
309,2017-03-19 12:00:00,6.97,249
310,2017-03-19 18:00:00,4.57,251
311,2017-03-20 00:00:00,5.05,241
312,2017-03-20 06:00:00,4.95,227
313,2017-03-20 12:00:00,7.08,223
314,2017-03-20 18:00:00,5.35,230
315,2017-03-21 00:00:00,6.04,233
316,2017-03-21 06:00:00,3.93,243
317,2017-03-21 12:00:00,4.36,310
318,2017-03-21 18:00:00,1.88,321
319,2017-03-22 00:00:00,3.22,186
320,2017-03-22 06:00:00,4.55,175
321,2017-03-22 12:00:00,4.45,149
322,2017-03-22 18:00:00,3.28,134
323,2017-03-23 00:00:00,4.2,132
324,2017-03-23 06:00:00,2.44,91
325,2017-03-23 12:00:00,2.06,195
326,2017-03-23 18:00:00,3.15,230
327,2017-03-24 00:00:00,2.73,233
328,2017-03-24 06:00:00,2.25,353
329,2017-03-24 12:00:00,4.54,32
330,2017-03-24 18:00:00,4.43,43
331,2017-03-25 00:00:00,6.45,55
332,2017-03-25 06:00:00,6.94,55
333,2017-03-25 12:00:00,6.22,56
334,2017-03-25 18:00:00,5.11,59
335,2017-03-26 00:00:00,3.46,85
336,2017-03-26 06:00:00,1.17,146
337,2017-03-26 12:00:00,0.84,140
338,2017-03-26 18:00:00,2.01,90
339,2017-03-27 00:00:00,3.0,84
340,2017-03-27 06:00:00,2.17,56
341,2017-03-27 12:00:00,2.52,98
342,2017-03-27 18:00:00,2.17,170
343,2017-03-28 00:00:00,4.34,203
344,2017-03-28 06:00:00,3.2,220
345,2017-03-28 12:00:00,3.24,237
346,2017-03-28 18:00:00,2.59,242
347,2017-03-29 00:00:00,3.46,245
348,2017-03-29 06:00:00,2.36,219
349,2017-03-29 12:00:00,1.5,163
350,2017-03-29 18:00:00,2.21,129
351,2017-03-30 00:00:00,2.99,179
352,2017-03-30 06:00:00,2.9,137
353,2017-03-30 12:00:00,3.31,135
354,2017-03-30 18:00:00,4.24,160
355,2017-03-31 00:00:00,5.02,188
356,2017-03-31 06:00:00,3.87,192
357,2017-03-31 12:00:00,2.94,224
358,2017-03-31 18:00:00,2.59,203
359,2017-04-01 00:00:00,4.04,215
360,2017-04-01 06:00:00,2.93,229
361,2017-04-01 12:00:00,4.4,240
362,2017-04-01 18:00:00,2.53,200
363,2017-04-02 00:00:00,1.41,147
364,2017-04-02 06:00:00,0.91,25
365,2017-04-02 12:00:00,2.14,358
366,2017-04-02 18:00:00,3.84,355
367,2017-04-03 00:00:00,3.51,8
368,2017-04-03 06:00:00,2.0,27
369,2017-04-03 12:00:00,3.55,15
370,2017-04-03 18:00:00,3.33,1
371,2017-04-04 00:00:00,0.6,87
372,2017-04-04 06:00:00,1.17,163
373,2017-04-04 12:00:00,2.56,357
374,2017-04-04 18:00:00,4.4,347
375,2017-04-05 00:00:00,4.85,1
376,2017-04-05 06:00:00,3.51,14
377,2017-04-05 12:00:00,5.43,10
378,2017-04-05 18:00:00,5.0,358
379,2017-04-06 00:00:00,4.99,11
380,2017-04-06 06:00:00,4.3,21
381,2017-04-06 12:00:00,6.31,28
382,2017-04-06 18:00:00,4.12,32
383,2017-04-07 00:00:00,2.86,47
384,2017-04-07 06:00:00,2.58,33
385,2017-04-07 12:00:00,2.23,50
386,2017-04-07 18:00:00,3.34,19
387,2017-04-08 00:00:00,3.03,62
388,2017-04-08 06:00:00,2.39,73
389,2017-04-08 12:00:00,2.35,52
390,2017-04-08 18:00:00,2.96,51
391,2017-04-09 00:00:00,1.83,88
392,2017-04-09 06:00:00,1.75,93
393,2017-04-09 12:00:00,0.99,142
394,2017-04-09 18:00:00,0.54,277
395,2017-04-10 00:00:00,2.91,222
396,2017-04-10 06:00:00,3.89,334
397,2017-04-10 12:00:00,3.88,347
398,2017-04-10 18:00:00,5.53,4
399,2017-04-11 00:00:00,3.79,1
400,2017-04-11 06:00:00,2.63,28
401,2017-04-11 12:00:00,2.09,35
402,2017-04-11 18:00:00,3.18,20
403,2017-04-12 00:00:00,1.55,22
404,2017-04-12 06:00:00,1.35,349
405,2017-04-12 12:00:00,1.27,265
406,2017-04-12 18:00:00,3.62,288
407,2017-04-13 00:00:00,4.08,326
408,2017-04-13 06:00:00,1.96,284
409,2017-04-13 12:00:00,1.77,329
410,2017-04-13 18:00:00,2.1,12
411,2017-04-14 00:00:00,2.3,37
412,2017-04-14 06:00:00,1.39,49
413,2017-04-14 12:00:00,1.54,353
414,2017-04-14 18:00:00,2.7,345
415,2017-04-15 00:00:00,2.07,340
416,2017-04-15 06:00:00,2.06,292
417,2017-04-15 12:00:00,5.17,281
418,2017-04-15 18:00:00,4.03,281
419,2017-04-16 00:00:00,3.74,314
420,2017-04-16 06:00:00,2.91,298
421,2017-04-16 12:00:00,3.27,303
422,2017-04-16 18:00:00,2.8,299
423,2017-04-17 00:00:00,2.89,311
424,2017-04-17 06:00:00,3.28,265
425,2017-04-17 12:00:00,4.42,315
426,2017-04-17 18:00:00,4.47,7
427,2017-04-18 00:00:00,3.81,34
428,2017-04-18 06:00:00,2.88,31
429,2017-04-18 12:00:00,5.17,6
429,2017-04-18 18:00:00,5.17,6
430,2017-04-19 00:00:00,3.94,26
431,2017-04-19 06:00:00,3.51,36
432,2017-04-19 12:00:00,5.32,16
433,2017-04-19 18:00:00,4.99,33
434,2017-04-20 00:00:00,3.71,60
435,2017-04-20 06:00:00,2.9,63
436,2017-04-20 12:00:00,3.3,41
437,2017-04-20 18:00:00,3.33,46
438,2017-04-21 00:00:00,2.31,57
439,2017-04-21 06:00:00,2.1,48
440,2017-04-21 12:00:00,1.88,37
441,2017-04-21 18:00:00,2.34,17
442,2017-04-22 00:00:00,2.27,15
443,2017-04-22 06:00:00,1.72,28
444,2017-04-22 12:00:00,2.87,11
445,2017-04-22 18:00:00,3.75,26
446,2017-04-23 00:00:00,4.45,44
447,2017-04-23 06:00:00,4.1,56
448,2017-04-23 12:00:00,2.97,38
449,2017-04-23 18:00:00,4.31,37
450,2017-04-24 00:00:00,3.03,55
451,2017-04-24 06:00:00,3.04,64
452,2017-04-24 12:00:00,2.58,22
453,2017-04-24 18:00:00,3.98,349
454,2017-04-25 00:00:00,3.49,348
455,2017-04-25 06:00:00,4.5,342
456,2017-04-25 12:00:00,3.3,19
457,2017-04-25 18:00:00,2.68,2
458,2017-04-26 00:00:00,4.17,350
459,2017-04-26 06:00:00,3.66,12
460,2017-04-26 12:00:00,3.42,342
461,2017-04-26 18:00:00,3.27,345
462,2017-04-27 00:00:00,3.24,333
463,2017-04-27 06:00:00,3.08,352
464,2017-04-27 12:00:00,4.94,353
465,2017-04-27 18:00:00,4.27,340
466,2017-04-28 00:00:00,3.97,320
467,2017-04-28 06:00:00,2.71,261
468,2017-04-28 12:00:00,3.41,251
469,2017-04-28 18:00:00,1.77,293
470,2017-04-29 00:00:00,1.18,232
471,2017-04-29 06:00:00,0.61,175
472,2017-04-29 12:00:00,4.36,127
473,2017-04-29 18:00:00,4.61,104
474,2017-04-30 00:00:00,5.09,116
475,2017-04-30 06:00:00,4.81,151
476,2017-04-30 12:00:00,4.95,164
477,2017-04-30 18:00:00,8.03,239
478,2017-05-01 00:00:00,7.42,190
479,2017-05-01 06:00:00,6.21,220
480,2017-05-01 12:00:00,7.99,235
481,2017-05-01 18:00:00,4.79,207
482,2017-05-02 00:00:00,3.4,184
483,2017-05-02 06:00:00,2.53,84
484,2017-05-02 12:00:00,3.43,19
485,2017-05-02 18:00:00,3.11,6
486,2017-05-03 00:00:00,3.28,15
487,2017-05-03 06:00:00,1.54,348
488,2017-05-03 12:00:00,1.66,333
489,2017-05-03 18:00:00,1.82,46
490,2017-05-04 00:00:00,1.84,23
491,2017-05-04 06:00:00,1.45,16
492,2017-05-04 12:00:00,2.37,7
493,2017-05-04 18:00:00,2.31,27
494,2017-05-05 00:00:00,2.53,47
495,2017-05-05 06:00:00,2.41,60
496,2017-05-05 12:00:00,5.47,84
497,2017-05-05 18:00:00,4.94,83
498,2017-05-06 00:00:00,5.25,80
499,2017-05-06 06:00:00,2.3,152
500,2017-05-06 12:00:00,6.73,253
501,2017-05-06 18:00:00,5.46,261
502,2017-05-07 00:00:00,4.33,265
503,2017-05-07 06:00:00,4.78,301
504,2017-05-07 12:00:00,4.96,327
505,2017-05-07 18:00:00,2.74,339
506,2017-05-08 00:00:00,3.7,345
507,2017-05-08 06:00:00,1.86,342
508,2017-05-08 12:00:00,4.85,355
509,2017-05-08 18:00:00,4.37,7
510,2017-05-09 00:00:00,3.09,15
511,2017-05-09 06:00:00,4.18,34
512,2017-05-09 12:00:00,4.1,41
513,2017-05-09 18:00:00,3.6,58
514,2017-05-10 00:00:00,3.92,87
515,2017-05-10 06:00:00,4.08,77
516,2017-05-10 12:00:00,2.34,92
517,2017-05-10 18:00:00,1.54,194
518,2017-05-11 00:00:00,5.11,215
519,2017-05-11 06:00:00,2.62,120
520,2017-05-11 12:00:00,3.99,187
521,2017-05-11 18:00:00,3.41,175
522,2017-05-12 00:00:00,4.46,205
523,2017-05-12 06:00:00,2.74,198
524,2017-05-12 12:00:00,4.39,188
525,2017-05-12 18:00:00,4.58,220
526,2017-05-13 00:00:00,3.54,209
527,2017-05-13 06:00:00,3.67,214
528,2017-05-13 12:00:00,3.99,231
529,2017-05-13 18:00:00,3.32,230
530,2017-05-14 00:00:00,4.7,233
531,2017-05-14 06:00:00,2.82,208
532,2017-05-14 12:00:00,6.06,244
533,2017-05-14 18:00:00,2.55,277
534,2017-05-15 00:00:00,0.78,178
535,2017-05-15 06:00:00,1.94,155
536,2017-05-15 12:00:00,1.38,179
537,2017-05-15 18:00:00,0.85,114
538,2017-05-16 00:00:00,1.82,165
539,2017-05-16 06:00:00,2.57,152
540,2017-05-16 12:00:00,1.05,128
541,2017-05-16 18:00:00,1.35,60
542,2017-05-17 00:00:00,2.7,121
543,2017-05-17 06:00:00,2.24,134
544,2017-05-17 12:00:00,2.51,159
545,2017-05-17 18:00:00,4.11,248
546,2017-05-18 00:00:00,2.68,221
547,2017-05-18 06:00:00,3.01,221
548,2017-05-18 12:00:00,2.07,194
549,2017-05-18 18:00:00,5.89,244
550,2017-05-19 00:00:00,3.49,249
551,2017-05-19 06:00:00,3.18,258
552,2017-05-19 12:00:00,4.28,219
553,2017-05-19 18:00:00,4.26,230
554,2017-05-20 00:00:00,3.99,226
555,2017-05-20 06:00:00,2.92,213
556,2017-05-20 12:00:00,3.51,231
557,2017-05-20 18:00:00,1.42,219
558,2017-05-21 00:00:00,1.61,195
559,2017-05-21 06:00:00,0.76,77
560,2017-05-21 12:00:00,4.26,104
561,2017-05-21 18:00:00,3.33,85
562,2017-05-22 00:00:00,3.79,87
563,2017-05-22 06:00:00,3.24,84
564,2017-05-22 12:00:00,1.03,143
565,2017-05-22 18:00:00,1.66,287
566,2017-05-23 00:00:00,1.64,269
567,2017-05-23 06:00:00,3.4,318
568,2017-05-23 12:00:00,3.63,328
569,2017-05-23 18:00:00,3.42,347
570,2017-05-24 00:00:00,2.79,7
571,2017-05-24 06:00:00,1.94,38
572,2017-05-24 12:00:00,3.11,11
573,2017-05-24 18:00:00,3.7,26
574,2017-05-25 00:00:00,3.89,43
575,2017-05-25 06:00:00,3.9,58
576,2017-05-25 12:00:00,3.91,46
577,2017-05-25 18:00:00,4.75,61
578,2017-05-26 00:00:00,4.22,83
579,2017-05-26 06:00:00,4.43,81
580,2017-05-26 12:00:00,3.37,86
581,2017-05-26 18:00:00,3.42,105
582,2017-05-27 00:00:00,2.14,126
583,2017-05-27 06:00:00,2.33,221
584,2017-05-27 12:00:00,0.07,66
585,2017-05-27 18:00:00,1.84,9
586,2017-05-28 00:00:00,2.57,10
587,2017-05-28 06:00:00,0.21,126
588,2017-05-28 12:00:00,1.62,114
589,2017-05-28 18:00:00,2.24,104
590,2017-05-29 00:00:00,5.79,217
591,2017-05-29 06:00:00,2.3,159
592,2017-05-29 12:00:00,1.84,271
593,2017-05-29 18:00:00,4.29,290
594,2017-05-30 00:00:00,1.11,275
595,2017-05-30 06:00:00,3.12,264
596,2017-05-30 12:00:00,3.52,295
597,2017-05-30 18:00:00,3.19,337
598,2017-05-31 00:00:00,3.75,17
599,2017-05-31 06:00:00,2.32,29
600,2017-05-31 12:00:00,3.4,12
601,2017-05-31 18:00:00,3.09,40
602,2017-06-01 00:00:00,2.68,31
603,2017-06-01 06:00:00,2.26,35
604,2017-06-01 12:00:00,2.49,70
605,2017-06-01 18:00:00,1.3,66
606,2017-06-02 00:00:00,0.63,83
607,2017-06-02 06:00:00,0.75,196
608,2017-06-02 12:00:00,1.13,247
609,2017-06-02 18:00:00,0.56,47
610,2017-06-03 00:00:00,1.11,276
611,2017-06-03 06:00:00,2.02,358
612,2017-06-03 12:00:00,2.47,352
613,2017-06-03 18:00:00,4.48,320
614,2017-06-04 00:00:00,3.4,319
615,2017-06-04 06:00:00,1.88,285
616,2017-06-04 12:00:00,2.31,295
617,2017-06-04 18:00:00,1.47,347
618,2017-06-05 00:00:00,0.33,151
619,2017-06-05 06:00:00,1.28,135
620,2017-06-05 12:00:00,3.41,210
621,2017-06-05 18:00:00,4.46,186
622,2017-06-06 00:00:00,6.05,195
623,2017-06-06 06:00:00,8.19,264
624,2017-06-06 12:00:00,11.41,249
625,2017-06-06 18:00:00,5.27,253
626,2017-06-07 00:00:00,4.88,253
627,2017-06-07 06:00:00,5.85,243
628,2017-06-07 12:00:00,7.83,242
629,2017-06-07 18:00:00,3.38,224
630,2017-06-08 00:00:00,2.9,209
631,2017-06-08 06:00:00,2.89,180
632,2017-06-08 12:00:00,3.05,172
633,2017-06-08 18:00:00,2.97,147
634,2017-06-09 00:00:00,3.23,244
635,2017-06-09 06:00:00,4.57,236
636,2017-06-09 12:00:00,5.8,261
637,2017-06-09 18:00:00,2.2,288
638,2017-06-10 00:00:00,1.76,227
639,2017-06-10 06:00:00,1.78,163
640,2017-06-10 12:00:00,1.61,197
641,2017-06-10 18:00:00,0.32,142
642,2017-06-11 00:00:00,1.58,178
643,2017-06-11 06:00:00,1.76,117
644,2017-06-11 12:00:00,1.32,227
645,2017-06-11 18:00:00,3.61,274
646,2017-06-12 00:00:00,3.46,321
647,2017-06-12 06:00:00,2.33,327
648,2017-06-12 12:00:00,2.29,311
649,2017-06-12 18:00:00,2.83,357
650,2017-06-13 00:00:00,3.9,36
651,2017-06-13 06:00:00,2.55,40
652,2017-06-13 12:00:00,2.54,44
653,2017-06-13 18:00:00,4.36,36
654,2017-06-14 00:00:00,3.21,58
655,2017-06-14 06:00:00,2.51,70
656,2017-06-14 12:00:00,1.57,84
657,2017-06-14 18:00:00,0.9,88
658,2017-06-15 00:00:00,1.29,98
659,2017-06-15 06:00:00,1.72,204
660,2017-06-15 12:00:00,3.61,262
