,Time,Speed(m/s),Direction (deg N)
104,2017-01-27 00:00:00,5.02,126
105,2017-01-27 06:00:00,3.41,166
106,2017-01-27 12:00:00,5.47,158
107,2017-01-27 18:00:00,6.24,161
108,2017-01-28 00:00:00,6.53,155
109,2017-01-28 06:00:00,5.16,165
110,2017-01-28 12:00:00,4.95,204
111,2017-01-28 18:00:00,2.6,193
112,2017-01-29 00:00:00,3.13,183
113,2017-01-29 06:00:00,4.22,219
114,2017-01-29 12:00:00,3.93,184
115,2017-01-29 18:00:00,3.99,149
116,2017-01-30 00:00:00,7.21,195
117,2017-01-30 06:00:00,5.15,215
118,2017-01-30 12:00:00,5.07,235
119,2017-01-30 18:00:00,3.0,217
120,2017-01-31 00:00:00,3.67,218
121,2017-01-31 06:00:00,2.87,213
122,2017-01-31 12:00:00,1.75,239
123,2017-01-31 18:00:00,1.81,194
124,2017-02-01 00:00:00,2.71,171
125,2017-02-01 06:00:00,2.49,176
126,2017-02-01 12:00:00,4.09,182
127,2017-02-01 18:00:00,2.92,190
128,2017-02-02 00:00:00,3.58,178
129,2017-02-02 06:00:00,4.83,152
130,2017-02-02 12:00:00,6.33,188
131,2017-02-02 18:00:00,4.65,176
132,2017-02-03 00:00:00,5.42,212
133,2017-02-03 06:00:00,4.17,188
134,2017-02-03 12:00:00,8.07,174
135,2017-02-03 18:00:00,8.97,230
136,2017-02-04 00:00:00,5.18,183
137,2017-02-04 06:00:00,7.76,161
138,2017-02-04 12:00:00,7.6,274
139,2017-02-04 18:00:00,3.7,224
140,2017-02-05 00:00:00,4.69,176
141,2017-02-05 06:00:00,4.54,160
142,2017-02-05 12:00:00,5.66,234
143,2017-02-05 18:00:00,1.57,244
144,2017-02-06 00:00:00,5.9,329
145,2017-02-06 06:00:00,5.03,323
146,2017-02-06 12:00:00,3.14,342
147,2017-02-06 18:00:00,1.82,221
148,2017-02-07 00:00:00,3.74,178
149,2017-02-07 06:00:00,2.3,192
150,2017-02-07 12:00:00,3.37,287
151,2017-02-07 18:00:00,2.06,296
152,2017-02-08 00:00:00,2.03,318
153,2017-02-08 06:00:00,2.09,353
154,2017-02-08 12:00:00,4.62,345
155,2017-02-08 18:00:00,2.66,352
156,2017-02-09 00:00:00,2.63,337
157,2017-02-09 06:00:00,3.32,349
158,2017-02-09 12:00:00,3.58,24
159,2017-02-09 18:00:00,2.16,66
160,2017-02-10 00:00:00,2.21,41
161,2017-02-10 06:00:00,2.14,36
162,2017-02-10 12:00:00,1.95,31
163,2017-02-10 18:00:00,2.68,353
164,2017-02-11 00:00:00,2.47,339
165,2017-02-11 06:00:00,2.21,336
166,2017-02-11 12:00:00,2.23,316
167,2017-02-11 18:00:00,0.9,29
168,2017-02-12 00:00:00,1.85,83
169,2017-02-12 06:00:00,3.79,63
170,2017-02-12 12:00:00,3.55,75
171,2017-02-12 18:00:00,5.6,95
172,2017-02-13 00:00:00,4.93,90
173,2017-02-13 06:00:00,6.46,88
174,2017-02-13 12:00:00,6.13,85
175,2017-02-13 18:00:00,5.46,82
176,2017-02-14 00:00:00,4.44,111
177,2017-02-14 06:00:00,3.17,128
178,2017-02-14 12:00:00,4.25,147
179,2017-02-14 18:00:00,2.87,134
180,2017-02-15 00:00:00,3.81,167
181,2017-02-15 06:00:00,3.38,175
182,2017-02-15 12:00:00,3.92,189
183,2017-02-15 18:00:00,2.41,175
184,2017-02-16 00:00:00,2.77,235
185,2017-02-16 06:00:00,2.28,219
186,2017-02-16 12:00:00,2.54,244
187,2017-02-16 18:00:00,2.24,282
188,2017-02-17 00:00:00,2.08,331
189,2017-02-17 06:00:00,1.86,23
190,2017-02-17 12:00:00,1.08,28
191,2017-02-17 18:00:00,1.95,54
192,2017-02-18 00:00:00,2.12,98
193,2017-02-18 06:00:00,2.66,106
194,2017-02-18 12:00:00,3.17,95
195,2017-02-18 18:00:00,2.51,78
196,2017-02-19 00:00:00,1.26,96
197,2017-02-19 06:00:00,0.74,247
198,2017-02-19 12:00:00,2.23,286
199,2017-02-19 18:00:00,2.31,268
200,2017-02-20 00:00:00,2.33,276
201,2017-02-20 06:00:00,3.6,218
202,2017-02-20 12:00:00,4.65,234
203,2017-02-20 18:00:00,3.8,235
204,2017-02-21 00:00:00,4.3,246
205,2017-02-21 06:00:00,3.69,249
206,2017-02-21 12:00:00,4.48,261
207,2017-02-21 18:00:00,2.91,239
208,2017-02-22 00:00:00,4.36,240
209,2017-02-22 06:00:00,3.82,243
210,2017-02-22 12:00:00,4.72,247
211,2017-02-22 18:00:00,3.89,242
212,2017-02-23 00:00:00,4.0,222
213,2017-02-23 06:00:00,6.24,216
214,2017-02-23 12:00:00,9.31,232
215,2017-02-23 18:00:00,5.18,272
216,2017-02-24 00:00:00,4.69,262
217,2017-02-24 06:00:00,2.41,271
218,2017-02-24 12:00:00,5.17,320
219,2017-02-24 18:00:00,2.75,330
220,2017-02-25 00:00:00,0.78,358
221,2017-02-25 06:00:00,2.67,184
222,2017-02-25 12:00:00,3.26,205
223,2017-02-25 18:00:00,2.95,181
224,2017-02-26 00:00:00,3.52,196
225,2017-02-26 06:00:00,3.9,211
226,2017-02-26 12:00:00,4.84,210
227,2017-02-26 18:00:00,4.84,205
228,2017-02-27 00:00:00,5.82,211
229,2017-02-27 06:00:00,6.08,202
230,2017-02-27 12:00:00,11.17,199
231,2017-02-27 18:00:00,7.91,235
232,2017-02-28 00:00:00,6.61,228
233,2017-02-28 06:00:00,4.15,192
234,2017-02-28 12:00:00,8.69,246
235,2017-02-28 18:00:00,5.0,250
236,2017-03-01 00:00:00,6.25,244
237,2017-03-01 06:00:00,5.05,227
238,2017-03-01 12:00:00,7.51,205
239,2017-03-01 18:00:00,8.79,230
240,2017-03-02 00:00:00,6.05,262
241,2017-03-02 06:00:00,3.57,227
242,2017-03-02 12:00:00,4.19,246
243,2017-03-02 18:00:00,1.99,195
244,2017-03-03 00:00:00,2.93,126
245,2017-03-03 06:00:00,4.19,158
246,2017-03-03 12:00:00,5.71,172
247,2017-03-03 18:00:00,3.86,163
248,2017-03-04 00:00:00,4.0,157
249,2017-03-04 06:00:00,4.92,168
250,2017-03-04 12:00:00,2.57,259
251,2017-03-04 18:00:00,2.95,209
252,2017-03-05 00:00:00,4.03,221
253,2017-03-05 06:00:00,4.79,193
254,2017-03-05 12:00:00,9.41,219
255,2017-03-05 18:00:00,5.92,256
256,2017-03-06 00:00:00,6.71,233
257,2017-03-06 06:00:00,4.23,222
258,2017-03-06 12:00:00,3.73,326
259,2017-03-06 18:00:00,4.44,281
260,2017-03-07 00:00:00,4.84,266
261,2017-03-07 06:00:00,3.94,273
262,2017-03-07 12:00:00,4.28,290
263,2017-03-07 18:00:00,2.13,251
264,2017-03-08 00:00:00,2.62,200
265,2017-03-08 06:00:00,5.23,195
266,2017-03-08 12:00:00,5.31,241
267,2017-03-08 18:00:00,5.14,231
268,2017-03-09 00:00:00,6.36,239
269,2017-03-09 06:00:00,4.76,232
270,2017-03-09 12:00:00,4.6,247
271,2017-03-09 18:00:00,2.4,247
272,2017-03-10 00:00:00,2.07,352
273,2017-03-10 06:00:00,2.15,83
274,2017-03-10 12:00:00,2.46,121
275,2017-03-10 18:00:00,2.58,83
276,2017-03-11 00:00:00,2.57,107
277,2017-03-11 06:00:00,2.17,108
278,2017-03-11 12:00:00,1.94,97
279,2017-03-11 18:00:00,2.85,66
280,2017-03-12 00:00:00,0.94,124
281,2017-03-12 06:00:00,0.56,243
282,2017-03-12 12:00:00,2.61,296
283,2017-03-12 18:00:00,3.36,353
284,2017-03-13 00:00:00,4.24,338
285,2017-03-13 06:00:00,3.77,357
286,2017-03-13 12:00:00,5.54,4
287,2017-03-13 18:00:00,3.05,354
288,2017-03-14 00:00:00,2.85,4
289,2017-03-14 06:00:00,2.31,9
290,2017-03-14 12:00:00,2.33,348
291,2017-03-14 18:00:00,3.0,349
292,2017-03-15 00:00:00,2.36,1
293,2017-03-15 06:00:00,1.91,37
294,2017-03-15 12:00:00,2.94,52
295,2017-03-15 18:00:00,2.14,40
296,2017-03-16 00:00:00,2.28,71
297,2017-03-16 06:00:00,1.89,80
298,2017-03-16 12:00:00,1.51,143
299,2017-03-16 18:00:00,1.05,168
300,2017-03-17 00:00:00,2.78,229
301,2017-03-17 06:00:00,2.94,347
302,2017-03-17 12:00:00,2.13,310
303,2017-03-17 18:00:00,2.71,259
304,2017-03-18 00:00:00,4.43,257
305,2017-03-18 06:00:00,6.51,248
306,2017-03-18 12:00:00,6.61,254
307,2017-03-18 18:00:00,5.0,245
308,2017-03-19 00:00:00,4.94,248
309,2017-03-19 06:00:00,4.86,248
310,2017-03-19 12:00:00,4.66,257
311,2017-03-19 18:00:00,3.3,258
312,2017-03-20 00:00:00,3.14,239
313,2017-03-20 06:00:00,3.58,235
314,2017-03-20 12:00:00,5.83,234
315,2017-03-20 18:00:00,3.93,224
316,2017-03-21 00:00:00,5.61,229
317,2017-03-21 06:00:00,2.68,246
318,2017-03-21 12:00:00,2.95,314
319,2017-03-21 18:00:00,0.67,238
320,2017-03-22 00:00:00,3.12,201
321,2017-03-22 06:00:00,3.81,167
322,2017-03-22 12:00:00,5.68,161
323,2017-03-22 18:00:00,1.92,123
324,2017-03-23 00:00:00,2.34,109
325,2017-03-23 06:00:00,2.83,98
326,2017-03-23 12:00:00,2.84,172
327,2017-03-23 18:00:00,3.04,191
328,2017-03-24 00:00:00,2.65,228
329,2017-03-24 06:00:00,2.24,69
330,2017-03-24 12:00:00,3.7,46
331,2017-03-24 18:00:00,2.18,25
332,2017-03-25 00:00:00,5.12,54
333,2017-03-25 06:00:00,5.67,42
334,2017-03-25 12:00:00,6.76,58
335,2017-03-25 18:00:00,2.53,57
336,2017-03-26 00:00:00,2.83,70
337,2017-03-26 06:00:00,0.95,151
338,2017-03-26 12:00:00,1.22,207
339,2017-03-26 18:00:00,1.87,98
340,2017-03-27 00:00:00,2.37,96
341,2017-03-27 06:00:00,2.16,86
342,2017-03-27 12:00:00,3.89,105
343,2017-03-27 18:00:00,1.7,159
344,2017-03-28 00:00:00,2.49,239
345,2017-03-28 06:00:00,2.89,211
346,2017-03-28 12:00:00,4.04,240
347,2017-03-28 18:00:00,1.96,253
348,2017-03-29 00:00:00,2.41,242
349,2017-03-29 06:00:00,2.09,215
350,2017-03-29 12:00:00,1.89,193
351,2017-03-29 18:00:00,1.33,122
352,2017-03-30 00:00:00,2.67,161
353,2017-03-30 06:00:00,2.83,154
354,2017-03-30 12:00:00,3.59,156
355,2017-03-30 18:00:00,2.24,163
356,2017-03-31 00:00:00,3.61,178
357,2017-03-31 06:00:00,4.1,186
358,2017-03-31 12:00:00,4.86,221
359,2017-03-31 18:00:00,4.38,186
360,2017-04-01 00:00:00,3.32,191
361,2017-04-01 06:00:00,2.47,220
362,2017-04-01 12:00:00,2.83,237
363,2017-04-01 18:00:00,1.91,214
364,2017-04-02 00:00:00,1.22,247
365,2017-04-02 06:00:00,1.55,273
366,2017-04-02 12:00:00,1.56,354
367,2017-04-02 18:00:00,2.49,360
368,2017-04-03 00:00:00,2.73,14
369,2017-04-03 06:00:00,1.8,24
370,2017-04-03 12:00:00,2.9,9
371,2017-04-03 18:00:00,1.94,20
372,2017-04-04 00:00:00,0.34,230
373,2017-04-04 06:00:00,1.76,305
374,2017-04-04 12:00:00,2.59,316
375,2017-04-04 18:00:00,3.16,352
376,2017-04-05 00:00:00,3.43,348
377,2017-04-05 06:00:00,4.84,357
378,2017-04-05 12:00:00,5.02,10
379,2017-04-05 18:00:00,3.11,347
380,2017-04-06 00:00:00,3.65,9
381,2017-04-06 06:00:00,3.95,19
382,2017-04-06 12:00:00,5.83,27
383,2017-04-06 18:00:00,2.6,31
384,2017-04-07 00:00:00,1.87,61
385,2017-04-07 06:00:00,2.43,43
386,2017-04-07 12:00:00,2.9,46
387,2017-04-07 18:00:00,2.19,29
388,2017-04-08 00:00:00,2.45,67
389,2017-04-08 06:00:00,2.27,80
390,2017-04-08 12:00:00,2.31,67
391,2017-04-08 18:00:00,2.38,56
392,2017-04-09 00:00:00,2.07,98
393,2017-04-09 06:00:00,1.86,118
394,2017-04-09 12:00:00,0.93,137
395,2017-04-09 18:00:00,1.27,332
396,2017-04-10 00:00:00,2.57,281
397,2017-04-10 06:00:00,2.48,331
398,2017-04-10 12:00:00,4.31,352
399,2017-04-10 18:00:00,2.5,340
400,2017-04-11 00:00:00,3.74,2
401,2017-04-11 06:00:00,2.49,16
402,2017-04-11 12:00:00,3.41,29
403,2017-04-11 18:00:00,1.8,31
404,2017-04-12 00:00:00,1.9,353
405,2017-04-12 06:00:00,1.92,330
406,2017-04-12 12:00:00,2.64,271
407,2017-04-12 18:00:00,2.64,295
408,2017-04-13 00:00:00,2.72,325
409,2017-04-13 06:00:00,1.58,298
410,2017-04-13 12:00:00,1.42,338
411,2017-04-13 18:00:00,1.58,36
412,2017-04-14 00:00:00,0.74,144
413,2017-04-14 06:00:00,1.84,331
414,2017-04-14 12:00:00,2.76,305
415,2017-04-14 18:00:00,2.38,334
416,2017-04-15 00:00:00,2.0,333
417,2017-04-15 06:00:00,2.35,302
418,2017-04-15 12:00:00,3.81,288
419,2017-04-15 18:00:00,2.31,278
420,2017-04-16 00:00:00,3.1,312
421,2017-04-16 06:00:00,2.9,296
422,2017-04-16 12:00:00,3.42,315
423,2017-04-16 18:00:00,1.55,291
424,2017-04-17 00:00:00,2.21,283
425,2017-04-17 06:00:00,2.87,268
426,2017-04-17 12:00:00,4.76,330
427,2017-04-17 18:00:00,2.48,3
428,2017-04-18 00:00:00,2.64,16
429,2017-04-18 06:00:00,2.52,22
430,2017-04-18 12:00:00,4.25,0
431,2017-04-18 18:00:00,3.32,23
432,2017-04-19 00:00:00,2.91,23
433,2017-04-19 06:00:00,3.4,30
434,2017-04-19 12:00:00,5.62,20
435,2017-04-19 18:00:00,3.45,27
436,2017-04-20 00:00:00,2.86,38
437,2017-04-20 06:00:00,3.04,63
438,2017-04-20 12:00:00,4.68,50
439,2017-04-20 18:00:00,2.74,26
440,2017-04-21 00:00:00,2.54,62
441,2017-04-21 06:00:00,1.53,51
442,2017-04-21 12:00:00,1.6,55
443,2017-04-21 18:00:00,1.1,34
444,2017-04-22 00:00:00,2.23,40
445,2017-04-22 06:00:00,1.63,32
446,2017-04-22 12:00:00,2.88,14
447,2017-04-22 18:00:00,2.82,19
448,2017-04-23 00:00:00,3.14,32
449,2017-04-23 06:00:00,3.0,56
450,2017-04-23 12:00:00,4.12,39
451,2017-04-23 18:00:00,2.3,23
452,2017-04-24 00:00:00,2.62,55
453,2017-04-24 06:00:00,2.25,55
454,2017-04-24 12:00:00,1.89,31
455,2017-04-24 18:00:00,2.43,338
456,2017-04-25 00:00:00,2.07,344
457,2017-04-25 06:00:00,4.97,0
458,2017-04-25 12:00:00,3.67,16
459,2017-04-25 18:00:00,1.72,353
460,2017-04-26 00:00:00,3.52,6
461,2017-04-26 06:00:00,3.71,360
462,2017-04-26 12:00:00,2.61,352
463,2017-04-26 18:00:00,2.67,332
464,2017-04-27 00:00:00,2.83,332
465,2017-04-27 06:00:00,2.68,351
466,2017-04-27 12:00:00,3.96,359
467,2017-04-27 18:00:00,2.76,341
468,2017-04-28 00:00:00,2.29,338
469,2017-04-28 06:00:00,2.43,235
470,2017-04-28 12:00:00,1.15,264
471,2017-04-28 18:00:00,1.87,269
472,2017-04-29 00:00:00,1.1,346
473,2017-04-29 06:00:00,1.5,161
474,2017-04-29 12:00:00,3.0,132
475,2017-04-29 18:00:00,3.24,100
476,2017-04-30 00:00:00,4.06,115
477,2017-04-30 06:00:00,4.78,161
478,2017-04-30 12:00:00,5.79,175
479,2017-04-30 18:00:00,6.38,224
480,2017-05-01 00:00:00,5.73,194
481,2017-05-01 06:00:00,6.75,224
482,2017-05-01 12:00:00,6.57,235
483,2017-05-01 18:00:00,3.75,207
484,2017-05-02 00:00:00,1.83,176
485,2017-05-02 06:00:00,2.0,110
486,2017-05-02 12:00:00,3.09,28
487,2017-05-02 18:00:00,2.14,309
488,2017-05-03 00:00:00,2.28,9
489,2017-05-03 06:00:00,1.52,321
490,2017-05-03 12:00:00,2.0,327
491,2017-05-03 18:00:00,0.82,9
492,2017-05-04 00:00:00,1.12,6
493,2017-05-04 06:00:00,1.72,4
494,2017-05-04 12:00:00,1.78,8
495,2017-05-04 18:00:00,1.43,358
496,2017-05-05 00:00:00,1.92,36
497,2017-05-05 06:00:00,2.13,57
498,2017-05-05 12:00:00,4.1,88
499,2017-05-05 18:00:00,3.19,80
500,2017-05-06 00:00:00,4.65,87
501,2017-05-06 06:00:00,3.0,179
502,2017-05-06 12:00:00,5.9,258
503,2017-05-06 18:00:00,4.24,266
504,2017-05-07 00:00:00,4.96,255
505,2017-05-07 06:00:00,4.67,297
506,2017-05-07 12:00:00,4.13,325
507,2017-05-07 18:00:00,2.9,332
508,2017-05-08 00:00:00,2.77,348
509,2017-05-08 06:00:00,2.04,356
510,2017-05-08 12:00:00,2.86,2
511,2017-05-08 18:00:00,2.31,351
512,2017-05-09 00:00:00,2.75,8
513,2017-05-09 06:00:00,3.32,15
514,2017-05-09 12:00:00,3.66,42
515,2017-05-09 18:00:00,1.43,41
516,2017-05-10 00:00:00,2.6,78
517,2017-05-10 06:00:00,3.67,90
518,2017-05-10 12:00:00,3.71,102
519,2017-05-10 18:00:00,1.44,171
520,2017-05-11 00:00:00,2.73,221
521,2017-05-11 06:00:00,2.21,141
522,2017-05-11 12:00:00,5.84,187
523,2017-05-11 18:00:00,3.29,156
524,2017-05-12 00:00:00,3.08,188
525,2017-05-12 06:00:00,3.57,185
526,2017-05-12 12:00:00,5.81,192
527,2017-05-12 18:00:00,2.38,232
528,2017-05-13 00:00:00,3.35,204
529,2017-05-13 06:00:00,3.39,225
530,2017-05-13 12:00:00,3.91,214
531,2017-05-13 18:00:00,3.19,220
532,2017-05-14 00:00:00,3.15,226
533,2017-05-14 06:00:00,3.05,205
534,2017-05-14 12:00:00,4.72,232
535,2017-05-14 18:00:00,1.92,306
536,2017-05-15 00:00:00,1.68,93
537,2017-05-15 06:00:00,2.48,192
538,2017-05-15 12:00:00,1.65,185
539,2017-05-15 18:00:00,0.99,174
540,2017-05-16 00:00:00,3.38,157
541,2017-05-16 06:00:00,2.89,191
542,2017-05-16 12:00:00,2.58,153
543,2017-05-16 18:00:00,1.33,126
544,2017-05-17 00:00:00,2.43,131
545,2017-05-17 06:00:00,2.63,166
546,2017-05-17 12:00:00,3.54,179
547,2017-05-17 18:00:00,3.41,252
548,2017-05-18 00:00:00,2.6,254
549,2017-05-18 06:00:00,3.13,218
550,2017-05-18 12:00:00,3.79,166
551,2017-05-18 18:00:00,8.51,285
552,2017-05-19 00:00:00,3.48,255
553,2017-05-19 06:00:00,3.78,255
554,2017-05-19 12:00:00,3.94,230
555,2017-05-19 18:00:00,3.23,233
556,2017-05-20 00:00:00,2.85,216
557,2017-05-20 06:00:00,3.13,209
558,2017-05-20 12:00:00,3.51,220
559,2017-05-20 18:00:00,1.95,233
560,2017-05-21 00:00:00,0.75,238
561,2017-05-21 06:00:00,1.05,114
562,2017-05-21 12:00:00,2.8,118
563,2017-05-21 18:00:00,2.12,117
564,2017-05-22 00:00:00,3.16,94
565,2017-05-22 06:00:00,3.14,109
566,2017-05-22 12:00:00,2.07,183
567,2017-05-22 18:00:00,1.86,243
568,2017-05-23 00:00:00,2.35,270
569,2017-05-23 06:00:00,3.11,336
570,2017-05-23 12:00:00,3.42,327
571,2017-05-23 18:00:00,2.26,332
572,2017-05-24 00:00:00,2.71,9
573,2017-05-24 06:00:00,1.7,21
574,2017-05-24 12:00:00,2.24,359
575,2017-05-24 18:00:00,2.56,12
576,2017-05-25 00:00:00,2.93,36
577,2017-05-25 06:00:00,3.47,57
578,2017-05-25 12:00:00,4.29,61
579,2017-05-25 18:00:00,2.85,35
580,2017-05-26 00:00:00,2.48,72
581,2017-05-26 06:00:00,4.4,94
582,2017-05-26 12:00:00,4.84,100
583,2017-05-26 18:00:00,2.78,99
584,2017-05-27 00:00:00,2.89,131
585,2017-05-27 06:00:00,2.96,208
586,2017-05-27 12:00:00,3.08,227
587,2017-05-27 18:00:00,1.19,171
588,2017-05-28 00:00:00,0.35,181
589,2017-05-28 06:00:00,0.65,69
590,2017-05-28 12:00:00,2.01,140
591,2017-05-28 18:00:00,1.59,152
592,2017-05-29 00:00:00,3.48,199
593,2017-05-29 06:00:00,2.66,178
594,2017-05-29 12:00:00,2.76,246
595,2017-05-29 18:00:00,3.88,292
596,2017-05-30 00:00:00,1.77,250
597,2017-05-30 06:00:00,2.95,295
598,2017-05-30 12:00:00,2.67,295
599,2017-05-30 18:00:00,3.29,332
600,2017-05-31 00:00:00,2.61,21
601,2017-05-31 06:00:00,1.89,29
602,2017-05-31 12:00:00,2.99,12
603,2017-05-31 18:00:00,2.29,35
604,2017-06-01 00:00:00,2.17,29
605,2017-06-01 06:00:00,2.11,39
606,2017-06-01 12:00:00,2.04,80
607,2017-06-01 18:00:00,0.52,4
608,2017-06-02 00:00:00,0.97,108
609,2017-06-02 06:00:00,1.75,191
610,2017-06-02 12:00:00,2.6,211
611,2017-06-02 18:00:00,1.06,232
612,2017-06-03 00:00:00,1.68,322
613,2017-06-03 06:00:00,2.43,3
614,2017-06-03 12:00:00,3.94,15
615,2017-06-03 18:00:00,4.75,335
616,2017-06-04 00:00:00,1.99,300
617,2017-06-04 06:00:00,2.58,287
618,2017-06-04 12:00:00,2.67,288
619,2017-06-04 18:00:00,1.94,325
620,2017-06-05 00:00:00,0.67,70
621,2017-06-05 06:00:00,1.85,209
622,2017-06-05 12:00:00,3.66,211
623,2017-06-05 18:00:00,3.27,201
624,2017-06-06 00:00:00,5.4,197
625,2017-06-06 06:00:00,6.82,258
626,2017-06-06 12:00:00,8.89,254
627,2017-06-06 18:00:00,3.96,258
628,2017-06-07 00:00:00,3.6,226
629,2017-06-07 06:00:00,5.17,244
630,2017-06-07 12:00:00,5.67,252
631,2017-06-07 18:00:00,2.87,220
632,2017-06-08 00:00:00,2.58,193
633,2017-06-08 06:00:00,3.83,175
634,2017-06-08 12:00:00,4.25,179
635,2017-06-08 18:00:00,2.65,153
636,2017-06-09 00:00:00,3.68,262
637,2017-06-09 06:00:00,4.4,232
638,2017-06-09 12:00:00,5.39,259
639,2017-06-09 18:00:00,2.07,275
640,2017-06-10 00:00:00,0.55,203
641,2017-06-10 06:00:00,2.45,193
642,2017-06-10 12:00:00,2.44,189
643,2017-06-10 18:00:00,1.39,215
644,2017-06-11 00:00:00,1.59,176
645,2017-06-11 06:00:00,2.06,189
646,2017-06-11 12:00:00,2.53,223
647,2017-06-11 18:00:00,3.36,275
648,2017-06-12 00:00:00,3.67,344
649,2017-06-12 06:00:00,2.19,337
650,2017-06-12 12:00:00,3.1,303
651,2017-06-12 18:00:00,2.98,6
652,2017-06-13 00:00:00,3.37,36
653,2017-06-13 06:00:00,2.55,54
654,2017-06-13 12:00:00,3.04,54
655,2017-06-13 18:00:00,2.59,23
656,2017-06-14 00:00:00,2.84,50
657,2017-06-14 06:00:00,2.64,92
658,2017-06-14 12:00:00,2.26,86
659,2017-06-14 18:00:00,1.58,142
660,2017-06-15 00:00:00,2.57,178
661,2017-06-15 06:00:00,2.98,219
662,2017-06-15 12:00:00,3.96,269
663,2017-06-15 18:00:00,2.75,317
