,Time,Speed(m/s),Direction (deg N)
226,2017-02-26 12:00:00,4.97,210
227,2017-02-26 18:00:00,4.84,206
228,2017-02-27 00:00:00,5.93,208
229,2017-02-27 06:00:00,6.11,202
230,2017-02-27 12:00:00,11.94,199
231,2017-02-27 18:00:00,6.76,232
232,2017-02-28 00:00:00,6.57,229
233,2017-02-28 06:00:00,4.24,189
234,2017-02-28 12:00:00,8.14,256
235,2017-02-28 18:00:00,5.04,250
236,2017-03-01 00:00:00,6.24,251
237,2017-03-01 06:00:00,4.89,229
238,2017-03-01 12:00:00,7.29,201
239,2017-03-01 18:00:00,8.36,230
240,2017-03-02 00:00:00,5.68,257
241,2017-03-02 06:00:00,3.58,229
242,2017-03-02 12:00:00,4.5,249
243,2017-03-02 18:00:00,2.28,194
244,2017-03-03 00:00:00,2.84,129
245,2017-03-03 06:00:00,3.97,157
246,2017-03-03 12:00:00,5.22,174
247,2017-03-03 18:00:00,3.51,163
248,2017-03-04 00:00:00,3.34,153
249,2017-03-04 06:00:00,2.69,189
250,2017-03-04 12:00:00,2.11,283
251,2017-03-04 18:00:00,2.82,210
252,2017-03-05 00:00:00,3.62,224
253,2017-03-05 06:00:00,5.0,191
254,2017-03-05 12:00:00,7.47,231
255,2017-03-05 18:00:00,5.4,258
256,2017-03-06 00:00:00,6.88,237
257,2017-03-06 06:00:00,4.48,218
258,2017-03-06 12:00:00,5.54,22
259,2017-03-06 18:00:00,4.36,278
260,2017-03-07 00:00:00,4.66,269
261,2017-03-07 06:00:00,3.78,279
262,2017-03-07 12:00:00,4.24,287
263,2017-03-07 18:00:00,1.94,243
264,2017-03-08 00:00:00,2.76,196
265,2017-03-08 06:00:00,4.94,202
266,2017-03-08 12:00:00,5.85,240
267,2017-03-08 18:00:00,5.35,233
268,2017-03-09 00:00:00,6.2,237
269,2017-03-09 06:00:00,4.77,237
270,2017-03-09 12:00:00,4.51,255
271,2017-03-09 18:00:00,1.93,269
272,2017-03-10 00:00:00,2.0,356
273,2017-03-10 06:00:00,2.07,86
274,2017-03-10 12:00:00,2.35,135
275,2017-03-10 18:00:00,2.46,91
276,2017-03-11 00:00:00,2.47,110
277,2017-03-11 06:00:00,2.14,113
278,2017-03-11 12:00:00,2.06,96
279,2017-03-11 18:00:00,2.68,71
280,2017-03-12 00:00:00,0.72,97
281,2017-03-12 06:00:00,0.76,6
282,2017-03-12 12:00:00,2.96,312
283,2017-03-12 18:00:00,3.99,343
284,2017-03-13 00:00:00,4.38,336
285,2017-03-13 06:00:00,4.02,357
286,2017-03-13 12:00:00,5.66,2
287,2017-03-13 18:00:00,2.93,354
288,2017-03-14 00:00:00,2.74,342
289,2017-03-14 06:00:00,2.14,356
290,2017-03-14 12:00:00,2.19,342
291,2017-03-14 18:00:00,2.96,339
292,2017-03-15 00:00:00,2.48,348
293,2017-03-15 06:00:00,1.53,27
294,2017-03-15 12:00:00,2.75,54
295,2017-03-15 18:00:00,1.69,47
296,2017-03-16 00:00:00,2.1,72
297,2017-03-16 06:00:00,1.63,89
298,2017-03-16 12:00:00,1.87,143
299,2017-03-16 18:00:00,1.29,182
300,2017-03-17 00:00:00,2.7,264
301,2017-03-17 06:00:00,3.63,339
302,2017-03-17 12:00:00,2.24,307
303,2017-03-17 18:00:00,2.86,269
304,2017-03-18 00:00:00,4.96,258
305,2017-03-18 06:00:00,6.69,252
306,2017-03-18 12:00:00,6.12,256
307,2017-03-18 18:00:00,4.72,254
308,2017-03-19 00:00:00,4.56,250
309,2017-03-19 06:00:00,4.83,247
310,2017-03-19 12:00:00,4.8,257
311,2017-03-19 18:00:00,3.19,252
312,2017-03-20 00:00:00,3.11,239
313,2017-03-20 06:00:00,3.43,231
314,2017-03-20 12:00:00,5.6,232
315,2017-03-20 18:00:00,4.01,226
316,2017-03-21 00:00:00,5.69,227
317,2017-03-21 06:00:00,2.17,264
318,2017-03-21 12:00:00,2.99,313
319,2017-03-21 18:00:00,0.71,239
320,2017-03-22 00:00:00,3.19,202
321,2017-03-22 06:00:00,3.91,169
322,2017-03-22 12:00:00,6.36,163
323,2017-03-22 18:00:00,1.52,144
324,2017-03-23 00:00:00,2.36,81
325,2017-03-23 06:00:00,2.75,78
326,2017-03-23 12:00:00,2.61,167
327,2017-03-23 18:00:00,3.46,202
328,2017-03-24 00:00:00,2.62,220
329,2017-03-24 06:00:00,2.06,62
330,2017-03-24 12:00:00,3.56,51
331,2017-03-24 18:00:00,2.57,29
332,2017-03-25 00:00:00,4.96,49
333,2017-03-25 06:00:00,6.22,39
334,2017-03-25 12:00:00,7.08,55
335,2017-03-25 18:00:00,3.19,56
336,2017-03-26 00:00:00,3.17,61
337,2017-03-26 06:00:00,2.26,83
338,2017-03-26 12:00:00,0.96,132
339,2017-03-26 18:00:00,1.89,87
340,2017-03-27 00:00:00,2.25,98
341,2017-03-27 06:00:00,2.14,83
342,2017-03-27 12:00:00,3.72,103
343,2017-03-27 18:00:00,1.68,126
344,2017-03-28 00:00:00,2.5,228
345,2017-03-28 06:00:00,2.65,217
346,2017-03-28 12:00:00,4.27,239
347,2017-03-28 18:00:00,2.18,243
348,2017-03-29 00:00:00,2.54,239
349,2017-03-29 06:00:00,2.4,211
350,2017-03-29 12:00:00,2.67,195
351,2017-03-29 18:00:00,1.49,156
352,2017-03-30 00:00:00,2.79,172
353,2017-03-30 06:00:00,2.72,162
354,2017-03-30 12:00:00,4.06,157
355,2017-03-30 18:00:00,2.28,162
356,2017-03-31 00:00:00,3.4,180
357,2017-03-31 06:00:00,4.46,194
358,2017-03-31 12:00:00,4.68,219
359,2017-03-31 18:00:00,3.73,193
360,2017-04-01 00:00:00,2.98,202
361,2017-04-01 06:00:00,2.9,227
362,2017-04-01 12:00:00,3.04,230
363,2017-04-01 18:00:00,1.69,213
364,2017-04-02 00:00:00,0.82,273
365,2017-04-02 06:00:00,1.64,331
366,2017-04-02 12:00:00,1.63,7
367,2017-04-02 18:00:00,2.65,356
368,2017-04-03 00:00:00,2.66,16
369,2017-04-03 06:00:00,1.68,22
370,2017-04-03 12:00:00,2.28,359
371,2017-04-03 18:00:00,1.81,11
372,2017-04-04 00:00:00,1.89,308
373,2017-04-04 06:00:00,1.68,324
374,2017-04-04 12:00:00,3.19,330
375,2017-04-04 18:00:00,3.54,344
376,2017-04-05 00:00:00,3.45,345
377,2017-04-05 06:00:00,5.04,3
378,2017-04-05 12:00:00,5.28,3
379,2017-04-05 18:00:00,3.29,341
380,2017-04-06 00:00:00,3.17,5
381,2017-04-06 06:00:00,3.91,18
382,2017-04-06 12:00:00,5.34,32
383,2017-04-06 18:00:00,2.52,33
384,2017-04-07 00:00:00,1.59,66
385,2017-04-07 06:00:00,2.05,45
386,2017-04-07 12:00:00,2.49,49
387,2017-04-07 18:00:00,1.87,32
388,2017-04-08 00:00:00,2.38,61
389,2017-04-08 06:00:00,2.27,78
390,2017-04-08 12:00:00,2.19,74
391,2017-04-08 18:00:00,2.32,66
392,2017-04-09 00:00:00,1.97,103
393,2017-04-09 06:00:00,1.9,121
394,2017-04-09 12:00:00,1.01,147
395,2017-04-09 18:00:00,1.18,315
396,2017-04-10 00:00:00,2.97,297
397,2017-04-10 06:00:00,3.49,329
398,2017-04-10 12:00:00,4.17,354
399,2017-04-10 18:00:00,3.06,341
400,2017-04-11 00:00:00,3.31,2
401,2017-04-11 06:00:00,2.26,10
402,2017-04-11 12:00:00,3.15,31
403,2017-04-11 18:00:00,2.0,17
404,2017-04-12 00:00:00,2.31,348
405,2017-04-12 06:00:00,2.04,317
406,2017-04-12 12:00:00,2.97,273
407,2017-04-12 18:00:00,3.04,304
408,2017-04-13 00:00:00,2.68,309
409,2017-04-13 06:00:00,1.94,308
410,2017-04-13 12:00:00,1.47,325
411,2017-04-13 18:00:00,1.67,27
412,2017-04-14 00:00:00,1.19,32
413,2017-04-14 06:00:00,2.59,358
414,2017-04-14 12:00:00,2.74,307
415,2017-04-14 18:00:00,2.55,333
416,2017-04-15 00:00:00,2.16,320
417,2017-04-15 06:00:00,2.73,291
418,2017-04-15 12:00:00,4.0,287
419,2017-04-15 18:00:00,2.3,287
420,2017-04-16 00:00:00,3.17,306
421,2017-04-16 06:00:00,3.28,299
422,2017-04-16 12:00:00,3.83,316
423,2017-04-16 18:00:00,1.88,299
424,2017-04-17 00:00:00,2.28,281
425,2017-04-17 06:00:00,3.43,278
426,2017-04-17 12:00:00,5.18,330
427,2017-04-17 18:00:00,2.58,9
428,2017-04-18 00:00:00,2.59,16
429,2017-04-18 06:00:00,2.5,15
430,2017-04-18 12:00:00,4.09,2
431,2017-04-18 18:00:00,3.37,18
432,2017-04-19 00:00:00,3.14,13
433,2017-04-19 06:00:00,3.42,28
434,2017-04-19 12:00:00,5.63,21
435,2017-04-19 18:00:00,3.58,30
436,2017-04-20 00:00:00,3.08,37
437,2017-04-20 06:00:00,2.65,64
438,2017-04-20 12:00:00,4.07,52
439,2017-04-20 18:00:00,2.63,28
440,2017-04-21 00:00:00,2.46,53
441,2017-04-21 06:00:00,1.61,37
442,2017-04-21 12:00:00,1.31,45
443,2017-04-21 18:00:00,1.51,18
444,2017-04-22 00:00:00,2.01,34
445,2017-04-22 06:00:00,1.84,9
446,2017-04-22 12:00:00,2.57,17
447,2017-04-22 18:00:00,2.89,24
448,2017-04-23 00:00:00,2.95,30
449,2017-04-23 06:00:00,2.83,52
450,2017-04-23 12:00:00,3.95,40
451,2017-04-23 18:00:00,2.39,23
452,2017-04-24 00:00:00,2.5,54
453,2017-04-24 06:00:00,2.25,55
454,2017-04-24 12:00:00,1.91,20
455,2017-04-24 18:00:00,2.91,335
456,2017-04-25 00:00:00,2.32,319
457,2017-04-25 06:00:00,5.3,1
458,2017-04-25 12:00:00,3.12,18
459,2017-04-25 18:00:00,2.31,342
460,2017-04-26 00:00:00,3.93,3
461,2017-04-26 06:00:00,3.33,349
462,2017-04-26 12:00:00,3.65,346
463,2017-04-26 18:00:00,2.79,336
464,2017-04-27 00:00:00,3.23,332
465,2017-04-27 06:00:00,2.89,345
466,2017-04-27 12:00:00,4.03,357
467,2017-04-27 18:00:00,2.79,339
468,2017-04-28 00:00:00,2.14,322
469,2017-04-28 06:00:00,2.8,244
470,2017-04-28 12:00:00,1.64,307
471,2017-04-28 18:00:00,1.79,307
472,2017-04-29 00:00:00,1.52,14
473,2017-04-29 06:00:00,1.42,134
474,2017-04-29 12:00:00,3.33,139
475,2017-04-29 18:00:00,3.42,103
476,2017-04-30 00:00:00,4.08,114
477,2017-04-30 06:00:00,4.28,157
478,2017-04-30 12:00:00,6.28,170
479,2017-04-30 18:00:00,5.93,211
480,2017-05-01 00:00:00,5.99,195
481,2017-05-01 06:00:00,6.71,222
482,2017-05-01 12:00:00,6.74,234
483,2017-05-01 18:00:00,3.88,207
484,2017-05-02 00:00:00,1.81,170
485,2017-05-02 06:00:00,1.67,113
486,2017-05-02 12:00:00,2.54,17
487,2017-05-02 18:00:00,3.23,328
488,2017-05-03 00:00:00,2.1,360
489,2017-05-03 06:00:00,2.11,329
490,2017-05-03 12:00:00,1.46,333
491,2017-05-03 18:00:00,1.14,29
492,2017-05-04 00:00:00,1.9,352
493,2017-05-04 06:00:00,2.51,359
494,2017-05-04 12:00:00,2.49,356
495,2017-05-04 18:00:00,2.19,3
496,2017-05-05 00:00:00,2.28,29
497,2017-05-05 06:00:00,2.89,48
498,2017-05-05 12:00:00,4.31,79
499,2017-05-05 18:00:00,3.43,71
500,2017-05-06 00:00:00,4.73,81
501,2017-05-06 06:00:00,1.83,135
502,2017-05-06 12:00:00,3.69,270
503,2017-05-06 18:00:00,3.92,280
504,2017-05-07 00:00:00,5.13,276
505,2017-05-07 06:00:00,4.62,310
506,2017-05-07 12:00:00,4.32,322
507,2017-05-07 18:00:00,3.42,341
508,2017-05-08 00:00:00,2.74,341
509,2017-05-08 06:00:00,1.75,340
510,2017-05-08 12:00:00,3.99,8
511,2017-05-08 18:00:00,2.9,354
512,2017-05-09 00:00:00,3.71,11
513,2017-05-09 06:00:00,3.7,18
514,2017-05-09 12:00:00,3.87,44
515,2017-05-09 18:00:00,1.7,45
516,2017-05-10 00:00:00,2.68,65
517,2017-05-10 06:00:00,3.45,85
518,2017-05-10 12:00:00,4.05,97
519,2017-05-10 18:00:00,1.54,142
520,2017-05-11 00:00:00,2.84,226
521,2017-05-11 06:00:00,2.21,139
522,2017-05-11 12:00:00,5.49,188
523,2017-05-11 18:00:00,3.15,151
524,2017-05-12 00:00:00,2.96,194
525,2017-05-12 06:00:00,3.45,188
526,2017-05-12 12:00:00,5.4,189
527,2017-05-12 18:00:00,2.22,219
528,2017-05-13 00:00:00,3.35,207
529,2017-05-13 06:00:00,3.51,225
530,2017-05-13 12:00:00,4.08,229
531,2017-05-13 18:00:00,3.1,218
532,2017-05-14 00:00:00,3.17,236
533,2017-05-14 06:00:00,3.25,203
534,2017-05-14 12:00:00,4.77,237
535,2017-05-14 18:00:00,2.2,327
536,2017-05-15 00:00:00,2.43,103
537,2017-05-15 06:00:00,2.56,189
538,2017-05-15 12:00:00,2.19,192
539,2017-05-15 18:00:00,1.26,188
540,2017-05-16 00:00:00,3.13,161
541,2017-05-16 06:00:00,3.22,197
542,2017-05-16 12:00:00,3.12,170
543,2017-05-16 18:00:00,1.22,153
544,2017-05-17 00:00:00,2.12,147
545,2017-05-17 06:00:00,2.47,163
546,2017-05-17 12:00:00,3.63,179
547,2017-05-17 18:00:00,4.21,256
548,2017-05-18 00:00:00,2.22,257
549,2017-05-18 06:00:00,3.14,210
550,2017-05-18 12:00:00,3.67,171
551,2017-05-18 18:00:00,7.56,300
552,2017-05-19 00:00:00,3.26,257
553,2017-05-19 06:00:00,3.68,260
554,2017-05-19 12:00:00,3.93,220
555,2017-05-19 18:00:00,2.76,234
556,2017-05-20 00:00:00,2.66,234
557,2017-05-20 06:00:00,2.57,206
558,2017-05-20 12:00:00,3.7,215
559,2017-05-20 18:00:00,2.0,228
560,2017-05-21 00:00:00,1.03,248
561,2017-05-21 06:00:00,0.99,113
562,2017-05-21 12:00:00,2.91,123
563,2017-05-21 18:00:00,2.4,115
564,2017-05-22 00:00:00,3.22,89
565,2017-05-22 06:00:00,3.31,106
566,2017-05-22 12:00:00,2.18,165
567,2017-05-22 18:00:00,1.62,244
568,2017-05-23 00:00:00,2.74,298
569,2017-05-23 06:00:00,3.61,333
570,2017-05-23 12:00:00,3.59,333
571,2017-05-23 18:00:00,2.48,335
572,2017-05-24 00:00:00,2.63,355
573,2017-05-24 06:00:00,1.73,7
574,2017-05-24 12:00:00,2.13,357
575,2017-05-24 18:00:00,2.34,20
576,2017-05-25 00:00:00,3.06,31
577,2017-05-25 06:00:00,3.59,54
578,2017-05-25 12:00:00,4.39,62
579,2017-05-25 18:00:00,2.77,50
580,2017-05-26 00:00:00,2.3,74
581,2017-05-26 06:00:00,4.71,96
582,2017-05-26 12:00:00,5.02,101
583,2017-05-26 18:00:00,2.73,103
584,2017-05-27 00:00:00,2.93,129
585,2017-05-27 06:00:00,2.51,210
586,2017-05-27 12:00:00,2.69,243
587,2017-05-27 18:00:00,0.41,304
588,2017-05-28 00:00:00,2.04,3
589,2017-05-28 06:00:00,2.14,23
590,2017-05-28 12:00:00,1.44,115
591,2017-05-28 18:00:00,1.78,132
592,2017-05-29 00:00:00,3.15,214
593,2017-05-29 06:00:00,2.12,186
594,2017-05-29 12:00:00,3.11,285
595,2017-05-29 18:00:00,3.21,281
596,2017-05-30 00:00:00,1.84,235
597,2017-05-30 06:00:00,3.13,312
598,2017-05-30 12:00:00,3.05,297
599,2017-05-30 18:00:00,3.54,330
600,2017-05-31 00:00:00,2.42,14
601,2017-05-31 06:00:00,1.64,18
602,2017-05-31 12:00:00,2.67,12
603,2017-05-31 18:00:00,2.15,37
604,2017-06-01 00:00:00,2.35,18
605,2017-06-01 06:00:00,1.95,38
606,2017-06-01 12:00:00,1.67,66
607,2017-06-01 18:00:00,0.86,21
608,2017-06-02 00:00:00,1.44,40
609,2017-06-02 06:00:00,1.14,135
610,2017-06-02 12:00:00,2.62,218
611,2017-06-02 18:00:00,0.59,277
612,2017-06-03 00:00:00,2.17,335
613,2017-06-03 06:00:00,3.1,358
614,2017-06-03 12:00:00,3.62,5
615,2017-06-03 18:00:00,3.98,334
616,2017-06-04 00:00:00,2.0,291
617,2017-06-04 06:00:00,2.99,293
618,2017-06-04 12:00:00,3.1,284
619,2017-06-04 18:00:00,1.82,326
620,2017-06-05 00:00:00,0.45,108
621,2017-06-05 06:00:00,1.56,217
622,2017-06-05 12:00:00,4.49,211
623,2017-06-05 18:00:00,3.63,200
624,2017-06-06 00:00:00,5.64,199
625,2017-06-06 06:00:00,6.87,256
626,2017-06-06 12:00:00,8.89,256
627,2017-06-06 18:00:00,3.96,261
628,2017-06-07 00:00:00,3.82,235
629,2017-06-07 06:00:00,5.56,244
630,2017-06-07 12:00:00,5.58,250
631,2017-06-07 18:00:00,2.86,227
632,2017-06-08 00:00:00,2.22,202
633,2017-06-08 06:00:00,3.83,179
634,2017-06-08 12:00:00,4.6,183
635,2017-06-08 18:00:00,2.48,155
636,2017-06-09 00:00:00,3.25,278
637,2017-06-09 06:00:00,4.02,239
638,2017-06-09 12:00:00,4.81,258
639,2017-06-09 18:00:00,2.13,278
640,2017-06-10 00:00:00,0.44,56
641,2017-06-10 06:00:00,1.91,209
642,2017-06-10 12:00:00,2.46,193
643,2017-06-10 18:00:00,1.56,208
644,2017-06-11 00:00:00,1.46,204
645,2017-06-11 06:00:00,1.61,194
646,2017-06-11 12:00:00,2.67,232
647,2017-06-11 18:00:00,3.26,273
648,2017-06-12 00:00:00,2.88,334
649,2017-06-12 06:00:00,2.08,315
650,2017-06-12 12:00:00,3.19,298
651,2017-06-12 18:00:00,2.9,1
652,2017-06-13 00:00:00,3.33,26
653,2017-06-13 06:00:00,2.2,49
654,2017-06-13 12:00:00,2.58,54
655,2017-06-13 18:00:00,2.39,38
656,2017-06-14 00:00:00,3.14,43
657,2017-06-14 06:00:00,2.83,87
658,2017-06-14 12:00:00,2.67,97
659,2017-06-14 18:00:00,1.96,130
660,2017-06-15 00:00:00,2.49,177
661,2017-06-15 06:00:00,2.11,242
662,2017-06-15 12:00:00,3.82,296
663,2017-06-15 18:00:00,3.09,320
