Unnamed: 0,Time,Speed(m/s),Direction (deg N)
102,2017-01-26 12:00:00,3.57,117
103,2017-01-26 18:00:00,5.2,101
104,2017-01-27 00:00:00,5.76,120
105,2017-01-27 06:00:00,4.95,173
106,2017-01-27 12:00:00,5.5,146
107,2017-01-27 18:00:00,6.36,162
108,2017-01-28 00:00:00,6.6,161
109,2017-01-28 06:00:00,6.07,185
110,2017-01-28 12:00:00,4.24,213
111,2017-01-28 18:00:00,3.32,214
112,2017-01-29 00:00:00,4.5,193
113,2017-01-29 06:00:00,4.49,217
114,2017-01-29 12:00:00,3.7,192
115,2017-01-29 18:00:00,5.77,162
116,2017-01-30 00:00:00,7.27,193
117,2017-01-30 06:00:00,5.15,217
118,2017-01-30 12:00:00,3.48,232
119,2017-01-30 18:00:00,2.88,226
120,2017-01-31 00:00:00,2.61,241
121,2017-01-31 06:00:00,1.23,186
122,2017-01-31 12:00:00,0.73,102
123,2017-01-31 18:00:00,1.99,122
124,2017-02-01 00:00:00,3.14,146
125,2017-02-01 06:00:00,3.67,170
126,2017-02-01 12:00:00,3.53,171
127,2017-02-01 18:00:00,5.06,194
128,2017-02-02 00:00:00,5.19,188
129,2017-02-02 06:00:00,5.69,157
130,2017-02-02 12:00:00,6.13,172
131,2017-02-02 18:00:00,6.16,184
132,2017-02-03 00:00:00,6.13,208
133,2017-02-03 06:00:00,5.43,194
134,2017-02-03 12:00:00,6.63,159
135,2017-02-03 18:00:00,9.66,213
136,2017-02-04 00:00:00,5.96,195
137,2017-02-04 06:00:00,7.68,128
138,2017-02-04 12:00:00,7.49,294
139,2017-02-04 18:00:00,5.35,235
140,2017-02-05 00:00:00,5.42,165
141,2017-02-05 06:00:00,4.6,133
142,2017-02-05 12:00:00,4.03,220
143,2017-02-05 18:00:00,0.37,202
144,2017-02-06 00:00:00,6.8,325
145,2017-02-06 06:00:00,6.09,327
146,2017-02-06 12:00:00,3.15,328
147,2017-02-06 18:00:00,2.08,233
148,2017-02-07 00:00:00,5.09,177
149,2017-02-07 06:00:00,3.95,179
150,2017-02-07 12:00:00,4.27,285
151,2017-02-07 18:00:00,3.69,306
152,2017-02-08 00:00:00,3.43,319
153,2017-02-08 06:00:00,2.76,335
154,2017-02-08 12:00:00,6.15,344
155,2017-02-08 18:00:00,3.94,349
156,2017-02-09 00:00:00,4.01,357
157,2017-02-09 06:00:00,3.18,8
158,2017-02-09 12:00:00,3.99,40
159,2017-02-09 18:00:00,3.63,67
160,2017-02-10 00:00:00,3.13,50
161,2017-02-10 06:00:00,3.0,35
162,2017-02-10 12:00:00,3.01,53
163,2017-02-10 18:00:00,3.75,359
164,2017-02-11 00:00:00,3.54,344
165,2017-02-11 06:00:00,2.96,335
166,2017-02-11 12:00:00,1.5,343
167,2017-02-11 18:00:00,1.78,23
168,2017-02-12 00:00:00,1.89,56
169,2017-02-12 06:00:00,3.35,79
170,2017-02-12 12:00:00,3.17,80
171,2017-02-12 18:00:00,5.97,107
172,2017-02-13 00:00:00,6.67,100
173,2017-02-13 06:00:00,5.76,96
174,2017-02-13 12:00:00,6.45,93
175,2017-02-13 18:00:00,6.3,96
176,2017-02-14 00:00:00,4.63,115
177,2017-02-14 06:00:00,4.2,156
178,2017-02-14 12:00:00,5.09,148
179,2017-02-14 18:00:00,4.97,160
180,2017-02-15 00:00:00,4.57,159
181,2017-02-15 06:00:00,4.38,182
182,2017-02-15 12:00:00,3.67,186
183,2017-02-15 18:00:00,2.77,203
184,2017-02-16 00:00:00,0.43,333
185,2017-02-16 06:00:00,1.48,92
186,2017-02-16 12:00:00,0.72,302
187,2017-02-16 18:00:00,2.47,340
188,2017-02-17 00:00:00,2.96,325
189,2017-02-17 06:00:00,0.9,5
190,2017-02-17 12:00:00,0.61,326
191,2017-02-17 18:00:00,1.0,25
192,2017-02-18 00:00:00,1.85,110
193,2017-02-18 06:00:00,1.32,111
194,2017-02-18 12:00:00,2.58,100
195,2017-02-18 18:00:00,3.23,86
196,2017-02-19 00:00:00,0.84,155
197,2017-02-19 06:00:00,0.22,276
198,2017-02-19 12:00:00,1.66,255
199,2017-02-19 18:00:00,2.75,267
200,2017-02-20 00:00:00,3.6,259
201,2017-02-20 06:00:00,4.16,228
202,2017-02-20 12:00:00,4.87,227
203,2017-02-20 18:00:00,4.76,249
204,2017-02-21 00:00:00,5.27,258
205,2017-02-21 06:00:00,4.63,265
206,2017-02-21 12:00:00,5.28,271
207,2017-02-21 18:00:00,4.38,246
208,2017-02-22 00:00:00,5.14,244
209,2017-02-22 06:00:00,5.87,240
210,2017-02-22 12:00:00,7.21,247
211,2017-02-22 18:00:00,5.77,233
212,2017-02-23 00:00:00,6.5,234
213,2017-02-23 06:00:00,7.87,217
214,2017-02-23 12:00:00,10.83,228
215,2017-02-23 18:00:00,7.97,274
216,2017-02-24 00:00:00,6.01,270
217,2017-02-24 06:00:00,4.57,281
218,2017-02-24 12:00:00,5.49,315
219,2017-02-24 18:00:00,3.15,341
220,2017-02-25 00:00:00,0.97,226
221,2017-02-25 06:00:00,2.72,184
222,2017-02-25 12:00:00,3.5,196
223,2017-02-25 18:00:00,4.62,201
224,2017-02-26 00:00:00,4.97,206
225,2017-02-26 06:00:00,5.21,217
226,2017-02-26 12:00:00,5.26,208
227,2017-02-26 18:00:00,6.23,206
228,2017-02-27 00:00:00,6.72,214
229,2017-02-27 06:00:00,7.12,198
230,2017-02-27 12:00:00,11.42,192
231,2017-02-27 18:00:00,8.04,225
232,2017-02-28 00:00:00,7.24,225
233,2017-02-28 06:00:00,6.0,206
234,2017-02-28 12:00:00,9.84,249
235,2017-02-28 18:00:00,5.64,247
236,2017-03-01 00:00:00,8.47,253
237,2017-03-01 06:00:00,6.41,237
238,2017-03-01 12:00:00,8.05,210
239,2017-03-01 18:00:00,7.2,232
240,2017-03-02 00:00:00,9.17,262
241,2017-03-02 06:00:00,5.97,253
242,2017-03-02 12:00:00,6.04,252
243,2017-03-02 18:00:00,3.06,211
244,2017-03-03 00:00:00,3.87,149
245,2017-03-03 06:00:00,4.62,151
246,2017-03-03 12:00:00,5.02,163
247,2017-03-03 18:00:00,5.05,165
248,2017-03-04 00:00:00,6.16,169
249,2017-03-04 06:00:00,4.67,189
250,2017-03-04 12:00:00,3.33,272
251,2017-03-04 18:00:00,5.01,235
252,2017-03-05 00:00:00,4.87,231
253,2017-03-05 06:00:00,6.49,204
254,2017-03-05 12:00:00,9.43,200
255,2017-03-05 18:00:00,9.05,261
256,2017-03-06 00:00:00,8.81,247
257,2017-03-06 06:00:00,4.44,235
258,2017-03-06 12:00:00,5.08,55
259,2017-03-06 18:00:00,6.47,281
260,2017-03-07 00:00:00,5.96,283
261,2017-03-07 06:00:00,5.73,288
262,2017-03-07 12:00:00,5.5,288
263,2017-03-07 18:00:00,1.42,272
264,2017-03-08 00:00:00,4.06,193
265,2017-03-08 06:00:00,5.91,195
266,2017-03-08 12:00:00,7.66,247
267,2017-03-08 18:00:00,6.28,246
268,2017-03-09 00:00:00,5.73,248
269,2017-03-09 06:00:00,5.73,237
270,2017-03-09 12:00:00,4.69,260
271,2017-03-09 18:00:00,3.23,293
272,2017-03-10 00:00:00,2.56,14
273,2017-03-10 06:00:00,1.46,109
274,2017-03-10 12:00:00,2.44,134
275,2017-03-10 18:00:00,2.59,93
276,2017-03-11 00:00:00,3.18,126
277,2017-03-11 06:00:00,2.45,106
278,2017-03-11 12:00:00,2.04,104
279,2017-03-11 18:00:00,3.03,72
280,2017-03-12 00:00:00,1.38,127
281,2017-03-12 06:00:00,0.88,82
282,2017-03-12 12:00:00,1.83,332
283,2017-03-12 18:00:00,5.07,348
284,2017-03-13 00:00:00,4.47,343
285,2017-03-13 06:00:00,5.15,355
286,2017-03-13 12:00:00,4.36,357
287,2017-03-13 18:00:00,4.41,347
288,2017-03-14 00:00:00,3.29,349
289,2017-03-14 06:00:00,0.97,329
290,2017-03-14 12:00:00,1.56,301
291,2017-03-14 18:00:00,2.5,336
292,2017-03-15 00:00:00,2.95,333
293,2017-03-15 06:00:00,1.47,27
294,2017-03-15 12:00:00,2.47,32
295,2017-03-15 18:00:00,3.19,19
296,2017-03-16 00:00:00,2.17,44
297,2017-03-16 06:00:00,1.88,90
298,2017-03-16 12:00:00,1.94,117
299,2017-03-16 18:00:00,1.23,164
300,2017-03-17 00:00:00,2.96,262
301,2017-03-17 06:00:00,2.99,324
302,2017-03-17 12:00:00,3.71,300
303,2017-03-17 18:00:00,4.27,283
304,2017-03-18 00:00:00,6.61,253
305,2017-03-18 06:00:00,7.27,253
306,2017-03-18 12:00:00,7.96,272
306,2017-03-18 18:00:00,7.96,272
307,2017-03-19 00:00:00,5.02,257
308,2017-03-19 06:00:00,4.94,248
309,2017-03-19 12:00:00,6.71,246
310,2017-03-19 18:00:00,4.85,248
311,2017-03-20 00:00:00,4.94,240
312,2017-03-20 06:00:00,4.83,226
313,2017-03-20 12:00:00,8.12,220
314,2017-03-20 18:00:00,5.88,227
315,2017-03-21 00:00:00,6.34,232
316,2017-03-21 06:00:00,3.68,257
317,2017-03-21 12:00:00,4.54,305
318,2017-03-21 18:00:00,1.55,317
319,2017-03-22 00:00:00,3.91,167
320,2017-03-22 06:00:00,4.87,174
321,2017-03-22 12:00:00,6.01,156
322,2017-03-22 18:00:00,3.96,134
323,2017-03-23 00:00:00,4.81,125
324,2017-03-23 06:00:00,3.23,101
325,2017-03-23 12:00:00,2.99,148
326,2017-03-23 18:00:00,2.28,153
327,2017-03-24 00:00:00,3.29,221
328,2017-03-24 06:00:00,2.39,311
329,2017-03-24 12:00:00,4.69,36
330,2017-03-24 18:00:00,4.07,46
331,2017-03-25 00:00:00,6.26,59
332,2017-03-25 06:00:00,6.84,54
333,2017-03-25 12:00:00,6.74,57
334,2017-03-25 18:00:00,5.94,64
335,2017-03-26 00:00:00,4.99,74
336,2017-03-26 06:00:00,3.27,91
337,2017-03-26 12:00:00,1.21,147
338,2017-03-26 18:00:00,1.63,90
339,2017-03-27 00:00:00,2.62,82
340,2017-03-27 06:00:00,1.97,59
341,2017-03-27 12:00:00,2.22,95
342,2017-03-27 18:00:00,2.16,153
343,2017-03-28 00:00:00,3.62,181
344,2017-03-28 06:00:00,3.15,219
345,2017-03-28 12:00:00,3.99,227
346,2017-03-28 18:00:00,3.27,240
347,2017-03-29 00:00:00,3.49,243
348,2017-03-29 06:00:00,2.84,221
349,2017-03-29 12:00:00,1.97,187
350,2017-03-29 18:00:00,2.1,155
351,2017-03-30 00:00:00,4.01,180
352,2017-03-30 06:00:00,3.16,154
353,2017-03-30 12:00:00,3.26,138
354,2017-03-30 18:00:00,4.66,155
355,2017-03-31 00:00:00,5.16,175
356,2017-03-31 06:00:00,4.27,197
357,2017-03-31 12:00:00,3.45,222
358,2017-03-31 18:00:00,3.28,202
359,2017-04-01 00:00:00,4.09,205
360,2017-04-01 06:00:00,2.98,228
361,2017-04-01 12:00:00,4.3,231
362,2017-04-01 18:00:00,2.15,210
363,2017-04-02 00:00:00,1.33,114
364,2017-04-02 06:00:00,1.6,15
365,2017-04-02 12:00:00,2.0,359
366,2017-04-02 18:00:00,3.6,350
367,2017-04-03 00:00:00,3.42,359
368,2017-04-03 06:00:00,1.26,21
369,2017-04-03 12:00:00,2.59,4
370,2017-04-03 18:00:00,2.67,358
371,2017-04-04 00:00:00,0.33,77
372,2017-04-04 06:00:00,0.84,121
373,2017-04-04 12:00:00,2.5,13
374,2017-04-04 18:00:00,4.52,352
375,2017-04-05 00:00:00,4.95,353
376,2017-04-05 06:00:00,3.45,5
377,2017-04-05 12:00:00,5.65,357
378,2017-04-05 18:00:00,5.08,352
379,2017-04-06 00:00:00,4.79,7
380,2017-04-06 06:00:00,3.98,14
381,2017-04-06 12:00:00,6.26,19
382,2017-04-06 18:00:00,3.88,28
383,2017-04-07 00:00:00,2.18,35
384,2017-04-07 06:00:00,2.16,1
385,2017-04-07 12:00:00,1.4,37
386,2017-04-07 18:00:00,2.72,6
387,2017-04-08 00:00:00,2.45,48
388,2017-04-08 06:00:00,1.21,68
389,2017-04-08 12:00:00,1.76,46
390,2017-04-08 18:00:00,2.54,50
391,2017-04-09 00:00:00,1.49,99
392,2017-04-09 06:00:00,1.66,113
393,2017-04-09 12:00:00,1.04,141
394,2017-04-09 18:00:00,1.05,263
395,2017-04-10 00:00:00,2.87,252
396,2017-04-10 06:00:00,3.81,328
397,2017-04-10 12:00:00,5.46,347
398,2017-04-10 18:00:00,5.49,357
399,2017-04-11 00:00:00,3.54,355
400,2017-04-11 06:00:00,2.58,10
401,2017-04-11 12:00:00,1.9,27
402,2017-04-11 18:00:00,2.24,16
403,2017-04-12 00:00:00,2.58,350
404,2017-04-12 06:00:00,1.99,310
405,2017-04-12 12:00:00,2.19,267
406,2017-04-12 18:00:00,4.14,302
407,2017-04-13 00:00:00,3.83,313
408,2017-04-13 06:00:00,2.36,281
409,2017-04-13 12:00:00,2.46,326
410,2017-04-13 18:00:00,1.92,345
411,2017-04-14 00:00:00,3.28,28
412,2017-04-14 06:00:00,1.3,33
413,2017-04-14 12:00:00,1.68,353
414,2017-04-14 18:00:00,3.39,331
415,2017-04-15 00:00:00,2.46,321
416,2017-04-15 06:00:00,2.43,271
417,2017-04-15 12:00:00,5.41,274
418,2017-04-15 18:00:00,3.96,298
419,2017-04-16 00:00:00,4.05,306
420,2017-04-16 06:00:00,3.39,297
421,2017-04-16 12:00:00,3.99,307
422,2017-04-16 18:00:00,3.64,299
423,2017-04-17 00:00:00,2.91,288
424,2017-04-17 06:00:00,3.86,267
425,2017-04-17 12:00:00,6.31,322
426,2017-04-17 18:00:00,4.62,8
427,2017-04-18 00:00:00,3.51,21
428,2017-04-18 06:00:00,2.44,14
429,2017-04-18 12:00:00,4.9,353
429,2017-04-18 18:00:00,4.9,353
430,2017-04-19 00:00:00,4.0,22
431,2017-04-19 06:00:00,3.28,29
432,2017-04-19 12:00:00,4.61,14
433,2017-04-19 18:00:00,4.86,30
434,2017-04-20 00:00:00,3.48,55
435,2017-04-20 06:00:00,1.85,65
436,2017-04-20 12:00:00,2.11,34
437,2017-04-20 18:00:00,2.53,29
438,2017-04-21 00:00:00,1.77,28
439,2017-04-21 06:00:00,1.17,3
440,2017-04-21 12:00:00,0.6,356
441,2017-04-21 18:00:00,1.53,336
442,2017-04-22 00:00:00,3.04,352
443,2017-04-22 06:00:00,1.59,338
444,2017-04-22 12:00:00,3.47,6
445,2017-04-22 18:00:00,3.47,14
446,2017-04-23 00:00:00,3.8,34
447,2017-04-23 06:00:00,3.35,52
448,2017-04-23 12:00:00,2.59,38
449,2017-04-23 18:00:00,4.14,32
450,2017-04-24 00:00:00,2.2,52
451,2017-04-24 06:00:00,1.8,59
452,2017-04-24 12:00:00,1.85,9
453,2017-04-24 18:00:00,3.0,326
454,2017-04-25 00:00:00,3.64,327
455,2017-04-25 06:00:00,5.06,348
456,2017-04-25 12:00:00,2.54,6
457,2017-04-25 18:00:00,2.85,343
458,2017-04-26 00:00:00,4.3,354
459,2017-04-26 06:00:00,3.41,358
460,2017-04-26 12:00:00,4.08,341
461,2017-04-26 18:00:00,3.64,344
462,2017-04-27 00:00:00,3.76,342
463,2017-04-27 06:00:00,3.19,344
464,2017-04-27 12:00:00,5.72,344
465,2017-04-27 18:00:00,4.31,347
466,2017-04-28 00:00:00,3.62,319
467,2017-04-28 06:00:00,2.67,247
468,2017-04-28 12:00:00,3.14,286
469,2017-04-28 18:00:00,2.14,308
470,2017-04-29 00:00:00,0.65,302
471,2017-04-29 06:00:00,0.42,195
472,2017-04-29 12:00:00,3.77,141
473,2017-04-29 18:00:00,4.82,105
474,2017-04-30 00:00:00,5.12,115
475,2017-04-30 06:00:00,4.93,149
476,2017-04-30 12:00:00,5.27,160
477,2017-04-30 18:00:00,6.78,216
478,2017-05-01 00:00:00,7.38,186
479,2017-05-01 06:00:00,6.42,218
480,2017-05-01 12:00:00,7.72,229
481,2017-05-01 18:00:00,4.51,203
482,2017-05-02 00:00:00,3.08,184
483,2017-05-02 06:00:00,1.74,104
484,2017-05-02 12:00:00,2.78,9
485,2017-05-02 18:00:00,4.61,11
486,2017-05-03 00:00:00,3.04,356
487,2017-05-03 06:00:00,2.13,330
488,2017-05-03 12:00:00,2.58,6
489,2017-05-03 18:00:00,1.49,39
490,2017-05-04 00:00:00,1.9,4
491,2017-05-04 06:00:00,1.52,359
492,2017-05-04 12:00:00,2.56,344
493,2017-05-04 18:00:00,2.59,11
494,2017-05-05 00:00:00,3.14,27
495,2017-05-05 06:00:00,2.0,31
496,2017-05-05 12:00:00,4.72,70
497,2017-05-05 18:00:00,4.82,81
498,2017-05-06 00:00:00,5.77,80
499,2017-05-06 06:00:00,2.79,94
500,2017-05-06 12:00:00,2.37,248
501,2017-05-06 18:00:00,4.08,275
502,2017-05-07 00:00:00,3.65,279
503,2017-05-07 06:00:00,5.29,314
504,2017-05-07 12:00:00,5.4,318
505,2017-05-07 18:00:00,3.77,341
506,2017-05-08 00:00:00,3.73,335
507,2017-05-08 06:00:00,2.04,343
508,2017-05-08 12:00:00,4.94,355
509,2017-05-08 18:00:00,5.01,358
510,2017-05-09 00:00:00,3.94,8
511,2017-05-09 06:00:00,4.12,28
512,2017-05-09 12:00:00,3.46,26
513,2017-05-09 18:00:00,3.78,44
514,2017-05-10 00:00:00,3.31,78
515,2017-05-10 06:00:00,3.24,79
516,2017-05-10 12:00:00,2.75,88
517,2017-05-10 18:00:00,1.11,143
518,2017-05-11 00:00:00,4.96,205
519,2017-05-11 06:00:00,2.08,139
520,2017-05-11 12:00:00,4.1,168
521,2017-05-11 18:00:00,3.79,170
522,2017-05-12 00:00:00,4.23,207
523,2017-05-12 06:00:00,3.22,200
524,2017-05-12 12:00:00,5.16,175
525,2017-05-12 18:00:00,4.65,216
526,2017-05-13 00:00:00,3.63,211
527,2017-05-13 06:00:00,3.95,207
528,2017-05-13 12:00:00,4.29,228
529,2017-05-13 18:00:00,3.55,225
530,2017-05-14 00:00:00,4.35,227
531,2017-05-14 06:00:00,3.47,212
532,2017-05-14 12:00:00,6.65,240
533,2017-05-14 18:00:00,2.66,301
534,2017-05-15 00:00:00,1.3,104
535,2017-05-15 06:00:00,2.09,161
536,2017-05-15 12:00:00,1.62,201
537,2017-05-15 18:00:00,1.43,160
538,2017-05-16 00:00:00,2.85,177
539,2017-05-16 06:00:00,3.09,167
540,2017-05-16 12:00:00,1.55,169
541,2017-05-16 18:00:00,0.71,87
542,2017-05-17 00:00:00,3.2,142
543,2017-05-17 06:00:00,2.23,136
544,2017-05-17 12:00:00,2.64,157
545,2017-05-17 18:00:00,4.45,236
546,2017-05-18 00:00:00,2.25,244
547,2017-05-18 06:00:00,1.67,246
548,2017-05-18 12:00:00,1.75,182
549,2017-05-18 18:00:00,4.24,223
550,2017-05-19 00:00:00,4.4,257
551,2017-05-19 06:00:00,3.41,257
552,2017-05-19 12:00:00,4.45,227
553,2017-05-19 18:00:00,3.18,229
554,2017-05-20 00:00:00,3.61,228
555,2017-05-20 06:00:00,2.29,213
556,2017-05-20 12:00:00,3.42,226
557,2017-05-20 18:00:00,2.03,205
558,2017-05-21 00:00:00,1.78,181
559,2017-05-21 06:00:00,0.65,129
560,2017-05-21 12:00:00,3.68,115
561,2017-05-21 18:00:00,3.16,96
562,2017-05-22 00:00:00,3.44,89
563,2017-05-22 06:00:00,2.79,95
564,2017-05-22 12:00:00,1.31,137
565,2017-05-22 18:00:00,1.21,278
566,2017-05-23 00:00:00,1.23,298
567,2017-05-23 06:00:00,3.76,320
568,2017-05-23 12:00:00,4.02,332
569,2017-05-23 18:00:00,3.4,342
570,2017-05-24 00:00:00,2.85,344
571,2017-05-24 06:00:00,1.1,360
572,2017-05-24 12:00:00,3.13,353
573,2017-05-24 18:00:00,3.14,20
574,2017-05-25 00:00:00,3.82,34
575,2017-05-25 06:00:00,3.43,50
576,2017-05-25 12:00:00,3.55,47
577,2017-05-25 18:00:00,4.33,63
578,2017-05-26 00:00:00,3.94,88
579,2017-05-26 06:00:00,4.3,87
580,2017-05-26 12:00:00,3.72,87
581,2017-05-26 18:00:00,3.57,109
582,2017-05-27 00:00:00,3.18,124
583,2017-05-27 06:00:00,1.96,189
584,2017-05-27 12:00:00,0.45,301
585,2017-05-27 18:00:00,2.24,339
586,2017-05-28 00:00:00,2.01,336
587,2017-05-28 06:00:00,0.63,288
588,2017-05-28 12:00:00,1.14,112
589,2017-05-28 18:00:00,2.71,93
590,2017-05-29 00:00:00,4.34,202
591,2017-05-29 06:00:00,1.61,165
592,2017-05-29 12:00:00,2.35,281
593,2017-05-29 18:00:00,4.47,299
594,2017-05-30 00:00:00,1.58,269
595,2017-05-30 06:00:00,2.91,290
596,2017-05-30 12:00:00,3.25,298
597,2017-05-30 18:00:00,3.44,322
598,2017-05-31 00:00:00,3.39,4
599,2017-05-31 06:00:00,1.53,354
600,2017-05-31 12:00:00,2.24,1
601,2017-05-31 18:00:00,2.77,23
602,2017-06-01 00:00:00,2.78,17
603,2017-06-01 06:00:00,1.42,15
604,2017-06-01 12:00:00,1.57,99
605,2017-06-01 18:00:00,1.29,9
606,2017-06-02 00:00:00,0.98,32
607,2017-06-02 06:00:00,0.63,162
608,2017-06-02 12:00:00,1.56,241
609,2017-06-02 18:00:00,0.47,107
610,2017-06-03 00:00:00,1.72,305
611,2017-06-03 06:00:00,2.65,336
612,2017-06-03 12:00:00,3.1,327
613,2017-06-03 18:00:00,5.03,319
614,2017-06-04 00:00:00,3.66,309
615,2017-06-04 06:00:00,2.8,285
616,2017-06-04 12:00:00,2.61,279
617,2017-06-04 18:00:00,1.26,326
618,2017-06-05 00:00:00,0.13,250
619,2017-06-05 06:00:00,1.5,149
620,2017-06-05 12:00:00,4.18,196
621,2017-06-05 18:00:00,4.8,187
622,2017-06-06 00:00:00,6.31,191
623,2017-06-06 06:00:00,8.44,259
624,2017-06-06 12:00:00,9.02,249
625,2017-06-06 18:00:00,5.17,253
626,2017-06-07 00:00:00,5.52,253
627,2017-06-07 06:00:00,6.2,243
628,2017-06-07 12:00:00,7.88,242
629,2017-06-07 18:00:00,3.68,232
630,2017-06-08 00:00:00,3.38,211
631,2017-06-08 06:00:00,3.27,186
632,2017-06-08 12:00:00,4.07,185
633,2017-06-08 18:00:00,2.2,154
634,2017-06-09 00:00:00,2.42,234
635,2017-06-09 06:00:00,4.7,245
636,2017-06-09 12:00:00,5.57,258
637,2017-06-09 18:00:00,2.18,290
638,2017-06-10 00:00:00,0.19,208
639,2017-06-10 06:00:00,2.19,156
640,2017-06-10 12:00:00,2.6,208
641,2017-06-10 18:00:00,0.92,216
642,2017-06-11 00:00:00,2.19,179
643,2017-06-11 06:00:00,1.67,128
644,2017-06-11 12:00:00,2.06,214
645,2017-06-11 18:00:00,3.95,260
646,2017-06-12 00:00:00,3.65,313
647,2017-06-12 06:00:00,2.88,304
648,2017-06-12 12:00:00,2.38,287
649,2017-06-12 18:00:00,3.05,341
650,2017-06-13 00:00:00,3.51,18
651,2017-06-13 06:00:00,1.37,18
652,2017-06-13 12:00:00,1.81,34
653,2017-06-13 18:00:00,3.77,36
654,2017-06-14 00:00:00,2.92,60
655,2017-06-14 06:00:00,2.26,72
656,2017-06-14 12:00:00,1.78,91
657,2017-06-14 18:00:00,0.91,137
658,2017-06-15 00:00:00,1.24,104
659,2017-06-15 06:00:00,0.97,185
660,2017-06-15 12:00:00,2.83,295
