,Time,Speed(m/s),Direction (deg N)
139,2017-02-04 18:00:00,4.61,226
140,2017-02-05 00:00:00,5.97,174
141,2017-02-05 06:00:00,4.93,143
142,2017-02-05 12:00:00,5.87,215
143,2017-02-05 18:00:00,1.05,59
144,2017-02-06 00:00:00,7.71,325
145,2017-02-06 06:00:00,6.11,324
146,2017-02-06 12:00:00,2.93,310
147,2017-02-06 18:00:00,2.46,213
148,2017-02-07 00:00:00,5.54,176
149,2017-02-07 06:00:00,3.11,212
150,2017-02-07 12:00:00,5.76,293
151,2017-02-07 18:00:00,3.41,308
152,2017-02-08 00:00:00,3.63,320
153,2017-02-08 06:00:00,3.39,329
154,2017-02-08 12:00:00,6.2,349
155,2017-02-08 18:00:00,3.66,353
156,2017-02-09 00:00:00,3.73,1
157,2017-02-09 06:00:00,3.14,5
158,2017-02-09 12:00:00,4.04,35
159,2017-02-09 18:00:00,3.44,64
160,2017-02-10 00:00:00,3.07,53
161,2017-02-10 06:00:00,3.05,30
162,2017-02-10 12:00:00,3.46,50
163,2017-02-10 18:00:00,3.92,13
164,2017-02-11 00:00:00,3.56,351
165,2017-02-11 06:00:00,3.45,345
166,2017-02-11 12:00:00,1.7,348
167,2017-02-11 18:00:00,2.19,40
168,2017-02-12 00:00:00,2.5,59
169,2017-02-12 06:00:00,4.0,70
170,2017-02-12 12:00:00,3.75,72
171,2017-02-12 18:00:00,5.9,104
172,2017-02-13 00:00:00,6.56,104
173,2017-02-13 06:00:00,5.79,96
174,2017-02-13 12:00:00,6.93,93
175,2017-02-13 18:00:00,5.78,99
176,2017-02-14 00:00:00,4.46,123
177,2017-02-14 06:00:00,5.4,162
178,2017-02-14 12:00:00,5.41,149
179,2017-02-14 18:00:00,4.87,164
180,2017-02-15 00:00:00,3.92,165
181,2017-02-15 06:00:00,4.01,193
182,2017-02-15 12:00:00,4.32,189
183,2017-02-15 18:00:00,2.58,198
184,2017-02-16 00:00:00,0.58,296
185,2017-02-16 06:00:00,0.91,105
186,2017-02-16 12:00:00,0.73,302
187,2017-02-16 18:00:00,2.3,352
188,2017-02-17 00:00:00,2.66,336
189,2017-02-17 06:00:00,1.08,28
190,2017-02-17 12:00:00,1.09,55
191,2017-02-17 18:00:00,1.82,72
192,2017-02-18 00:00:00,2.47,111
193,2017-02-18 06:00:00,1.77,104
194,2017-02-18 12:00:00,2.85,93
195,2017-02-18 18:00:00,3.64,86
196,2017-02-19 00:00:00,0.87,132
197,2017-02-19 06:00:00,0.58,299
198,2017-02-19 12:00:00,1.71,259
199,2017-02-19 18:00:00,2.57,264
200,2017-02-20 00:00:00,3.54,258
201,2017-02-20 06:00:00,4.08,231
202,2017-02-20 12:00:00,4.74,233
203,2017-02-20 18:00:00,4.68,254
204,2017-02-21 00:00:00,5.31,262
205,2017-02-21 06:00:00,4.54,267
206,2017-02-21 12:00:00,5.01,270
207,2017-02-21 18:00:00,4.36,252
208,2017-02-22 00:00:00,5.13,244
209,2017-02-22 06:00:00,5.7,243
210,2017-02-22 12:00:00,6.99,247
211,2017-02-22 18:00:00,5.57,237
212,2017-02-23 00:00:00,6.47,236
213,2017-02-23 06:00:00,7.82,218
214,2017-02-23 12:00:00,10.13,232
215,2017-02-23 18:00:00,7.77,279
216,2017-02-24 00:00:00,5.64,271
217,2017-02-24 06:00:00,4.82,286
218,2017-02-24 12:00:00,5.73,318
219,2017-02-24 18:00:00,3.32,339
220,2017-02-25 00:00:00,0.88,229
221,2017-02-25 06:00:00,2.47,190
222,2017-02-25 12:00:00,3.59,199
223,2017-02-25 18:00:00,4.45,202
224,2017-02-26 00:00:00,5.1,211
225,2017-02-26 06:00:00,5.54,217
226,2017-02-26 12:00:00,5.68,212
227,2017-02-26 18:00:00,6.43,208
228,2017-02-27 00:00:00,7.11,216
229,2017-02-27 06:00:00,7.77,200
230,2017-02-27 12:00:00,11.83,195
231,2017-02-27 18:00:00,8.42,226
232,2017-02-28 00:00:00,7.29,225
233,2017-02-28 06:00:00,6.11,202
234,2017-02-28 12:00:00,9.45,255
235,2017-02-28 18:00:00,6.31,252
236,2017-03-01 00:00:00,8.25,252
237,2017-03-01 06:00:00,6.33,241
238,2017-03-01 12:00:00,9.05,198
239,2017-03-01 18:00:00,7.46,229
240,2017-03-02 00:00:00,8.68,263
241,2017-03-02 06:00:00,5.94,257
242,2017-03-02 12:00:00,4.8,249
243,2017-03-02 18:00:00,2.67,200
244,2017-03-03 00:00:00,3.91,145
245,2017-03-03 06:00:00,4.14,158
246,2017-03-03 12:00:00,4.68,166
247,2017-03-03 18:00:00,5.27,171
248,2017-03-04 00:00:00,6.43,175
249,2017-03-04 06:00:00,3.57,247
250,2017-03-04 12:00:00,4.5,273
251,2017-03-04 18:00:00,5.68,229
252,2017-03-05 00:00:00,4.91,234
253,2017-03-05 06:00:00,6.82,200
254,2017-03-05 12:00:00,8.56,226
255,2017-03-05 18:00:00,9.11,262
256,2017-03-06 00:00:00,8.55,250
257,2017-03-06 06:00:00,4.23,229
258,2017-03-06 12:00:00,3.54,13
259,2017-03-06 18:00:00,6.13,279
260,2017-03-07 00:00:00,7.64,287
261,2017-03-07 06:00:00,5.97,291
262,2017-03-07 12:00:00,5.69,285
263,2017-03-07 18:00:00,1.57,251
264,2017-03-08 00:00:00,4.13,193
265,2017-03-08 06:00:00,5.63,212
266,2017-03-08 12:00:00,8.13,246
267,2017-03-08 18:00:00,6.74,241
268,2017-03-09 00:00:00,6.18,246
269,2017-03-09 06:00:00,6.18,240
270,2017-03-09 12:00:00,5.18,260
271,2017-03-09 18:00:00,2.96,282
272,2017-03-10 00:00:00,2.03,349
273,2017-03-10 06:00:00,1.43,111
274,2017-03-10 12:00:00,2.94,122
275,2017-03-10 18:00:00,3.14,94
276,2017-03-11 00:00:00,2.95,123
277,2017-03-11 06:00:00,2.24,103
278,2017-03-11 12:00:00,2.5,103
279,2017-03-11 18:00:00,2.88,66
280,2017-03-12 00:00:00,0.46,61
281,2017-03-12 06:00:00,1.33,315
282,2017-03-12 12:00:00,2.23,312
283,2017-03-12 18:00:00,5.62,351
284,2017-03-13 00:00:00,4.42,345
285,2017-03-13 06:00:00,5.15,357
286,2017-03-13 12:00:00,5.39,1
287,2017-03-13 18:00:00,4.45,355
288,2017-03-14 00:00:00,3.49,352
289,2017-03-14 06:00:00,1.14,335
290,2017-03-14 12:00:00,1.5,321
291,2017-03-14 18:00:00,2.78,350
292,2017-03-15 00:00:00,2.6,347
293,2017-03-15 06:00:00,1.9,35
294,2017-03-15 12:00:00,2.99,38
295,2017-03-15 18:00:00,3.41,28
296,2017-03-16 00:00:00,2.21,50
297,2017-03-16 06:00:00,2.28,104
298,2017-03-16 12:00:00,1.94,121
299,2017-03-16 18:00:00,1.16,163
300,2017-03-17 00:00:00,3.02,265
301,2017-03-17 06:00:00,3.21,327
302,2017-03-17 12:00:00,3.57,309
303,2017-03-17 18:00:00,3.87,292
304,2017-03-18 00:00:00,6.36,256
305,2017-03-18 06:00:00,7.33,256
306,2017-03-18 12:00:00,8.92,271
307,2017-03-19 00:00:00,5.01,259
308,2017-03-19 06:00:00,4.86,248
309,2017-03-19 12:00:00,7.04,248
310,2017-03-19 18:00:00,4.75,249
311,2017-03-20 00:00:00,5.23,242
312,2017-03-20 06:00:00,5.01,231
313,2017-03-20 12:00:00,7.59,223
314,2017-03-20 18:00:00,5.83,229
315,2017-03-21 00:00:00,6.66,231
316,2017-03-21 06:00:00,3.93,267
317,2017-03-21 12:00:00,4.44,306
318,2017-03-21 18:00:00,1.51,297
319,2017-03-22 00:00:00,3.99,186
320,2017-03-22 06:00:00,5.4,175
321,2017-03-22 12:00:00,6.51,158
322,2017-03-22 18:00:00,2.47,151
323,2017-03-23 00:00:00,3.49,135
324,2017-03-23 06:00:00,1.71,95
325,2017-03-23 12:00:00,2.15,153
326,2017-03-23 18:00:00,3.83,231
327,2017-03-24 00:00:00,2.31,211
328,2017-03-24 06:00:00,2.88,338
329,2017-03-24 12:00:00,3.69,27
330,2017-03-24 18:00:00,4.78,44
331,2017-03-25 00:00:00,6.54,55
332,2017-03-25 06:00:00,7.02,53
333,2017-03-25 12:00:00,6.68,55
334,2017-03-25 18:00:00,5.67,62
335,2017-03-26 00:00:00,4.33,73
336,2017-03-26 06:00:00,1.34,85
337,2017-03-26 12:00:00,0.84,102
338,2017-03-26 18:00:00,2.12,87
339,2017-03-27 00:00:00,2.5,96
340,2017-03-27 06:00:00,1.85,56
341,2017-03-27 12:00:00,2.85,93
342,2017-03-27 18:00:00,2.33,155
343,2017-03-28 00:00:00,4.08,195
344,2017-03-28 06:00:00,3.03,226
345,2017-03-28 12:00:00,4.31,234
346,2017-03-28 18:00:00,3.21,236
347,2017-03-29 00:00:00,3.56,250
348,2017-03-29 06:00:00,2.67,219
349,2017-03-29 12:00:00,2.08,176
350,2017-03-29 18:00:00,2.41,150
351,2017-03-30 00:00:00,3.78,189
352,2017-03-30 06:00:00,2.81,148
353,2017-03-30 12:00:00,3.83,141
354,2017-03-30 18:00:00,4.38,162
355,2017-03-31 00:00:00,5.6,188
356,2017-03-31 06:00:00,4.64,213
357,2017-03-31 12:00:00,4.18,219
358,2017-03-31 18:00:00,3.7,203
359,2017-04-01 00:00:00,4.45,214
360,2017-04-01 06:00:00,3.31,233
361,2017-04-01 12:00:00,4.82,228
362,2017-04-01 18:00:00,2.02,218
363,2017-04-02 00:00:00,0.31,111
364,2017-04-02 06:00:00,2.38,353
365,2017-04-02 12:00:00,1.93,354
366,2017-04-02 18:00:00,3.17,356
367,2017-04-03 00:00:00,3.09,1
368,2017-04-03 06:00:00,1.13,18
369,2017-04-03 12:00:00,2.41,14
370,2017-04-03 18:00:00,2.02,30
371,2017-04-04 00:00:00,1.05,275
372,2017-04-04 06:00:00,0.25,146
373,2017-04-04 12:00:00,3.15,348
374,2017-04-04 18:00:00,4.35,358
375,2017-04-05 00:00:00,4.92,0
376,2017-04-05 06:00:00,3.67,13
377,2017-04-05 12:00:00,5.66,5
378,2017-04-05 18:00:00,4.96,357
379,2017-04-06 00:00:00,4.97,13
380,2017-04-06 06:00:00,4.22,22
381,2017-04-06 12:00:00,6.34,29
382,2017-04-06 18:00:00,4.24,34
383,2017-04-07 00:00:00,2.46,48
384,2017-04-07 06:00:00,2.23,21
385,2017-04-07 12:00:00,2.07,61
386,2017-04-07 18:00:00,2.86,26
387,2017-04-08 00:00:00,2.66,53
388,2017-04-08 06:00:00,1.74,81
389,2017-04-08 12:00:00,2.34,66
390,2017-04-08 18:00:00,2.92,65
391,2017-04-09 00:00:00,1.72,112
392,2017-04-09 06:00:00,1.52,103
393,2017-04-09 12:00:00,1.14,140
394,2017-04-09 18:00:00,1.11,261
395,2017-04-10 00:00:00,2.9,283
396,2017-04-10 06:00:00,4.14,334
397,2017-04-10 12:00:00,5.04,352
398,2017-04-10 18:00:00,5.51,8
399,2017-04-11 00:00:00,3.71,354
400,2017-04-11 06:00:00,2.49,18
401,2017-04-11 12:00:00,2.8,44
402,2017-04-11 18:00:00,2.4,25
403,2017-04-12 00:00:00,2.83,359
404,2017-04-12 06:00:00,1.75,329
405,2017-04-12 12:00:00,1.68,271
406,2017-04-12 18:00:00,4.34,298
407,2017-04-13 00:00:00,4.02,323
408,2017-04-13 06:00:00,2.31,295
409,2017-04-13 12:00:00,2.1,321
410,2017-04-13 18:00:00,2.07,353
411,2017-04-14 00:00:00,2.98,39
412,2017-04-14 06:00:00,1.79,27
413,2017-04-14 12:00:00,2.03,2
414,2017-04-14 18:00:00,3.47,334
415,2017-04-15 00:00:00,2.36,330
416,2017-04-15 06:00:00,2.48,283
417,2017-04-15 12:00:00,5.31,278
418,2017-04-15 18:00:00,4.24,295
419,2017-04-16 00:00:00,3.96,313
420,2017-04-16 06:00:00,3.38,303
421,2017-04-16 12:00:00,3.87,310
422,2017-04-16 18:00:00,3.5,307
423,2017-04-17 00:00:00,2.65,300
424,2017-04-17 06:00:00,3.51,274
425,2017-04-17 12:00:00,5.87,325
426,2017-04-17 18:00:00,4.66,8
427,2017-04-18 00:00:00,3.62,34
428,2017-04-18 06:00:00,2.8,30
429,2017-04-18 12:00:00,4.37,3
430,2017-04-19 00:00:00,4.07,21
431,2017-04-19 06:00:00,3.4,31
432,2017-04-19 12:00:00,4.34,29
433,2017-04-19 18:00:00,5.34,41
434,2017-04-20 00:00:00,3.65,55
435,2017-04-20 06:00:00,2.25,66
436,2017-04-20 12:00:00,2.69,45
437,2017-04-20 18:00:00,3.11,43
438,2017-04-21 00:00:00,1.97,51
439,2017-04-21 06:00:00,1.49,33
440,2017-04-21 12:00:00,1.53,45
441,2017-04-21 18:00:00,1.58,18
442,2017-04-22 00:00:00,2.9,3
443,2017-04-22 06:00:00,1.78,6
444,2017-04-22 12:00:00,2.97,14
445,2017-04-22 18:00:00,3.81,26
446,2017-04-23 00:00:00,4.32,46
447,2017-04-23 06:00:00,3.73,60
448,2017-04-23 12:00:00,2.85,63
449,2017-04-23 18:00:00,4.32,43
450,2017-04-24 00:00:00,2.51,49
451,2017-04-24 06:00:00,2.36,51
452,2017-04-24 12:00:00,2.66,23
453,2017-04-24 18:00:00,3.04,342
454,2017-04-25 00:00:00,3.67,339
455,2017-04-25 06:00:00,5.18,354
456,2017-04-25 12:00:00,2.63,21
457,2017-04-25 18:00:00,3.07,352
458,2017-04-26 00:00:00,5.04,347
459,2017-04-26 06:00:00,3.55,1
460,2017-04-26 12:00:00,3.75,349
461,2017-04-26 18:00:00,3.36,353
462,2017-04-27 00:00:00,3.57,342
463,2017-04-27 06:00:00,3.19,352
464,2017-04-27 12:00:00,4.45,352
465,2017-04-27 18:00:00,4.64,343
466,2017-04-28 00:00:00,3.58,320
467,2017-04-28 06:00:00,3.0,254
468,2017-04-28 12:00:00,3.09,290
469,2017-04-28 18:00:00,1.96,327
470,2017-04-29 00:00:00,0.66,321
471,2017-04-29 06:00:00,0.73,170
472,2017-04-29 12:00:00,4.81,138
473,2017-04-29 18:00:00,5.03,109
474,2017-04-30 00:00:00,5.1,120
475,2017-04-30 06:00:00,4.25,149
476,2017-04-30 12:00:00,5.0,161
477,2017-04-30 18:00:00,8.25,232
478,2017-05-01 00:00:00,8.14,186
479,2017-05-01 06:00:00,7.02,221
480,2017-05-01 12:00:00,7.33,233
481,2017-05-01 18:00:00,4.72,209
482,2017-05-02 00:00:00,3.12,178
483,2017-05-02 06:00:00,1.88,85
484,2017-05-02 12:00:00,2.56,17
485,2017-05-02 18:00:00,3.81,8
486,2017-05-03 00:00:00,3.26,17
487,2017-05-03 06:00:00,2.21,347
488,2017-05-03 12:00:00,2.59,15
489,2017-05-03 18:00:00,2.18,43
490,2017-05-04 00:00:00,2.31,15
491,2017-05-04 06:00:00,1.91,6
492,2017-05-04 12:00:00,2.54,14
493,2017-05-04 18:00:00,2.93,31
494,2017-05-05 00:00:00,3.22,38
495,2017-05-05 06:00:00,2.66,50
496,2017-05-05 12:00:00,5.34,80
497,2017-05-05 18:00:00,5.18,80
498,2017-05-06 00:00:00,5.3,79
499,2017-05-06 06:00:00,1.86,105
500,2017-05-06 12:00:00,3.99,269
501,2017-05-06 18:00:00,5.09,269
502,2017-05-07 00:00:00,4.02,285
503,2017-05-07 06:00:00,4.58,311
504,2017-05-07 12:00:00,4.8,331
505,2017-05-07 18:00:00,4.47,339
506,2017-05-08 00:00:00,3.7,344
507,2017-05-08 06:00:00,1.8,335
508,2017-05-08 12:00:00,5.62,2
509,2017-05-08 18:00:00,5.35,9
510,2017-05-09 00:00:00,3.98,13
511,2017-05-09 06:00:00,4.28,33
512,2017-05-09 12:00:00,3.15,34
513,2017-05-09 18:00:00,4.2,52
514,2017-05-10 00:00:00,3.6,83
515,2017-05-10 06:00:00,3.95,76
516,2017-05-10 12:00:00,2.94,91
517,2017-05-10 18:00:00,1.53,167
518,2017-05-11 00:00:00,4.92,211
519,2017-05-11 06:00:00,1.87,130
520,2017-05-11 12:00:00,4.35,178
521,2017-05-11 18:00:00,3.54,174
522,2017-05-12 00:00:00,4.09,208
523,2017-05-12 06:00:00,3.08,204
524,2017-05-12 12:00:00,5.19,176
525,2017-05-12 18:00:00,4.29,219
526,2017-05-13 00:00:00,3.62,217
527,2017-05-13 06:00:00,4.09,214
528,2017-05-13 12:00:00,5.76,226
529,2017-05-13 18:00:00,3.94,214
530,2017-05-14 00:00:00,4.96,235
531,2017-05-14 06:00:00,3.63,207
532,2017-05-14 12:00:00,6.42,239
533,2017-05-14 18:00:00,2.86,296
534,2017-05-15 00:00:00,0.98,159
535,2017-05-15 06:00:00,2.18,163
536,2017-05-15 12:00:00,2.08,193
537,2017-05-15 18:00:00,2.1,145
538,2017-05-16 00:00:00,3.51,178
539,2017-05-16 06:00:00,2.88,172
540,2017-05-16 12:00:00,1.85,160
541,2017-05-16 18:00:00,1.01,108
542,2017-05-17 00:00:00,2.88,140
543,2017-05-17 06:00:00,2.15,142
544,2017-05-17 12:00:00,2.59,164
545,2017-05-17 18:00:00,5.26,246
546,2017-05-18 00:00:00,2.09,250
547,2017-05-18 06:00:00,2.1,225
548,2017-05-18 12:00:00,1.55,198
549,2017-05-18 18:00:00,9.22,287
550,2017-05-19 00:00:00,3.77,251
551,2017-05-19 06:00:00,3.38,264
552,2017-05-19 12:00:00,4.56,228
553,2017-05-19 18:00:00,3.49,235
554,2017-05-20 00:00:00,3.8,234
555,2017-05-20 06:00:00,2.49,213
556,2017-05-20 12:00:00,3.85,228
557,2017-05-20 18:00:00,1.54,195
558,2017-05-21 00:00:00,2.16,194
559,2017-05-21 06:00:00,0.49,113
560,2017-05-21 12:00:00,3.24,114
561,2017-05-21 18:00:00,3.42,98
562,2017-05-22 00:00:00,3.65,94
563,2017-05-22 06:00:00,3.04,94
564,2017-05-22 12:00:00,1.68,135
565,2017-05-22 18:00:00,1.45,276
566,2017-05-23 00:00:00,2.46,306
567,2017-05-23 06:00:00,3.87,326
568,2017-05-23 12:00:00,3.61,335
569,2017-05-23 18:00:00,3.24,352
570,2017-05-24 00:00:00,2.72,356
571,2017-05-24 06:00:00,1.6,26
572,2017-05-24 12:00:00,3.02,11
573,2017-05-24 18:00:00,3.46,33
574,2017-05-25 00:00:00,3.77,39
575,2017-05-25 06:00:00,3.89,57
576,2017-05-25 12:00:00,4.5,53
577,2017-05-25 18:00:00,4.68,63
578,2017-05-26 00:00:00,4.07,88
579,2017-05-26 06:00:00,4.66,87
580,2017-05-26 12:00:00,3.32,87
581,2017-05-26 18:00:00,3.62,108
582,2017-05-27 00:00:00,2.53,136
583,2017-05-27 06:00:00,3.3,237
584,2017-05-27 12:00:00,0.35,312
585,2017-05-27 18:00:00,2.59,22
586,2017-05-28 00:00:00,2.84,21
587,2017-05-28 06:00:00,0.6,320
588,2017-05-28 12:00:00,1.96,89
589,2017-05-28 18:00:00,2.31,118
590,2017-05-29 00:00:00,6.09,229
591,2017-05-29 06:00:00,0.48,99
592,2017-05-29 12:00:00,2.85,278
593,2017-05-29 18:00:00,4.41,279
594,2017-05-30 00:00:00,1.56,247
595,2017-05-30 06:00:00,3.67,288
596,2017-05-30 12:00:00,3.2,291
597,2017-05-30 18:00:00,3.24,331
598,2017-05-31 00:00:00,3.58,14
599,2017-05-31 06:00:00,2.06,11
600,2017-05-31 12:00:00,2.59,24
601,2017-05-31 18:00:00,3.01,37
602,2017-06-01 00:00:00,2.99,23
603,2017-06-01 06:00:00,2.13,20
604,2017-06-01 12:00:00,2.86,94
605,2017-06-01 18:00:00,1.53,26
606,2017-06-02 00:00:00,0.92,79
607,2017-06-02 06:00:00,0.97,187
608,2017-06-02 12:00:00,0.96,289
609,2017-06-02 18:00:00,1.48,325
610,2017-06-03 00:00:00,1.8,332
611,2017-06-03 06:00:00,2.82,354
612,2017-06-03 12:00:00,3.2,330
613,2017-06-03 18:00:00,4.52,327
614,2017-06-04 00:00:00,3.14,316
615,2017-06-04 06:00:00,2.06,291
616,2017-06-04 12:00:00,2.73,267
617,2017-06-04 18:00:00,1.0,332
618,2017-06-05 00:00:00,0.6,182
619,2017-06-05 06:00:00,1.07,159
620,2017-06-05 12:00:00,5.32,207
621,2017-06-05 18:00:00,5.11,194
622,2017-06-06 00:00:00,7.15,191
623,2017-06-06 06:00:00,8.57,257
624,2017-06-06 12:00:00,11.41,252
625,2017-06-06 18:00:00,5.77,255
626,2017-06-07 00:00:00,5.35,254
627,2017-06-07 06:00:00,6.04,246
628,2017-06-07 12:00:00,8.11,245
629,2017-06-07 18:00:00,3.55,234
630,2017-06-08 00:00:00,3.2,222
631,2017-06-08 06:00:00,3.01,188
632,2017-06-08 12:00:00,3.91,179
633,2017-06-08 18:00:00,2.33,159
634,2017-06-09 00:00:00,2.4,245
635,2017-06-09 06:00:00,4.4,247
636,2017-06-09 12:00:00,5.47,255
637,2017-06-09 18:00:00,2.05,281
638,2017-06-10 00:00:00,2.0,236
639,2017-06-10 06:00:00,2.02,184
640,2017-06-10 12:00:00,1.8,210
641,2017-06-10 18:00:00,0.68,220
642,2017-06-11 00:00:00,1.68,212
643,2017-06-11 06:00:00,1.31,130
644,2017-06-11 12:00:00,2.67,230
645,2017-06-11 18:00:00,3.78,257
646,2017-06-12 00:00:00,3.52,316
647,2017-06-12 06:00:00,2.33,311
648,2017-06-12 12:00:00,2.15,293
649,2017-06-12 18:00:00,2.77,356
650,2017-06-13 00:00:00,3.96,27
651,2017-06-13 06:00:00,2.14,27
652,2017-06-13 12:00:00,2.34,47
653,2017-06-13 18:00:00,4.11,37
654,2017-06-14 00:00:00,2.95,62
655,2017-06-14 06:00:00,2.24,67
656,2017-06-14 12:00:00,2.06,100
657,2017-06-14 18:00:00,1.02,135
658,2017-06-15 00:00:00,1.61,112
659,2017-06-15 06:00:00,1.89,223
660,2017-06-15 12:00:00,3.06,287
661,2017-06-15 18:00:00,4.67,313
662,2017-06-16 00:00:00,4.47,323
663,2017-06-16 06:00:00,3.01,318
