Unnamed: 0,Time,Speed(m/s),Direction (deg N)
48,2017-01-13 00:00:00,8.23,259
49,2017-01-13 06:00:00,6.72,262
50,2017-01-13 12:00:00,7.8,306
51,2017-01-13 18:00:00,8.46,302
52,2017-01-14 00:00:00,5.34,294
53,2017-01-14 06:00:00,5.81,314
54,2017-01-14 12:00:00,4.35,272
55,2017-01-14 18:00:00,4.16,318
56,2017-01-15 00:00:00,4.44,348
57,2017-01-15 06:00:00,2.96,316
58,2017-01-15 12:00:00,1.5,274
59,2017-01-15 18:00:00,3.79,183
60,2017-01-16 00:00:00,2.46,90
61,2017-01-16 06:00:00,3.55,51
62,2017-01-16 12:00:00,2.75,50
63,2017-01-16 18:00:00,2.94,49
64,2017-01-17 00:00:00,3.71,43
65,2017-01-17 06:00:00,5.78,42
66,2017-01-17 12:00:00,6.86,35
67,2017-01-17 18:00:00,5.28,27
68,2017-01-18 00:00:00,5.98,40
69,2017-01-18 06:00:00,6.31,36
70,2017-01-18 12:00:00,6.9,53
71,2017-01-18 18:00:00,6.25,54
72,2017-01-19 00:00:00,5.33,49
73,2017-01-19 06:00:00,4.81,60
74,2017-01-19 12:00:00,5.46,81
75,2017-01-19 18:00:00,3.59,64
76,2017-01-20 00:00:00,3.84,65
77,2017-01-20 06:00:00,3.21,57
78,2017-01-20 12:00:00,3.44,91
79,2017-01-20 18:00:00,2.35,77
80,2017-01-21 00:00:00,2.56,80
81,2017-01-21 06:00:00,0.78,127
82,2017-01-21 12:00:00,2.2,95
83,2017-01-21 18:00:00,1.75,102
84,2017-01-22 00:00:00,0.49,86
85,2017-01-22 06:00:00,2.64,81
86,2017-01-22 12:00:00,3.09,41
87,2017-01-22 18:00:00,2.43,35
88,2017-01-23 00:00:00,2.95,37
89,2017-01-23 06:00:00,3.12,22
90,2017-01-23 12:00:00,4.0,32
91,2017-01-23 18:00:00,3.33,38
92,2017-01-24 00:00:00,2.24,29
93,2017-01-24 06:00:00,2.36,352
94,2017-01-24 12:00:00,0.61,19
95,2017-01-24 18:00:00,1.78,50
96,2017-01-25 00:00:00,2.64,45
97,2017-01-25 06:00:00,2.95,26
98,2017-01-25 12:00:00,3.82,68
99,2017-01-25 18:00:00,3.23,88
100,2017-01-26 00:00:00,3.01,111
101,2017-01-26 06:00:00,2.63,126
102,2017-01-26 12:00:00,3.92,117
103,2017-01-26 18:00:00,5.21,106
104,2017-01-27 00:00:00,6.13,130
105,2017-01-27 06:00:00,4.56,173
106,2017-01-27 12:00:00,5.31,141
107,2017-01-27 18:00:00,6.12,159
108,2017-01-28 00:00:00,6.38,161
109,2017-01-28 06:00:00,5.98,190
110,2017-01-28 12:00:00,4.29,222
111,2017-01-28 18:00:00,3.36,206
112,2017-01-29 00:00:00,4.54,193
113,2017-01-29 06:00:00,4.39,217
114,2017-01-29 12:00:00,3.62,191
115,2017-01-29 18:00:00,5.99,164
116,2017-01-30 00:00:00,7.32,198
117,2017-01-30 06:00:00,5.16,220
118,2017-01-30 12:00:00,3.77,233
119,2017-01-30 18:00:00,3.56,235
120,2017-01-31 00:00:00,3.03,233
121,2017-01-31 06:00:00,2.18,214
122,2017-01-31 12:00:00,0.23,251
123,2017-01-31 18:00:00,1.65,134
124,2017-02-01 00:00:00,2.89,158
125,2017-02-01 06:00:00,3.45,185
126,2017-02-01 12:00:00,3.61,182
127,2017-02-01 18:00:00,4.94,195
128,2017-02-02 00:00:00,5.16,188
129,2017-02-02 06:00:00,5.47,163
130,2017-02-02 12:00:00,6.41,179
131,2017-02-02 18:00:00,6.1,193
132,2017-02-03 00:00:00,6.31,211
133,2017-02-03 06:00:00,5.76,198
134,2017-02-03 12:00:00,7.62,161
135,2017-02-03 18:00:00,10.44,228
136,2017-02-04 00:00:00,6.1,192
137,2017-02-04 06:00:00,8.18,129
138,2017-02-04 12:00:00,9.68,290
139,2017-02-04 18:00:00,4.86,228
140,2017-02-05 00:00:00,5.85,171
141,2017-02-05 06:00:00,4.86,141
142,2017-02-05 12:00:00,5.34,217
143,2017-02-05 18:00:00,0.77,80
144,2017-02-06 00:00:00,7.41,324
145,2017-02-06 06:00:00,6.16,325
146,2017-02-06 12:00:00,3.04,316
147,2017-02-06 18:00:00,2.28,220
148,2017-02-07 00:00:00,5.38,176
149,2017-02-07 06:00:00,3.32,200
150,2017-02-07 12:00:00,5.23,291
151,2017-02-07 18:00:00,3.48,308
152,2017-02-08 00:00:00,3.52,321
153,2017-02-08 06:00:00,3.15,330
154,2017-02-08 12:00:00,6.24,347
155,2017-02-08 18:00:00,3.77,351
156,2017-02-09 00:00:00,3.84,359
157,2017-02-09 06:00:00,3.2,5
158,2017-02-09 12:00:00,4.14,36
159,2017-02-09 18:00:00,3.54,65
160,2017-02-10 00:00:00,3.09,51
161,2017-02-10 06:00:00,3.03,31
162,2017-02-10 12:00:00,3.22,51
163,2017-02-10 18:00:00,3.87,9
164,2017-02-11 00:00:00,3.58,349
165,2017-02-11 06:00:00,3.32,342
166,2017-02-11 12:00:00,1.64,343
167,2017-02-11 18:00:00,2.03,36
168,2017-02-12 00:00:00,2.35,58
169,2017-02-12 06:00:00,3.8,72
170,2017-02-12 12:00:00,3.52,75
171,2017-02-12 18:00:00,5.92,106
172,2017-02-13 00:00:00,6.5,102
173,2017-02-13 06:00:00,5.69,95
174,2017-02-13 12:00:00,6.74,93
175,2017-02-13 18:00:00,5.84,98
176,2017-02-14 00:00:00,4.47,121
177,2017-02-14 06:00:00,5.13,162
178,2017-02-14 12:00:00,5.36,149
179,2017-02-14 18:00:00,4.9,163
180,2017-02-15 00:00:00,4.13,162
181,2017-02-15 06:00:00,4.05,190
182,2017-02-15 12:00:00,4.05,188
183,2017-02-15 18:00:00,2.62,199
184,2017-02-16 00:00:00,0.41,298
185,2017-02-16 06:00:00,1.08,106
186,2017-02-16 12:00:00,0.72,294
187,2017-02-16 18:00:00,2.33,348
188,2017-02-17 00:00:00,2.74,332
189,2017-02-17 06:00:00,1.0,27
190,2017-02-17 12:00:00,0.86,47
191,2017-02-17 18:00:00,1.61,61
192,2017-02-18 00:00:00,2.33,108
193,2017-02-18 06:00:00,1.66,104
194,2017-02-18 12:00:00,2.85,93
195,2017-02-18 18:00:00,3.58,85
196,2017-02-19 00:00:00,0.77,131
197,2017-02-19 06:00:00,0.39,303
198,2017-02-19 12:00:00,1.64,257
199,2017-02-19 18:00:00,2.62,265
200,2017-02-20 00:00:00,3.51,258
201,2017-02-20 06:00:00,4.07,229
202,2017-02-20 12:00:00,4.82,231
203,2017-02-20 18:00:00,4.73,251
204,2017-02-21 00:00:00,5.24,259
205,2017-02-21 06:00:00,4.54,266
206,2017-02-21 12:00:00,5.0,270
207,2017-02-21 18:00:00,4.33,250
208,2017-02-22 00:00:00,5.09,244
209,2017-02-22 06:00:00,5.71,241
210,2017-02-22 12:00:00,6.88,246
211,2017-02-22 18:00:00,5.6,235
212,2017-02-23 00:00:00,6.49,235
213,2017-02-23 06:00:00,7.87,218
214,2017-02-23 12:00:00,10.18,230
215,2017-02-23 18:00:00,7.79,277
216,2017-02-24 00:00:00,5.73,271
217,2017-02-24 06:00:00,4.75,284
218,2017-02-24 12:00:00,5.61,317
219,2017-02-24 18:00:00,3.25,340
220,2017-02-25 00:00:00,0.82,231
221,2017-02-25 06:00:00,2.45,188
222,2017-02-25 12:00:00,3.47,198
223,2017-02-25 18:00:00,4.46,201
224,2017-02-26 00:00:00,5.0,209
225,2017-02-26 06:00:00,5.45,217
226,2017-02-26 12:00:00,5.53,211
227,2017-02-26 18:00:00,6.34,208
228,2017-02-27 00:00:00,6.98,216
229,2017-02-27 06:00:00,7.57,200
230,2017-02-27 12:00:00,11.93,195
231,2017-02-27 18:00:00,8.22,226
232,2017-02-28 00:00:00,7.27,225
233,2017-02-28 06:00:00,6.12,203
234,2017-02-28 12:00:00,9.93,252
235,2017-02-28 18:00:00,6.13,251
236,2017-03-01 00:00:00,8.35,252
237,2017-03-01 06:00:00,6.36,240
238,2017-03-01 12:00:00,8.69,201
239,2017-03-01 18:00:00,7.41,229
240,2017-03-02 00:00:00,8.79,262
241,2017-03-02 06:00:00,5.87,256
242,2017-03-02 12:00:00,4.95,249
243,2017-03-02 18:00:00,2.72,203
244,2017-03-03 00:00:00,3.9,146
245,2017-03-03 06:00:00,4.21,155
246,2017-03-03 12:00:00,4.77,165
247,2017-03-03 18:00:00,5.2,169
248,2017-03-04 00:00:00,6.35,173
249,2017-03-04 06:00:00,3.47,226
250,2017-03-04 12:00:00,4.17,273
251,2017-03-04 18:00:00,5.52,230
252,2017-03-05 00:00:00,4.88,233
253,2017-03-05 06:00:00,6.7,201
254,2017-03-05 12:00:00,8.72,216
255,2017-03-05 18:00:00,9.24,262
256,2017-03-06 00:00:00,8.6,249
257,2017-03-06 06:00:00,4.36,231
258,2017-03-06 12:00:00,3.94,37
259,2017-03-06 18:00:00,6.24,280
260,2017-03-07 00:00:00,7.14,286
261,2017-03-07 06:00:00,5.98,290
262,2017-03-07 12:00:00,5.69,286
263,2017-03-07 18:00:00,1.46,259
264,2017-03-08 00:00:00,4.05,194
265,2017-03-08 06:00:00,5.64,206
266,2017-03-08 12:00:00,7.98,246
267,2017-03-08 18:00:00,6.63,242
268,2017-03-09 00:00:00,6.1,246
269,2017-03-09 06:00:00,6.06,239
270,2017-03-09 12:00:00,5.03,260
271,2017-03-09 18:00:00,2.99,284
272,2017-03-10 00:00:00,2.15,355
273,2017-03-10 06:00:00,1.46,111
274,2017-03-10 12:00:00,2.77,125
275,2017-03-10 18:00:00,3.04,92
276,2017-03-11 00:00:00,3.01,123
277,2017-03-11 06:00:00,2.26,103
278,2017-03-11 12:00:00,2.35,102
279,2017-03-11 18:00:00,2.91,67
280,2017-03-12 00:00:00,0.59,105
281,2017-03-12 06:00:00,0.87,327
282,2017-03-12 12:00:00,2.1,316
283,2017-03-12 18:00:00,5.43,351
284,2017-03-13 00:00:00,4.45,344
285,2017-03-13 06:00:00,5.17,356
286,2017-03-13 12:00:00,5.08,0
287,2017-03-13 18:00:00,4.44,353
288,2017-03-14 00:00:00,3.48,351
289,2017-03-14 06:00:00,1.1,335
290,2017-03-14 12:00:00,1.53,317
291,2017-03-14 18:00:00,2.72,349
292,2017-03-15 00:00:00,2.67,344
293,2017-03-15 06:00:00,1.77,33
294,2017-03-15 12:00:00,2.88,36
295,2017-03-15 18:00:00,3.38,26
296,2017-03-16 00:00:00,2.18,49
297,2017-03-16 06:00:00,2.16,101
298,2017-03-16 12:00:00,1.94,118
299,2017-03-16 18:00:00,1.2,160
300,2017-03-17 00:00:00,2.93,260
301,2017-03-17 06:00:00,3.11,325
302,2017-03-17 12:00:00,3.61,306
303,2017-03-17 18:00:00,3.93,291
304,2017-03-18 00:00:00,6.34,256
305,2017-03-18 06:00:00,7.25,255
306,2017-03-18 12:00:00,8.51,271
306,2017-03-18 18:00:00,8.51,271
307,2017-03-19 00:00:00,4.99,258
308,2017-03-19 06:00:00,4.84,247
309,2017-03-19 12:00:00,6.87,247
310,2017-03-19 18:00:00,4.76,248
311,2017-03-20 00:00:00,5.14,241
312,2017-03-20 06:00:00,4.96,229
313,2017-03-20 12:00:00,7.77,222
314,2017-03-20 18:00:00,5.82,228
315,2017-03-21 00:00:00,6.54,232
316,2017-03-21 06:00:00,3.81,263
317,2017-03-21 12:00:00,4.43,306
318,2017-03-21 18:00:00,1.5,307
319,2017-03-22 00:00:00,3.86,181
320,2017-03-22 06:00:00,5.18,175
321,2017-03-22 12:00:00,6.17,157
322,2017-03-22 18:00:00,2.91,144
323,2017-03-23 00:00:00,3.98,131
324,2017-03-23 06:00:00,2.16,98
325,2017-03-23 12:00:00,2.31,156
326,2017-03-23 18:00:00,2.99,219
327,2017-03-24 00:00:00,2.66,220
328,2017-03-24 06:00:00,2.67,335
329,2017-03-24 12:00:00,3.85,27
330,2017-03-24 18:00:00,4.59,44
331,2017-03-25 00:00:00,6.49,56
332,2017-03-25 06:00:00,6.93,54
333,2017-03-25 12:00:00,6.62,56
334,2017-03-25 18:00:00,5.68,63
335,2017-03-26 00:00:00,4.38,75
336,2017-03-26 06:00:00,1.81,89
337,2017-03-26 12:00:00,0.76,125
338,2017-03-26 18:00:00,1.92,89
339,2017-03-27 00:00:00,2.45,92
340,2017-03-27 06:00:00,1.86,54
341,2017-03-27 12:00:00,2.69,93
342,2017-03-27 18:00:00,2.26,156
343,2017-03-28 00:00:00,3.94,192
344,2017-03-28 06:00:00,3.06,224
345,2017-03-28 12:00:00,4.11,232
346,2017-03-28 18:00:00,3.14,238
347,2017-03-29 00:00:00,3.52,248
348,2017-03-29 06:00:00,2.65,219
349,2017-03-29 12:00:00,1.98,177
350,2017-03-29 18:00:00,2.33,149
351,2017-03-30 00:00:00,3.78,186
352,2017-03-30 06:00:00,2.87,149
353,2017-03-30 12:00:00,3.62,140
354,2017-03-30 18:00:00,4.44,160
355,2017-03-31 00:00:00,5.39,186
356,2017-03-31 06:00:00,4.43,208
357,2017-03-31 12:00:00,3.79,220
358,2017-03-31 18:00:00,3.51,203
359,2017-04-01 00:00:00,4.32,212
360,2017-04-01 06:00:00,3.2,232
361,2017-04-01 12:00:00,4.72,230
362,2017-04-01 18:00:00,2.02,213
363,2017-04-02 00:00:00,0.81,118
364,2017-04-02 06:00:00,2.04,358
365,2017-04-02 12:00:00,1.89,356
366,2017-04-02 18:00:00,3.35,354
367,2017-04-03 00:00:00,3.22,360
368,2017-04-03 06:00:00,1.22,17
369,2017-04-03 12:00:00,2.59,12
370,2017-04-03 18:00:00,2.28,17
371,2017-04-04 00:00:00,0.63,275
372,2017-04-04 06:00:00,0.44,138
373,2017-04-04 12:00:00,2.92,355
374,2017-04-04 18:00:00,4.43,354
375,2017-04-05 00:00:00,4.94,358
376,2017-04-05 06:00:00,3.59,11
377,2017-04-05 12:00:00,5.61,3
378,2017-04-05 18:00:00,4.95,356
379,2017-04-06 00:00:00,4.94,11
380,2017-04-06 06:00:00,4.17,19
381,2017-04-06 12:00:00,6.31,26
382,2017-04-06 18:00:00,4.14,32
383,2017-04-07 00:00:00,2.39,44
384,2017-04-07 06:00:00,2.2,15
385,2017-04-07 12:00:00,1.93,56
386,2017-04-07 18:00:00,2.81,21
387,2017-04-08 00:00:00,2.57,52
388,2017-04-08 06:00:00,1.58,78
389,2017-04-08 12:00:00,2.17,60
390,2017-04-08 18:00:00,2.8,60
391,2017-04-09 00:00:00,1.61,110
392,2017-04-09 06:00:00,1.53,106
393,2017-04-09 12:00:00,1.12,140
394,2017-04-09 18:00:00,1.02,263
395,2017-04-10 00:00:00,2.68,269
396,2017-04-10 06:00:00,4.01,333
397,2017-04-10 12:00:00,5.13,350
398,2017-04-10 18:00:00,5.53,5
399,2017-04-11 00:00:00,3.72,353
400,2017-04-11 06:00:00,2.5,16
401,2017-04-11 12:00:00,2.49,40
402,2017-04-11 18:00:00,2.46,23
403,2017-04-12 00:00:00,2.69,357
404,2017-04-12 06:00:00,1.78,326
405,2017-04-12 12:00:00,1.76,271
406,2017-04-12 18:00:00,4.18,299
407,2017-04-13 00:00:00,3.99,321
408,2017-04-13 06:00:00,2.26,290
409,2017-04-13 12:00:00,2.14,323
410,2017-04-13 18:00:00,1.95,352
411,2017-04-14 00:00:00,3.03,36
412,2017-04-14 06:00:00,1.64,31
413,2017-04-14 12:00:00,1.95,1
414,2017-04-14 18:00:00,3.38,335
415,2017-04-15 00:00:00,2.36,330
416,2017-04-15 06:00:00,2.39,280
417,2017-04-15 12:00:00,5.26,278
418,2017-04-15 18:00:00,4.11,295
419,2017-04-16 00:00:00,3.97,312
420,2017-04-16 06:00:00,3.35,301
421,2017-04-16 12:00:00,3.79,311
422,2017-04-16 18:00:00,3.46,303
423,2017-04-17 00:00:00,2.71,300
424,2017-04-17 06:00:00,3.56,271
425,2017-04-17 12:00:00,5.82,323
426,2017-04-17 18:00:00,4.66,9
427,2017-04-18 00:00:00,3.57,31
428,2017-04-18 06:00:00,2.69,26
429,2017-04-18 12:00:00,4.43,359
429,2017-04-18 18:00:00,4.43,359
430,2017-04-19 00:00:00,4.05,21
431,2017-04-19 06:00:00,3.33,30
432,2017-04-19 12:00:00,4.32,22
433,2017-04-19 18:00:00,5.16,37
434,2017-04-20 00:00:00,3.58,55
435,2017-04-20 06:00:00,2.2,65
436,2017-04-20 12:00:00,2.64,42
437,2017-04-20 18:00:00,2.97,40
438,2017-04-21 00:00:00,1.89,44
439,2017-04-21 06:00:00,1.41,26
440,2017-04-21 12:00:00,1.38,38
441,2017-04-21 18:00:00,1.43,7
442,2017-04-22 00:00:00,2.93,1
443,2017-04-22 06:00:00,1.67,0
444,2017-04-22 12:00:00,3.08,12
445,2017-04-22 18:00:00,3.54,22
446,2017-04-23 00:00:00,4.15,43
447,2017-04-23 06:00:00,3.65,58
448,2017-04-23 12:00:00,2.75,55
449,2017-04-23 18:00:00,4.27,40
450,2017-04-24 00:00:00,2.41,49
451,2017-04-24 06:00:00,2.24,53
452,2017-04-24 12:00:00,2.56,19
453,2017-04-24 18:00:00,2.99,340
454,2017-04-25 00:00:00,3.65,337
455,2017-04-25 06:00:00,5.13,352
456,2017-04-25 12:00:00,2.7,18
457,2017-04-25 18:00:00,2.96,350
458,2017-04-26 00:00:00,4.77,349
459,2017-04-26 06:00:00,3.54,1
460,2017-04-26 12:00:00,3.74,345
461,2017-04-26 18:00:00,3.41,349
462,2017-04-27 00:00:00,3.61,341
463,2017-04-27 06:00:00,3.2,350
464,2017-04-27 12:00:00,4.89,350
465,2017-04-27 18:00:00,4.54,343
466,2017-04-28 00:00:00,3.69,320
467,2017-04-28 06:00:00,2.88,253
468,2017-04-28 12:00:00,3.19,287
469,2017-04-28 18:00:00,1.94,316
470,2017-04-29 00:00:00,0.69,305
471,2017-04-29 06:00:00,0.65,179
472,2017-04-29 12:00:00,4.58,138
473,2017-04-29 18:00:00,4.94,108
474,2017-04-30 00:00:00,5.07,119
475,2017-04-30 06:00:00,4.48,150
476,2017-04-30 12:00:00,5.03,162
477,2017-04-30 18:00:00,8.14,231
478,2017-05-01 00:00:00,7.92,186
479,2017-05-01 06:00:00,6.8,220
480,2017-05-01 12:00:00,7.42,232
481,2017-05-01 18:00:00,4.71,207
482,2017-05-02 00:00:00,3.11,180
483,2017-05-02 06:00:00,1.88,91
484,2017-05-02 12:00:00,2.68,14
485,2017-05-02 18:00:00,4.03,10
486,2017-05-03 00:00:00,3.17,11
487,2017-05-03 06:00:00,2.11,341
488,2017-05-03 12:00:00,2.6,11
489,2017-05-03 18:00:00,1.93,43
490,2017-05-04 00:00:00,2.14,12
491,2017-05-04 06:00:00,1.76,4
492,2017-05-04 12:00:00,2.39,4
493,2017-05-04 18:00:00,2.72,25
494,2017-05-05 00:00:00,3.09,35
495,2017-05-05 06:00:00,2.38,46
496,2017-05-05 12:00:00,5.12,79
497,2017-05-05 18:00:00,5.04,81
498,2017-05-06 00:00:00,5.4,79
499,2017-05-06 06:00:00,2.01,104
500,2017-05-06 12:00:00,3.73,264
501,2017-05-06 18:00:00,4.82,269
502,2017-05-07 00:00:00,3.89,281
503,2017-05-07 06:00:00,4.81,311
504,2017-05-07 12:00:00,4.95,328
505,2017-05-07 18:00:00,4.16,340
506,2017-05-08 00:00:00,3.73,342
507,2017-05-08 06:00:00,1.85,335
508,2017-05-08 12:00:00,5.48,0
509,2017-05-08 18:00:00,5.2,6
510,2017-05-09 00:00:00,3.91,12
511,2017-05-09 06:00:00,4.26,31
512,2017-05-09 12:00:00,3.27,32
513,2017-05-09 18:00:00,4.02,51
514,2017-05-10 00:00:00,3.5,83
515,2017-05-10 06:00:00,3.77,77
516,2017-05-10 12:00:00,2.87,90
517,2017-05-10 18:00:00,1.4,167
518,2017-05-11 00:00:00,5.11,212
519,2017-05-11 06:00:00,1.96,131
520,2017-05-11 12:00:00,4.22,177
521,2017-05-11 18:00:00,3.58,173
522,2017-05-12 00:00:00,4.19,208
523,2017-05-12 06:00:00,3.05,202
524,2017-05-12 12:00:00,5.02,176
525,2017-05-12 18:00:00,4.45,218
526,2017-05-13 00:00:00,3.55,214
527,2017-05-13 06:00:00,4.03,212
528,2017-05-13 12:00:00,5.29,226
529,2017-05-13 18:00:00,3.82,218
530,2017-05-14 00:00:00,4.8,233
531,2017-05-14 06:00:00,3.51,208
532,2017-05-14 12:00:00,6.52,240
533,2017-05-14 18:00:00,2.82,295
534,2017-05-15 00:00:00,0.97,145
535,2017-05-15 06:00:00,2.1,162
536,2017-05-15 12:00:00,1.94,195
537,2017-05-15 18:00:00,1.79,147
538,2017-05-16 00:00:00,3.11,177
539,2017-05-16 06:00:00,2.87,169
540,2017-05-16 12:00:00,1.68,160
541,2017-05-16 18:00:00,0.91,94
542,2017-05-17 00:00:00,2.98,140
543,2017-05-17 06:00:00,2.17,141
544,2017-05-17 12:00:00,2.6,161
545,2017-05-17 18:00:00,4.91,244
546,2017-05-18 00:00:00,2.15,246
547,2017-05-18 06:00:00,2.02,229
548,2017-05-18 12:00:00,1.81,194
549,2017-05-18 18:00:00,7.03,275
550,2017-05-19 00:00:00,3.86,252
551,2017-05-19 06:00:00,3.39,263
552,2017-05-19 12:00:00,4.54,227
553,2017-05-19 18:00:00,3.52,233
554,2017-05-20 00:00:00,3.81,231
555,2017-05-20 06:00:00,2.48,213
556,2017-05-20 12:00:00,3.72,228
557,2017-05-20 18:00:00,1.65,201
558,2017-05-21 00:00:00,1.99,189
559,2017-05-21 06:00:00,0.49,117
560,2017-05-21 12:00:00,3.49,113
561,2017-05-21 18:00:00,3.33,96
562,2017-05-22 00:00:00,3.55,92
563,2017-05-22 06:00:00,2.94,94
564,2017-05-22 12:00:00,1.49,136
565,2017-05-22 18:00:00,1.39,278
566,2017-05-23 00:00:00,2.03,304
567,2017-05-23 06:00:00,3.8,324
568,2017-05-23 12:00:00,3.82,335
569,2017-05-23 18:00:00,3.28,349
570,2017-05-24 00:00:00,2.77,353
571,2017-05-24 06:00:00,1.49,21
572,2017-05-24 12:00:00,3.09,5
573,2017-05-24 18:00:00,3.36,29
574,2017-05-25 00:00:00,3.77,38
575,2017-05-25 06:00:00,3.73,56
576,2017-05-25 12:00:00,4.24,52
577,2017-05-25 18:00:00,4.61,63
578,2017-05-26 00:00:00,4.04,89
579,2017-05-26 06:00:00,4.5,86
580,2017-05-26 12:00:00,3.37,86
581,2017-05-26 18:00:00,3.58,108
582,2017-05-27 00:00:00,2.61,131
583,2017-05-27 06:00:00,2.8,228
584,2017-05-27 12:00:00,0.32,319
585,2017-05-27 18:00:00,2.27,12
586,2017-05-28 00:00:00,2.52,12
587,2017-05-28 06:00:00,0.59,295
588,2017-05-28 12:00:00,1.68,99
589,2017-05-28 18:00:00,2.34,110
590,2017-05-29 00:00:00,5.72,222
591,2017-05-29 06:00:00,0.77,141
592,2017-05-29 12:00:00,2.59,279
593,2017-05-29 18:00:00,4.35,285
594,2017-05-30 00:00:00,1.46,255
595,2017-05-30 06:00:00,3.41,286
596,2017-05-30 12:00:00,3.12,294
597,2017-05-30 18:00:00,3.22,330
598,2017-05-31 00:00:00,3.57,12
599,2017-05-31 06:00:00,1.93,8
600,2017-05-31 12:00:00,2.54,17
601,2017-05-31 18:00:00,2.9,34
602,2017-06-01 00:00:00,2.87,21
603,2017-06-01 06:00:00,1.91,18
604,2017-06-01 12:00:00,2.34,97
605,2017-06-01 18:00:00,1.48,27
606,2017-06-02 00:00:00,0.73,69
607,2017-06-02 06:00:00,0.91,184
608,2017-06-02 12:00:00,1.03,270
609,2017-06-02 18:00:00,0.93,334
610,2017-06-03 00:00:00,1.67,320
611,2017-06-03 06:00:00,2.7,350
612,2017-06-03 12:00:00,3.11,333
613,2017-06-03 18:00:00,4.68,324
614,2017-06-04 00:00:00,3.32,314
615,2017-06-04 06:00:00,2.22,289
616,2017-06-04 12:00:00,2.53,273
617,2017-06-04 18:00:00,1.07,331
618,2017-06-05 00:00:00,0.43,180
619,2017-06-05 06:00:00,1.21,151
620,2017-06-05 12:00:00,4.88,204
621,2017-06-05 18:00:00,4.98,191
622,2017-06-06 00:00:00,6.79,192
623,2017-06-06 06:00:00,8.49,258
624,2017-06-06 12:00:00,11.05,251
625,2017-06-06 18:00:00,5.51,255
626,2017-06-07 00:00:00,5.33,254
627,2017-06-07 06:00:00,6.06,245
628,2017-06-07 12:00:00,8.09,244
629,2017-06-07 18:00:00,3.56,232
630,2017-06-08 00:00:00,3.19,218
631,2017-06-08 06:00:00,3.05,187
632,2017-06-08 12:00:00,3.86,180
633,2017-06-08 18:00:00,2.37,156
634,2017-06-09 00:00:00,2.5,243
635,2017-06-09 06:00:00,4.52,246
636,2017-06-09 12:00:00,5.59,255
637,2017-06-09 18:00:00,2.06,282
638,2017-06-10 00:00:00,1.57,233
639,2017-06-10 06:00:00,1.99,175
640,2017-06-10 12:00:00,2.01,209
641,2017-06-10 18:00:00,0.67,215
642,2017-06-11 00:00:00,1.68,199
643,2017-06-11 06:00:00,1.47,125
644,2017-06-11 12:00:00,2.43,224
645,2017-06-11 18:00:00,3.76,258
646,2017-06-12 00:00:00,3.55,316
647,2017-06-12 06:00:00,2.45,311
648,2017-06-12 12:00:00,2.11,293
649,2017-06-12 18:00:00,2.87,353
650,2017-06-13 00:00:00,3.84,26
651,2017-06-13 06:00:00,1.94,26
652,2017-06-13 12:00:00,2.27,44
653,2017-06-13 18:00:00,4.06,36
654,2017-06-14 00:00:00,2.9,61
655,2017-06-14 06:00:00,2.22,68
656,2017-06-14 12:00:00,1.94,97
657,2017-06-14 18:00:00,0.95,137
658,2017-06-15 00:00:00,1.46,106
659,2017-06-15 06:00:00,1.57,213
660,2017-06-15 12:00:00,3.03,287
